Time,H
17.27473307174168,92.9110218156361
18.316971048326508,93.02836978733065
19.369216796977312,93.03153333837885
20.421462545628117,93.03469688942707
21.472278612555215,93.05417250056762
22.520235316034885,93.10627223189283
23.520195561647142,93.06266042101393
24.476039914070626,92.70750662226594
24.67905471883749,93.24329353666842
25.699847469566663,92.85476992356011
26.896967632886785,92.70608302429424
27.724276790340497,92.77383574257675
28.883748668269575,92.55433143495043
29.937424098644087,92.5411829259063
30.931665617361503,92.56281935539673
31.861367218265713,92.24861094592985
32.835388952604944,92.50094651101188
33.85761138505782,92.84666332399908
34.8212168668386,92.86043795252151
35.55702639397485,92.47105754433764
36.51396002771162,92.56095511995761
37.58765100221808,92.31943776962082
38.64132643259259,92.30628926057669
39.6935721812434,92.3094528116249
40.7458179298942,92.31261636267311
41.798063678545006,92.31577991372131
42.79230519726242,92.33741634321177
43.986429836970956,92.36586947198465
44.95480092449742,92.32527056686595
46.007046673148224,92.32843411791416
47.04642528628564,92.47840620979338
48.00288235944785,92.67381480360251
48.47181796482484,92.1269950049194
49.42684535626334,92.33871565882085
50.47909110491415,92.34187920986905
51.53133685356495,92.34504276091727
52.583582602215756,92.34820631196547
53.63296898741915,92.38399398319837
54.669488237109135,92.56659019526224
55.70886685024655,92.71656228714144
56.74538609993654,92.89915849920531
58.489121242288576,93.018615504932
59.69032621053357,92.96628509800954
60.63473310916737,92.913182633986
61.562800788101626,92.61761657891039
62.54274548958193,92.80237360932415
63.494913517573025,92.94664471858523
64.23072304470926,92.55726431040137
65.20481285913057,92.66586073239557
65.49074920387264,92.19121509119805
66.28646920324056,92.76234903936599
67.26498422299716,92.96341812987208
68.2128632058171,93.25669908423521
68.67493633892029,92.7881771739953
69.54532657231513,92.96483513711243
70.27732361485482,92.61895355584146
71.22377291595107,92.82847290547188
72.26744057425961,92.92950881707408
73.25841424903712,92.98842995534699
74.31283856031453,93.10969941219506
75.44276368262027,92.72694268901839
76.49929847644219,92.6811700597896
77.54296613475074,92.7822059713918
78.57090729409846,93.06267454400968
79.60456718034104,93.27789487625823
80.65681292899184,93.28105842730643
81.70905867764264,93.28422197835464
82.67361728057256,93.28712190014883
83.40752056541052,92.91949090542141
84.34253241271709,93.25950673579051
85.36046579999883,93.65415972905471
86.39841473141254,93.82044388102626
