H,Time,dT
15640.595980406484,1958-02-11 09:17:05.147727,76625.14772747121
15685.09460902981,1958-02-11 01:46:52.855638,49612.85563751318
16576.40659533118,1958-02-11 01:44:07.839831,49447.83983140149
16360.720293961316,1958-02-11 01:52:51.338251,49971.33825079031
16295.087759714741,1958-02-11 01:56:21.875659,50181.87565858801
16220.103513139398,1958-02-11 02:02:14.668072,50534.66807165438
16042.108307659946,1958-02-11 02:23:17.892518,51797.89251844048
16107.797691221589,1958-02-11 02:24:09.104320,51849.1043203372
16079.68570492022,1958-02-11 02:26:54.120126,52014.12012644891
15995.236047385974,1958-02-11 02:26:25.669125,51985.669125395165
15976.418924098303,1958-02-11 02:22:26.680717,51746.680716543735
15835.489472043508,1958-02-11 02:07:50.389884,50870.38988408852
15807.377485742138,1958-02-11 02:10:35.405690,51035.405690200234
15760.533650125699,1958-02-11 02:15:54.056902,51354.05690200213
15694.87269122159,1958-02-11 02:17:13.719705,51433.71970495259
15807.491184372275,1958-02-11 02:19:18.904110,51558.904109589064
15845.040156975014,1958-02-11 02:20:44.257113,51644.25711275028
15882.56070492022,1958-02-11 02:19:58.735511,51598.73551106429
15882.674403550356,1958-02-11 02:28:42.233930,52122.23393045312
15939.012074783233,1958-02-11 02:31:55.700738,52315.70073761856
15807.747006290083,1958-02-11 02:38:56.775553,52736.77555321392
15789.072006290084,1958-02-11 02:45:52.160169,53152.160168598544
15723.411047385973,1958-02-11 02:47:11.822972,53231.822971549016
15751.551458344878,1958-02-11 02:46:37.681770,53197.68177028452
15554.540156975014,1958-02-11 02:48:25.795574,53305.79557428874
15610.820978892823,1958-02-11 02:47:17.513172,53237.51317175977
16033.723033687344,1958-02-11 03:39:49.884089,56389.88408851424
16052.90967752296,1958-02-11 04:12:10.242360,58330.24236037936
16043.41584190652,1958-02-11 04:03:38.124341,57818.12434141202
16015.275430947617,1958-02-11 04:04:12.265543,57852.265542676505
16052.625430947617,1958-02-11 03:50:21.496312,57021.49631190728
16024.513444646247,1958-02-11 03:53:06.512118,57186.512118018996
16052.682280262687,1958-02-11 03:54:43.245522,57283.245521601704
15958.824061084604,1958-02-11 03:52:15.300316,57135.30031612223
15996.34460902981,1958-02-11 03:51:29.778714,57089.77871443625
15996.28775971474,1958-02-11 03:47:08.029505,56828.02950474185
15958.767211769535,1958-02-11 03:47:53.551106,56873.551106427825
15893.219951495563,1958-02-11 03:57:56.712329,57476.712328767135
15921.388787112,1958-02-11 03:59:33.445732,57573.44573234986
15959.079883002412,1958-02-11 04:11:53.171760,58313.171759747114
15921.530910399671,1958-02-11 04:10:27.818757,58227.81875658589
15884.010362454466,1958-02-11 04:11:13.340358,58273.340358271875
15912.065499440769,1958-02-11 04:04:06.575342,57846.57534246576
16014.849061084604,1958-02-11 03:31:29.146470,55889.1464699684
16013.342554235289,1958-02-11 01:35:52.792413,48952.79241306639
15975.822006290084,1958-02-11 01:36:38.314015,48998.31401475237
15957.061732317481,1958-02-11 01:37:01.074816,49021.07481559536
16088.554198070906,1958-02-11 01:47:26.996839,49646.99683877768
16032.330225468166,1958-02-11 01:52:57.028451,49977.028451001075
15779.038102180493,1958-02-11 01:55:53.424658,50153.42465753426
15872.839472043508,1958-02-11 01:53:59.620653,50039.6206533193
15976.191526838029,1958-02-11 02:04:59.683878,50699.68387776608
15929.319266564056,1958-02-11 02:08:07.460485,50887.46048472077
15919.910704920221,1958-02-11 02:06:07.966280,50767.966280295055
15948.107965194193,1958-02-11 02:09:55.574289,50995.574288724994
15863.743581632549,1958-02-11 02:15:59.747102,51359.74710221287
15910.900088481863,1958-02-11 02:34:40.716544,52480.71654373026
15451.3586501257,1958-02-11 02:50:30.979979,53430.97997892519
15620.257965194192,1958-02-11 02:51:27.881981,53487.881981032675
15676.567211769536,1958-02-11 02:52:30.474183,53550.47418335092
15695.355910399672,1958-02-11 02:54:18.587987,53658.58798735512
15732.876458344877,1958-02-11 02:53:33.066386,53613.06638566914
15761.045293961315,1958-02-11 02:55:09.799789,53709.79978925186
15714.144609029809,1958-02-11 02:56:06.701791,53766.70179135934
15667.215499440768,1958-02-11 02:54:52.729189,53692.72918861962
15639.103513139398,1958-02-11 02:57:37.744995,53857.744994731314
15573.38570492022,1958-02-11 02:54:35.658588,53675.658587987375
16015.90077341337,1958-02-11 04:52:11.506849,60731.506849315076
15968.97166382433,1958-02-11 04:50:57.534247,60657.53424657536
15940.831252865426,1958-02-11 04:51:31.675448,60691.67544783985
15903.31070492022,1958-02-11 04:52:17.197050,60737.197049525836
15875.170293961317,1958-02-11 04:52:51.338251,60771.33825079033
15940.888102180494,1958-02-11 04:55:53.424658,60953.42465753426
15969.028513139398,1958-02-11 04:55:19.283456,60919.28345626978
16006.549061084603,1958-02-11 04:54:33.761855,60873.76185458378
15969.085362454467,1958-02-11 04:59:41.032666,61181.03266596419
15940.973376153097,1958-02-11 05:02:26.048472,61346.04847207588
16006.634335057206,1958-02-11 05:01:06.385669,61266.385669125426
16081.675430947618,1958-02-11 04:59:35.342466,61175.34246575345
16128.576115879125,1958-02-11 04:58:38.440464,61118.44046364596
16072.32371861885,1958-02-11 05:01:57.597471,61317.597471022134
16034.803170673646,1958-02-11 05:02:43.119073,61363.11907270811
15987.959335057207,1958-02-11 05:08:01.770285,61681.77028451001
15941.0586501257,1958-02-11 05:08:58.672287,61738.6722866175
15875.39769122159,1958-02-11 05:10:18.335090,61818.335089567976
15875.340841906522,1958-02-11 05:05:56.585880,61556.58587987356
15941.115499440768,1958-02-11 05:13:20.421496,62000.421496311916
15922.440499440769,1958-02-11 05:20:15.806112,62415.80611169654
15875.539814509262,1958-02-11 05:21:12.708114,62472.70811380402
15959.989472043508,1958-02-11 05:21:41.159115,62501.15911485775
15885.005225468165,1958-02-11 05:27:33.951528,62853.951527924146
15856.864814509261,1958-02-11 05:28:08.092729,62888.09272918863
15838.104540536659,1958-02-11 05:28:30.853530,62910.85353003162
15838.218239166796,1958-02-11 05:37:14.351949,63434.351949420474
15875.824061084604,1958-02-11 05:43:01.454162,63781.4541622761
15903.964472043508,1958-02-11 05:42:27.312961,63747.31296101161
15922.72474601611,1958-02-11 05:42:04.552160,63724.55216016861
15922.866869303782,1958-02-11 05:52:58.925184,64378.92518440466
15904.078170673645,1958-02-11 05:51:10.811380,64270.81138040044
15875.909335057206,1958-02-11 05:49:34.077977,64174.07797681773
15829.0086501257,1958-02-11 05:50:30.979979,64230.979978925214
15866.472348755837,1958-02-11 05:45:23.709168,63923.7091675448
15857.12063642707,1958-02-11 05:47:45.964173,64065.964172813496
15847.768924098302,1958-02-11 05:50:08.219178,64208.219178082225
15800.953513139399,1958-02-11 05:57:37.744995,64657.744994731314
15763.432965194193,1958-02-11 05:58:23.266596,64703.26659641731
15847.967896701042,1958-02-11 06:05:24.341412,65124.34141201268
15876.051458344878,1958-02-11 06:00:28.451001,64828.451001053756
15885.545293961315,1958-02-11 06:09:00.569020,65340.56902002108
15857.404883002411,1958-02-11 06:09:34.710221,65374.710221285575
15838.644609029809,1958-02-11 06:09:57.471022,65397.471022128564
15810.561047385974,1958-02-11 06:14:53.361433,65693.36143308748
15829.093924098303,1958-02-11 05:57:03.603793,64623.60379346683
15829.20762272844,1958-02-11 06:05:47.102213,65147.10221285565
15857.46173231748,1958-02-11 06:13:56.459431,65636.45943097999
15829.321321358577,1958-02-11 06:14:30.600632,65670.60063224449
15801.29460902981,1958-02-11 06:23:48.240253,66228.2402528978
15857.632280262686,1958-02-11 06:27:01.707060,66421.70706006324
15829.491869303782,1958-02-11 06:27:35.848261,66455.84826132773
15885.801115879125,1958-02-11 06:28:38.440464,66518.44046364595
15820.31070492022,1958-02-11 06:43:03.350896,67383.35089567969
15810.93056793392,1958-02-11 06:43:14.731296,67394.73129610118
15764.029883002411,1958-02-11 06:44:11.633298,67451.63329820868
15801.550430947618,1958-02-11 06:43:26.111697,67406.11169652267
15782.76173231748,1958-02-11 06:41:37.997893,67297.99789251844
15595.102143276385,1958-02-11 06:41:03.856691,67263.85669125397
15557.610019988713,1958-02-11 06:44:00.252898,67440.25289778717
15623.356252865426,1958-02-11 06:49:13.213909,67753.2139093783
15604.624403550357,1958-02-11 06:51:46.849315,67906.84931506851
15557.72371861885,1958-02-11 06:52:43.751317,67963.751317176
15529.583307659947,1958-02-11 06:53:17.892518,67997.89251844048
15501.442896701043,1958-02-11 06:53:52.033720,68032.03371970497
15688.988787112,1958-02-11 06:45:42.676502,67542.67650158063
15829.88981450926,1958-02-11 06:58:08.092729,68288.09272918865
15886.170636427069,1958-02-11 06:56:59.810327,68219.81032665969
15904.930910399673,1958-02-11 06:56:37.049526,68197.04952581668
15913.941526838029,1958-02-11 06:28:04.299262,66484.29926238148
16006.463787112001,1958-02-11 04:48:01.138040,60481.13804004216
15912.605567933919,1958-02-11 04:45:33.192835,60333.19283456271
15875.05659533118,1958-02-11 04:44:07.839831,60247.83983140149
15940.66070492022,1958-02-11 04:38:26.427819,59906.4278187566
15968.801115879125,1958-02-11 04:37:52.286617,59872.28661749211
16015.701800810632,1958-02-11 04:36:55.384615,59815.38461538462
16053.222348755837,1958-02-11 04:36:09.863014,59769.86301369864
16137.217211769535,1958-02-11 04:01:44.320337,57704.32033719706
16090.487074783234,1958-02-11 04:15:46.469968,58546.4699683878
16024.854540536659,1958-02-11 04:19:17.007376,58757.00737618548
15902.884335057206,1958-02-11 04:19:34.077977,58774.07797681773
15902.91275971474,1958-02-11 04:21:44.952582,58904.95258166493
15949.841869303782,1958-02-11 04:22:58.925184,58978.92518440466
15987.390841906521,1958-02-11 04:24:24.278188,59064.27818756587
16024.939814509262,1958-02-11 04:25:49.631191,59149.63119072711
15959.278855605153,1958-02-11 04:27:09.293994,59229.293993677566
15931.22371861885,1958-02-11 04:34:16.059009,59656.05900948368
15903.054883002413,1958-02-11 04:32:39.325606,59559.32560590098
15884.294609029808,1958-02-11 04:33:02.086407,59582.08640674397
15940.603855605152,1958-02-11 04:34:04.678609,59644.67860906218
16015.616526838028,1958-02-11 04:30:22.760801,59422.76080084302
15894.300088481865,1958-02-11 05:20:49.947313,62449.94731296103
15783.074403550358,1958-02-11 07:05:37.618546,68737.61854583774
15745.667554235288,1958-02-11 07:15:06.638567,69306.63856691256
15529.839129577755,1958-02-11 07:12:55.763962,69175.76396206535
15604.965499440768,1958-02-11 07:17:57.344573,69477.344573235
15576.768239166795,1958-02-11 07:14:09.736565,69249.73656480506
15614.459335057207,1958-02-11 07:26:29.462592,69989.46259220234
15520.913787112,1958-02-11 07:48:01.138040,71281.13804004216
15558.519609029809,1958-02-11 07:53:48.240253,71628.24025289781
15595.983307659946,1958-02-11 07:48:40.969442,71320.96944151739
15558.832280262686,1958-02-11 08:17:47.860906,73067.8609062171
15540.072006290084,1958-02-11 08:18:10.621707,73090.62170706008
15324.755225468165,1958-02-11 08:55:15.489989,75315.48998946261
15446.81070492022,1958-02-11 09:01:31.043203,75691.043203372
15484.388102180494,1958-02-11 09:05:07.270811,75907.27081138043
15512.500088481864,1958-02-11 09:02:22.255005,75742.25500526873
15502.920978892822,1958-02-11 08:47:17.513172,74837.51317175978
15465.428855605152,1958-02-11 08:50:13.909378,75013.90937829296
15428.13570492022,1958-02-11 09:08:26.427819,76106.4278187566
15522.10762272844,1958-02-11 09:19:37.871444,76777.8714436249
15568.979883002412,1958-02-11 09:16:30.094837,76590.0948366702
15578.246321358576,1958-02-11 09:07:35.216017,76055.21601685986
