"Timestamp","TZ","V_(S1)_PAD (1S) (V)","I_(S1)_PAD (1S) (mA)"
2024/10/10 23:45:05.000,n,-3978.9804,-600.95544
2024/10/10 23:45:10.000,n,-3978.9804,-600.97496
2024/10/10 23:45:15.000,n,-3978.3732,-600.97496
2024/10/10 23:45:20.000,n,-3978.9804,-601.0326
2024/10/10 23:45:25.000,n,-3978.5724,-601.01256
2024/10/10 23:45:30.000,n,-3979.3996,-601.01256
2024/10/10 23:45:35.000,n,-3978.5724,-600.97496
2024/10/10 23:45:40.000,n,-3978.5724,-600.97496
2024/10/10 23:45:45.000,n,-3978.7816,-601.07116
2024/10/10 23:45:50.000,n,-3979.19,-600.994
2024/10/10 23:45:55.000,n,-3980.0068,-600.994
2024/10/10 23:46:00.000,n,-3978.9804,-601.0326
2024/10/10 23:46:05.000,n,-3980.2164,-600.9364
2024/10/10 23:46:10.012,n,-3979.3996,-600.97496
2024/10/10 23:46:15.000,n,-3979.808,-601.05116
2024/10/10 23:46:20.000,n,-3980.2164,-600.95544
2024/10/10 23:46:25.000,n,-3979.3996,-600.95544
2024/10/10 23:46:30.002,n,-3979.5984,-600.95544
2024/10/10 23:46:35.000,n,-3979.3996,-601.01256
2024/10/10 23:46:40.000,n,-3979.3996,-601.01256
2024/10/10 23:46:45.001,n,-3975.4884,-601.01256
2024/10/10 23:46:50.000,n,-3979.808,-600.97496
2024/10/10 23:46:55.001,n,-3979.808,-600.994
2024/10/10 23:47:00.000,n,-3978.3732,-600.95544
2024/10/10 23:47:05.000,n,-3977.546,-600.97496
2024/10/10 23:47:10.000,n,-3978.9804,-600.9364
2024/10/10 23:47:15.000,n,-3979.5984,-601.01256
2024/10/10 23:47:20.134,n,-3970.5616,-600.89784
2024/10/10 23:47:25.000,n,-3978.7816,-600.9364
2024/10/10 23:47:30.000,n,-3979.5984,-600.95544
2024/10/10 23:47:35.000,n,-3979.19,-601.05116
2024/10/10 23:47:40.000,n,-3979.808,-600.994
2024/10/10 23:47:45.000,n,-3979.5984,-600.994
2024/10/10 23:47:50.000,n,-3979.3996,-600.95544
2024/10/10 23:47:55.000,n,-3980.0068,-600.97496
2024/10/10 23:48:00.000,n,-3980.4256,-600.994
2024/10/10 23:48:05.000,n,-3980.2164,-601.01256
2024/10/10 23:48:10.000,n,-3978.7816,-601.01256
2024/10/10 23:48:15.000,n,-3979.808,-601.01256
2024/10/10 23:48:20.000,n,-3980.2164,-600.9364
2024/10/10 23:48:25.000,n,-3980.0068,-600.97496
2024/10/10 23:48:30.000,n,-3980.0068,-600.95544
2024/10/10 23:48:35.000,n,-3979.5984,-601.0326
2024/10/10 23:48:40.000,n,-3979.5984,-601.0326
2024/10/10 23:48:45.002,n,-3980.2164,-600.9364
2024/10/10 23:48:50.000,n,-3980.2164,-600.95544
2024/10/10 23:48:55.000,n,-3980.6244,-601.0902
2024/10/10 23:49:00.000,n,-3978.9804,-600.95544
2024/10/10 23:49:05.000,n,-3979.808,-601.01256
2024/10/10 23:49:10.002,n,-3980.6244,-600.97496
2024/10/10 23:49:15.107,n,-3980.2164,-601.01256
2024/10/10 23:49:20.000,n,-3979.5984,-600.95544
2024/10/10 23:49:25.008,n,-3980.4256,-600.91688
2024/10/10 23:49:30.000,n,-3980.2164,-600.95544
2024/10/10 23:49:35.011,n,-3972.0012,-601.07116
2024/10/10 23:49:40.000,n,-3972.0012,-600.994
2024/10/10 23:49:45.000,n,-3981.0328,-601.01256
2024/10/10 23:49:50.000,n,-3980.6244,-600.994
2024/10/10 23:49:55.000,n,-3980.6244,-600.97496
2024/10/10 23:50:00.000,n,-3980.2164,-600.95544
2024/10/10 23:50:05.000,n,-3979.5984,-600.95544
2024/10/10 23:50:10.000,n,-3980.6244,-600.9364
2024/10/10 23:50:15.000,n,-3980.4256,-601.0326
2024/10/10 23:50:20.000,n,-3981.6508,-600.97496
2024/10/10 23:50:25.000,n,-3981.2424,-601.01256
2024/10/10 23:50:30.000,n,-3980.6244,-600.91688
2024/10/10 23:50:35.000,n,-3981.452,-600.994
2024/10/10 23:50:40.000,n,-3979.19,-600.994
2024/10/10 23:50:45.000,n,-3981.0328,-600.95544
2024/10/10 23:50:50.000,n,-3980.2164,-600.9364
2024/10/10 23:50:55.000,n,-3980.8344,-600.95544
2024/10/10 23:51:00.002,n,-3981.2424,-600.9364
2024/10/10 23:51:05.000,n,-3980.6244,-600.95544
2024/10/10 23:51:10.000,n,-3981.6508,-600.95544
2024/10/10 23:51:15.000,n,-3980.8344,-601.01256
2024/10/10 23:51:20.000,n,-3981.452,-600.994
2024/10/10 23:51:25.001,n,-3970.5616,-600.994
2024/10/10 23:51:30.000,n,-3981.6508,-600.95544
2024/10/10 23:51:35.000,n,-3981.6508,-601.0326
2024/10/10 23:51:40.000,n,-3981.2424,-600.95544
2024/10/10 23:51:45.000,n,-3981.452,-601.01256
2024/10/10 23:51:50.001,n,-3980.4256,-600.89784
2024/10/10 23:51:55.000,n,-3981.452,-601.01256
2024/10/10 23:52:00.000,n,-3981.0328,-601.05116
2024/10/10 23:52:05.000,n,-3981.0328,-600.9364
2024/10/10 23:52:10.000,n,-3980.8344,-600.97496
2024/10/10 23:52:15.032,n,-3981.452,-600.97496
2024/10/10 23:52:20.000,n,-3981.2424,-600.9364
2024/10/10 23:52:25.000,n,-3979.5984,-600.95544
2024/10/10 23:52:30.000,n,-3972.2108,-601.07116
2024/10/10 23:52:35.000,n,-3980.8344,-600.95544
2024/10/10 23:52:40.000,n,-3980.6244,-600.9364
2024/10/10 23:52:45.082,n,-3981.0328,-600.95544
2024/10/10 23:52:50.000,n,-3981.2424,-600.91688
2024/10/10 23:52:55.000,n,-3980.6244,-600.97496
2024/10/10 23:53:00.000,n,-3981.6508,-600.994
2024/10/10 23:53:05.000,n,-3981.452,-600.95544
2024/10/10 23:53:10.000,n,-3981.6508,-600.95544
2024/10/10 23:53:15.003,n,-3981.452,-600.97496
2024/10/10 23:53:20.000,n,-3981.2424,-600.97496
2024/10/10 23:53:25.000,n,-3981.8604,-601.05116
2024/10/10 23:53:30.000,n,-3982.0644,-600.9364
2024/10/10 23:53:35.000,n,-3982.8864,-601.01256
2024/10/10 23:53:40.002,n,-3981.2424,-600.97496
2024/10/10 23:53:45.046,n,-3981.8604,-600.9364
2024/10/10 23:53:50.000,n,-3981.8604,-601.01256
2024/10/10 23:53:55.000,n,-3981.452,-600.95544
2024/10/10 23:54:00.000,n,-3980.8344,-600.97496
2024/10/10 23:54:05.002,n,-3981.0328,-600.97496
2024/10/10 23:54:10.000,n,-3981.2424,-600.89784
2024/10/10 23:54:15.000,n,-3981.2424,-601.01256
2024/10/10 23:54:20.000,n,-3980.8344,-600.9364
2024/10/10 23:54:25.000,n,-3980.8344,-600.97496
2024/10/10 23:54:30.001,n,-3980.4256,-600.95544
2024/10/10 23:54:35.000,n,-3981.452,-600.994
2024/10/10 23:54:40.000,n,-3980.4256,-600.95544
2024/10/10 23:54:45.000,n,-3981.0328,-600.95544
2024/10/10 23:54:50.007,n,-3981.6508,-600.9364
2024/10/10 23:54:55.001,n,-3980.6244,-600.95544
2024/10/10 23:55:00.000,n,-3981.6508,-600.95544
2024/10/10 23:55:05.000,n,-3981.2424,-600.9364
2024/10/10 23:55:10.000,n,-3980.6244,-600.8778
2024/10/10 23:55:15.000,n,-3981.2424,-600.97496
2024/10/10 23:55:20.000,n,-3981.2424,-600.91688
2024/10/10 23:55:25.000,n,-3981.8604,-600.9364
2024/10/10 23:55:30.003,n,-3981.6508,-600.95544
2024/10/10 23:55:35.000,n,-3980.6244,-601.01256
2024/10/10 23:55:40.000,n,-3981.6508,-600.89784
2024/10/10 23:55:45.000,n,-3981.452,-600.994
2024/10/10 23:55:50.000,n,-3981.2424,-601.01256
2024/10/10 23:55:55.003,n,-3981.6508,-600.97496
2024/10/10 23:56:00.000,n,-3979.19,-600.95544
2024/10/10 23:56:05.010,n,-3981.8604,-601.01256
2024/10/10 23:56:10.000,n,-3981.8604,-600.95544
2024/10/10 23:56:15.000,n,-3981.2424,-601.0326
2024/10/10 23:56:20.003,n,-3981.2424,-600.994
2024/10/10 23:56:25.000,n,-3982.4784,-600.97496
2024/10/10 23:56:30.000,n,-3981.452,-600.95544
2024/10/10 23:56:35.091,n,-3981.2424,-600.97496
2024/10/10 23:56:40.000,n,-3981.8604,-601.05116
2024/10/10 23:56:45.002,n,-3981.0328,-600.97496
2024/10/10 23:56:50.000,n,-3981.452,-600.97496
2024/10/10 23:56:55.000,n,-3982.0644,-600.97496
2024/10/10 23:57:00.000,n,-3982.0644,-601.05116
2024/10/10 23:57:05.000,n,-3982.0644,-600.91688
2024/10/10 23:57:10.001,n,-3981.452,-600.9364
2024/10/10 23:57:15.000,n,-3982.4784,-600.91688
2024/10/10 23:57:20.000,n,-3981.2424,-601.01256
2024/10/10 23:57:25.000,n,-3981.8604,-600.91688
2024/10/10 23:57:30.000,n,-3982.4784,-601.07116
2024/10/10 23:57:35.001,n,-3980.2164,-601.07116
2024/10/10 23:57:40.000,n,-3981.452,-600.97496
2024/10/10 23:57:45.004,n,-3982.4784,-600.994
2024/10/10 23:57:50.000,n,-3981.6508,-600.994
2024/10/10 23:57:55.000,n,-3982.6824,-600.994
2024/10/10 23:58:00.000,n,-3982.0644,-600.91688
2024/10/10 23:58:05.000,n,-3981.6508,-601.0326
2024/10/10 23:58:10.003,n,-3982.6824,-600.91688
2024/10/10 23:58:15.000,n,-3982.4784,-600.95544
2024/10/10 23:58:20.000,n,-3982.4784,-600.9364
2024/10/10 23:58:25.003,n,-3982.8864,-601.01256
2024/10/10 23:58:30.000,n,-3982.4784,-600.97496
2024/10/10 23:58:35.003,n,-3980.6244,-600.95544
2024/10/10 23:58:40.000,n,-3981.2424,-600.994
2024/10/10 23:58:45.000,n,-3981.8604,-601.01256
2024/10/10 23:58:50.000,n,-3982.2684,-600.97496
2024/10/10 23:58:55.102,n,-3981.452,-600.95544
2024/10/10 23:59:00.003,n,-3981.8604,-600.97496
2024/10/10 23:59:05.000,n,-3982.2684,-600.91688
2024/10/10 23:59:10.000,n,-3982.6824,-600.95544
2024/10/10 23:59:15.065,n,-3982.2684,-600.91688
2024/10/10 23:59:20.009,n,-3982.4784,-601.01256
2024/10/10 23:59:25.132,n,-3972.2108,-600.97496
2024/10/10 23:59:30.000,n,-3982.2684,-600.89784
