"Timestamp","TZ","V_(S1)_PAD (1S) (V)","I_(S1)_PAD (1S) (mA)"
2024/05/11 23:45:05.012,n,-3990.0736,-600.90196
2024/05/11 23:45:10.004,n,-3989.6652,-600.90196
2024/05/11 23:45:15.000,n,-3990.2832,-600.84436
2024/05/11 23:45:20.007,n,-3990.0736,-600.82532
2024/05/11 23:45:25.001,n,-3989.4664,-600.82532
2024/05/11 23:45:30.010,n,-3990.6916,-600.84436
2024/05/11 23:45:35.003,n,-3989.4664,-600.82532
2024/05/11 23:45:40.000,n,-3989.8748,-600.86388
2024/05/11 23:45:45.006,n,-3991.3092,-600.96008
2024/05/11 23:45:50.000,n,-3988.0212,-600.90196
2024/05/11 23:45:55.010,n,-3990.4928,-600.86388
2024/05/11 23:46:00.003,n,-3990.4928,-600.86388
2024/05/11 23:46:05.000,n,-3981.864,-600.84436
2024/05/11 23:46:10.008,n,-3989.8748,-600.82532
2024/05/11 23:46:15.000,n,-3989.8748,-600.78676
2024/05/11 23:46:20.009,n,-3990.2832,-600.8058
2024/05/11 23:46:25.003,n,-3990.6916,-600.82532
2024/05/11 23:46:30.012,n,-3990.4928,-600.90196
2024/05/11 23:46:35.005,n,-3990.2832,-600.82532
2024/05/11 23:46:40.000,n,-3990.6916,-600.82532
2024/05/11 23:46:45.008,n,-3990.0736,-600.82532
2024/05/11 23:46:50.002,n,-3980.838,-600.88292
2024/05/11 23:46:55.012,n,-3989.2568,-600.8058
2024/05/11 23:47:00.005,n,-3990.6916,-600.86388
2024/05/11 23:47:05.000,n,-3990.4928,-600.90196
2024/05/11 23:47:10.009,n,-3989.8748,-600.90196
2024/05/11 23:47:15.001,n,-3990.9008,-600.90196
2024/05/11 23:47:20.011,n,-3990.6916,-600.82532
2024/05/11 23:47:25.004,n,-3990.0736,-600.86388
2024/05/11 23:47:30.113,n,-3990.9008,-600.90196
2024/05/11 23:47:35.023,n,-3990.2832,-600.90196
2024/05/11 23:47:40.001,n,-3990.4928,-600.86388
2024/05/11 23:47:45.010,n,-3989.8748,-600.88292
2024/05/11 23:47:50.004,n,-3990.2832,-600.90196
2024/05/11 23:47:55.000,n,-3989.8748,-600.8058
2024/05/11 23:48:00.024,n,-3983.5028,-600.82532
2024/05/11 23:48:05.000,n,-3989.8748,-600.8058
2024/05/11 23:48:10.010,n,-3989.8748,-600.84436
2024/05/11 23:48:15.003,n,-3990.4928,-600.8058
2024/05/11 23:48:20.000,n,-3990.2832,-600.84436
2024/05/11 23:48:25.006,n,-3989.2568,-600.84436
2024/05/11 23:48:30.000,n,-3990.2832,-600.92152
2024/05/11 23:48:35.010,n,-3989.8748,-600.84436
2024/05/11 23:48:40.003,n,-3990.9008,-600.84436
2024/05/11 23:48:45.014,n,-3990.2832,-600.90196
2024/05/11 23:48:50.006,n,-3990.4928,-600.8058
2024/05/11 23:48:55.017,n,-3989.8748,-600.86388
2024/05/11 23:49:00.009,n,-3990.0736,-600.84436
2024/05/11 23:49:05.002,n,-3990.2832,-600.90196
2024/05/11 23:49:10.012,n,-3988.44,-600.88292
2024/05/11 23:49:15.006,n,-3990.4928,-600.86388
2024/05/11 23:49:20.000,n,-3990.0736,-600.8058
2024/05/11 23:49:25.009,n,-3990.6916,-600.97912
2024/05/11 23:49:30.002,n,-3991.1052,-600.88292
2024/05/11 23:49:35.011,n,-3990.9008,-600.86388
2024/05/11 23:49:40.006,n,-3990.6916,-600.90196
2024/05/11 23:49:45.000,n,-3991.3092,-600.86388
2024/05/11 23:49:50.008,n,-3990.9008,-600.86388
2024/05/11 23:49:55.002,n,-3990.4928,-600.88292
2024/05/11 23:50:00.011,n,-3990.9008,-600.88292
2024/05/11 23:50:05.004,n,-3990.6916,-600.94056
2024/05/11 23:50:10.000,n,-3990.4928,-600.82532
2024/05/11 23:50:15.007,n,-3990.2832,-600.84436
2024/05/11 23:50:20.001,n,-3991.1052,-600.84436
2024/05/11 23:50:25.010,n,-3991.1052,-600.90196
2024/05/11 23:50:30.004,n,-3991.3092,-600.82532
2024/05/11 23:50:35.000,n,-3991.7228,-600.84436
2024/05/11 23:50:40.012,n,-3990.0736,-600.86388
2024/05/11 23:50:45.000,n,-3991.1052,-600.86388
2024/05/11 23:50:50.010,n,-3991.5188,-600.88292
2024/05/11 23:50:55.003,n,-3983.304,-600.84436
2024/05/11 23:51:00.014,n,-3991.3092,-600.94056
2024/05/11 23:51:05.006,n,-3990.0736,-600.82532
2024/05/11 23:51:10.000,n,-3990.2832,-600.82532
2024/05/11 23:51:15.150,n,-3990.9008,-600.8058
2024/05/11 23:51:20.003,n,-3990.0736,-600.86388
2024/05/11 23:51:25.013,n,-3991.5188,-600.78676
2024/05/11 23:51:30.006,n,-3989.4664,-600.8058
2024/05/11 23:51:35.000,n,-3991.3092,-600.8058
2024/05/11 23:51:40.009,n,-3991.5188,-600.84436
2024/05/11 23:51:45.002,n,-3990.9008,-600.8058
2024/05/11 23:51:50.013,n,-3990.9008,-600.78676
2024/05/11 23:51:55.005,n,-3991.3092,-600.86388
2024/05/11 23:52:00.000,n,-3991.7228,-600.86388
2024/05/11 23:52:05.009,n,-3991.5188,-600.86388
2024/05/11 23:52:10.104,n,-3991.3092,-600.88292
2024/05/11 23:52:15.034,n,-3990.0736,-600.82532
2024/05/11 23:52:20.005,n,-3990.6916,-600.84436
2024/05/11 23:52:25.000,n,-3989.6652,-600.90196
2024/05/11 23:52:30.008,n,-3991.3092,-600.82532
2024/05/11 23:52:35.002,n,-3988.8488,-600.84436
2024/05/11 23:52:40.011,n,-3991.3092,-600.90196
2024/05/11 23:52:45.004,n,-3991.5188,-600.92152
2024/05/11 23:52:50.000,n,-3989.6652,-600.7672
2024/05/11 23:52:55.008,n,-3990.6916,-600.86388
2024/05/11 23:53:00.001,n,-3990.0736,-600.84436
2024/05/11 23:53:05.011,n,-3991.5188,-600.88292
2024/05/11 23:53:10.004,n,-3991.3092,-600.82532
2024/05/11 23:53:15.014,n,-3991.3092,-600.86388
2024/05/11 23:53:20.008,n,-3990.9008,-600.8058
2024/05/11 23:53:25.000,n,-3991.5188,-600.84436
2024/05/11 23:53:30.010,n,-3991.1052,-600.84436
2024/05/11 23:53:35.004,n,-3991.7228,-600.86388
2024/05/11 23:53:40.014,n,-3991.1052,-600.92152
2024/05/11 23:53:45.007,n,-3991.5188,-600.90196
2024/05/11 23:53:50.000,n,-3991.3092,-600.88292
2024/05/11 23:53:55.010,n,-3991.3092,-600.88292
2024/05/11 23:54:00.003,n,-3991.7228,-600.97912
2024/05/11 23:54:05.114,n,-3990.9008,-600.88292
2024/05/11 23:54:10.090,n,-3988.6392,-600.84436
2024/05/11 23:54:15.000,n,-3990.9008,-600.97912
2024/05/11 23:54:20.009,n,-3990.9008,-600.84436
2024/05/11 23:54:25.002,n,-3991.7228,-600.82532
2024/05/11 23:54:30.012,n,-3991.7228,-600.90196
2024/05/11 23:54:35.005,n,-3990.4928,-600.82532
2024/05/11 23:54:40.000,n,-3982.8956,-600.99864
2024/05/11 23:54:45.009,n,-3990.9008,-600.86388
2024/05/11 23:54:50.003,n,-3990.9008,-600.96008
2024/05/11 23:54:55.012,n,-3992.3408,-600.88292
2024/05/11 23:55:00.005,n,-3990.4928,-600.86388
2024/05/11 23:55:05.000,n,-3991.7228,-600.90196
2024/05/11 23:55:10.008,n,-3990.6916,-600.84436
2024/05/11 23:55:15.001,n,-3990.9008,-600.8058
