"Timestamp","TZ","V_(S1)_PAD (1S) (V)","I_(S1)_PAD (1S) (mA)"
2024/05/09 23:45:05.010,n,-3990.0592,-601.02388
2024/05/09 23:45:10.003,n,-3989.8604,-601.0434
2024/05/09 23:45:15.000,n,-3990.6772,-601.02388
2024/05/09 23:45:20.007,n,-3990.0592,-600.90864
2024/05/09 23:45:25.000,n,-3989.6508,-600.98576
2024/05/09 23:45:30.009,n,-3990.0592,-601.00484
2024/05/09 23:45:35.004,n,-3989.6508,-600.9472
2024/05/09 23:45:40.000,n,-3990.4784,-600.98576
2024/05/09 23:45:45.005,n,-3990.4784,-600.92768
2024/05/09 23:45:50.000,n,-3990.2688,-601.00484
2024/05/09 23:45:55.008,n,-3990.2688,-601.02388
2024/05/09 23:46:00.002,n,-3990.2688,-601.00484
2024/05/09 23:46:05.000,n,-3990.4784,-601.02388
2024/05/09 23:46:10.005,n,-3990.8864,-601.02388
2024/05/09 23:46:15.000,n,-3989.8604,-600.96624
2024/05/09 23:46:20.008,n,-3990.0592,-600.98576
2024/05/09 23:46:25.002,n,-3987.19,-601.101
2024/05/09 23:46:30.011,n,-3989.8604,-601.0434
2024/05/09 23:46:35.004,n,-3990.0592,-600.98576
2024/05/09 23:46:40.014,n,-3990.0592,-600.96624
2024/05/09 23:46:45.008,n,-3990.0592,-601.02388
2024/05/09 23:46:50.001,n,-3989.2424,-601.06244
2024/05/09 23:46:55.010,n,-3988.0068,-601.12056
2024/05/09 23:47:00.087,n,-3989.6508,-600.96624
2024/05/09 23:47:05.000,n,-3990.2688,-600.88908
2024/05/09 23:47:10.007,n,-3990.0592,-601.00484
2024/05/09 23:47:15.000,n,-3989.6508,-601.00484
2024/05/09 23:47:20.010,n,-3989.2424,-601.00484
2024/05/09 23:47:25.004,n,-3988.6244,-600.9472
2024/05/09 23:47:30.000,n,-3990.4784,-601.0434
2024/05/09 23:47:35.006,n,-3989.452,-600.9472
2024/05/09 23:47:40.000,n,-3990.0592,-600.98576
2024/05/09 23:47:45.010,n,-3990.2688,-601.0434
2024/05/09 23:47:50.003,n,-3990.4784,-600.96624
