"Timestamp","TZ","V_(S1)_PAD (1S) (V)","I_(S1)_PAD (1S) (mA)"
2024/05/13 23:45:05.002,n,-3986.0224,-600.8896
2024/05/13 23:45:10.000,n,-3983.1476,-600.96672
2024/05/13 23:45:15.000,n,-3985.4044,-600.8896
2024/05/13 23:45:20.000,n,-3985.8128,-600.81244
2024/05/13 23:45:25.000,n,-3984.996,-600.8896
2024/05/13 23:45:30.002,n,-3986.0224,-600.90864
2024/05/13 23:45:35.000,n,-3985.6136,-600.8896
2024/05/13 23:45:40.000,n,-3985.2,-600.83196
2024/05/13 23:45:45.000,n,-3984.7916,-600.8896
2024/05/13 23:45:50.000,n,-3985.8128,-600.90864
2024/05/13 23:45:55.001,n,-3985.6136,-600.8896
2024/05/13 23:46:00.000,n,-3984.174,-600.8896
2024/05/13 23:46:05.004,n,-3984.996,-600.8896
2024/05/13 23:46:10.000,n,-3985.4044,-600.90864
2024/05/13 23:46:15.000,n,-3985.2,-600.87004
2024/05/13 23:46:20.000,n,-3985.8128,-600.96672
2024/05/13 23:46:25.000,n,-3984.7916,-600.87004
2024/05/13 23:46:30.004,n,-3986.2316,-600.8896
2024/05/13 23:46:35.000,n,-3977.3936,-600.87004
2024/05/13 23:46:40.000,n,-3985.6136,-600.8896
2024/05/13 23:46:45.000,n,-3985.6136,-600.8896
2024/05/13 23:46:50.000,n,-3985.4044,-600.92816
2024/05/13 23:46:55.047,n,-3986.2316,-600.90864
2024/05/13 23:47:00.000,n,-3985.6136,-600.851
2024/05/13 23:47:05.000,n,-3985.6136,-600.96672
2024/05/13 23:47:10.000,n,-3985.8128,-600.90864
2024/05/13 23:47:15.000,n,-3985.4044,-600.92816
2024/05/13 23:47:20.003,n,-3985.2,-600.8896
2024/05/13 23:47:25.000,n,-3985.6136,-600.96672
2024/05/13 23:47:30.000,n,-3983.9644,-601.00532
2024/05/13 23:47:35.000,n,-3986.8388,-600.90864
2024/05/13 23:47:40.000,n,-3984.996,-600.92816
2024/05/13 23:47:45.002,n,-3985.8128,-600.83196
2024/05/13 23:47:50.000,n,-3985.4044,-600.90864
2024/05/13 23:47:55.000,n,-3984.996,-600.92816
2024/05/13 23:48:00.000,n,-3985.8128,-600.8896
2024/05/13 23:48:05.000,n,-3986.4304,-600.8896
2024/05/13 23:48:10.002,n,-3985.4044,-600.81244
2024/05/13 23:48:15.000,n,-3984.996,-600.9472
2024/05/13 23:48:20.000,n,-3986.2316,-600.87004
2024/05/13 23:48:25.000,n,-3985.6136,-600.851
2024/05/13 23:48:30.001,n,-3984.996,-600.87004
2024/05/13 23:48:35.001,n,-3985.8128,-600.90864
2024/05/13 23:48:40.014,n,-3983.9644,-600.92816
2024/05/13 23:48:45.004,n,-3986.8388,-600.851
2024/05/13 23:48:50.000,n,-3986.0224,-600.87004
2024/05/13 23:48:55.000,n,-3985.2,-600.87004
2024/05/13 23:49:00.000,n,-3986.0224,-600.92816
2024/05/13 23:49:05.000,n,-3986.2316,-600.87004
2024/05/13 23:49:10.004,n,-3986.4304,-600.96672
2024/05/13 23:49:15.000,n,-3986.2316,-600.96672
2024/05/13 23:49:20.000,n,-3983.7656,-600.90864
2024/05/13 23:49:25.000,n,-3985.8128,-600.90864
2024/05/13 23:49:30.000,n,-3985.2,-600.83196
2024/05/13 23:49:35.003,n,-3984.5824,-600.96672
2024/05/13 23:49:40.000,n,-3985.6136,-600.8896
2024/05/13 23:49:45.000,n,-3984.996,-600.90864
2024/05/13 23:49:50.000,n,-3986.0224,-600.87004
2024/05/13 23:49:55.000,n,-3985.6136,-600.87004
2024/05/13 23:50:00.003,n,-3985.6136,-600.8896
2024/05/13 23:50:05.000,n,-3986.64,-600.87004
2024/05/13 23:50:10.000,n,-3985.4044,-600.90864
2024/05/13 23:50:15.000,n,-3986.2316,-600.8896
2024/05/13 23:50:20.000,n,-3985.2,-600.8896
2024/05/13 23:50:25.002,n,-3985.6136,-600.8896
2024/05/13 23:50:30.000,n,-3985.4044,-600.83196
2024/05/13 23:50:35.023,n,-3983.9644,-600.92816
2024/05/13 23:50:40.000,n,-3985.8128,-600.92816
2024/05/13 23:50:45.052,n,-3985.6136,-600.9472
2024/05/13 23:50:50.002,n,-3985.6136,-600.8896
2024/05/13 23:50:55.000,n,-3985.8128,-600.92816
2024/05/13 23:51:00.005,n,-3985.8128,-600.81244
2024/05/13 23:51:05.000,n,-3985.4044,-600.9472
2024/05/13 23:51:10.000,n,-3986.4304,-600.8896
2024/05/13 23:51:15.002,n,-3986.0224,-600.87004
2024/05/13 23:51:20.000,n,-3985.6136,-600.8896
2024/05/13 23:51:25.005,n,-3984.5824,-600.98576
2024/05/13 23:51:30.000,n,-3984.378,-600.92816
2024/05/13 23:51:35.000,n,-3985.6136,-600.92816
2024/05/13 23:51:40.002,n,-3986.2316,-600.96672
2024/05/13 23:51:45.000,n,-3985.4044,-600.90864
2024/05/13 23:51:50.005,n,-3985.8128,-600.8896
2024/05/13 23:51:55.000,n,-3985.6136,-600.83196
2024/05/13 23:52:00.000,n,-3985.2,-600.8896
2024/05/13 23:52:05.002,n,-3984.996,-600.83196
2024/05/13 23:52:10.000,n,-3986.2316,-601.00532
2024/05/13 23:52:15.004,n,-3985.4044,-600.90864
2024/05/13 23:52:20.000,n,-3985.4044,-600.851
2024/05/13 23:52:25.000,n,-3985.8128,-600.87004
2024/05/13 23:52:30.000,n,-3985.6136,-600.92816
2024/05/13 23:52:35.000,n,-3985.8128,-600.87004
2024/05/13 23:52:40.070,n,-3975.5508,-600.87004
2024/05/13 23:52:45.000,n,-3985.2,-600.8896
2024/05/13 23:52:50.000,n,-3986.2316,-600.87004
2024/05/13 23:52:55.000,n,-3985.2,-600.92816
2024/05/13 23:53:00.000,n,-3986.0224,-600.87004
2024/05/13 23:53:05.004,n,-3976.9852,-600.87004
2024/05/13 23:53:10.000,n,-3985.8128,-600.9472
2024/05/13 23:53:15.006,n,-3986.0224,-600.90864
2024/05/13 23:53:20.000,n,-3984.7916,-600.87004
2024/05/13 23:53:25.000,n,-3986.0224,-600.90864
2024/05/13 23:53:30.006,n,-3985.2,-600.9472
2024/05/13 23:53:35.000,n,-3984.996,-600.90864
2024/05/13 23:53:40.006,n,-3985.6136,-600.90864
2024/05/13 23:53:45.025,n,-3985.4044,-600.87004
2024/05/13 23:53:50.026,n,-3984.5824,-600.90864
2024/05/13 23:53:55.002,n,-3986.0224,-600.9472
