"Timestamp","TZ","V_(S1)_PAD (1S) (V)","I_(S1)_PAD (1S) (mA)"
2024/10/07 23:45:05.005,n,-3988.2592,-600.96252
2024/10/07 23:45:10.000,n,-3990.5152,-601.02016
2024/10/07 23:45:15.000,n,-3988.6672,-600.96252
2024/10/07 23:45:20.002,n,-3988.866,-600.94348
2024/10/07 23:45:25.000,n,-3988.866,-601.00108
2024/10/07 23:45:30.004,n,-3988.2592,-600.92396
2024/10/07 23:45:35.128,n,-3989.0756,-600.98204
2024/10/07 23:45:40.000,n,-3988.2592,-600.90492
2024/10/07 23:45:45.000,n,-3989.8976,-601.02016
2024/10/07 23:45:50.000,n,-3989.2852,-600.96252
2024/10/07 23:45:55.003,n,-3989.2852,-600.94348
2024/10/07 23:46:00.000,n,-3988.2592,-600.98204
2024/10/07 23:46:05.000,n,-3988.866,-601.03968
2024/10/07 23:46:10.000,n,-3989.0756,-601.00108
2024/10/07 23:46:15.000,n,-3988.6672,-600.96252
2024/10/07 23:46:20.003,n,-3989.6932,-601.02016
2024/10/07 23:46:25.000,n,-3988.866,-601.00108
2024/10/07 23:46:30.006,n,-3989.6932,-601.05872
2024/10/07 23:46:35.000,n,-3988.866,-600.94348
2024/10/07 23:46:40.000,n,-3988.6672,-600.98204
2024/10/07 23:46:45.002,n,-3989.484,-600.96252
2024/10/07 23:46:50.000,n,-3988.4576,-601.00108
2024/10/07 23:46:55.005,n,-3989.2852,-600.96252
2024/10/07 23:47:00.079,n,-3988.0492,-600.96252
2024/10/07 23:47:05.000,n,-3989.0756,-600.98204
2024/10/07 23:47:10.002,n,-3987.84,-600.96252
2024/10/07 23:47:15.000,n,-3988.866,-601.05872
2024/10/07 23:47:20.005,n,-3988.866,-600.98204
2024/10/07 23:47:25.114,n,-3988.6672,-601.03968
2024/10/07 23:47:30.000,n,-3988.6672,-600.94348
2024/10/07 23:47:35.002,n,-3988.6672,-600.96252
2024/10/07 23:47:40.000,n,-3988.866,-601.02016
2024/10/07 23:47:45.004,n,-3989.2852,-601.03968
2024/10/07 23:47:50.000,n,-3989.0756,-600.94348
