"Timestamp","TZ","V_(S1)_PAD (1S) (V)","I_(S1)_PAD (1S) (mA)"
2024/05/14 23:45:05.000,n,-3981.0132,-600.83532
2024/05/14 23:45:10.000,n,-3982.0392,-600.85436
2024/05/14 23:45:15.000,n,-3982.6572,-600.79676
2024/05/14 23:45:20.000,n,-3981.4212,-600.89296
2024/05/14 23:45:25.000,n,-3981.212,-600.83532
2024/05/14 23:45:30.000,n,-3981.212,-600.912
2024/05/14 23:45:35.000,n,-3982.238,-600.85436
2024/05/14 23:45:40.000,n,-3981.6308,-600.85436
2024/05/14 23:45:45.000,n,-3981.212,-600.85436
2024/05/14 23:45:50.000,n,-3981.212,-600.87392
2024/05/14 23:45:55.000,n,-3981.6308,-600.79676
2024/05/14 23:46:00.000,n,-3981.0132,-600.83532
2024/05/14 23:46:05.000,n,-3981.6308,-600.8158
2024/05/14 23:46:10.000,n,-3981.83,-600.87392
2024/05/14 23:46:15.000,n,-3981.0132,-600.87392
2024/05/14 23:46:20.002,n,-3980.5992,-600.75816
2024/05/14 23:46:25.075,n,-3971.976,-600.77724
2024/05/14 23:46:30.001,n,-3980.1856,-600.77724
2024/05/14 23:46:35.000,n,-3981.83,-600.77724
2024/05/14 23:46:40.000,n,-3980.5992,-600.83532
2024/05/14 23:46:45.031,n,-3981.0132,-600.77724
2024/05/14 23:46:50.000,n,-3982.0392,-600.75816
2024/05/14 23:46:55.001,n,-3981.212,-600.8158
2024/05/14 23:47:00.000,n,-3982.238,-600.95056
2024/05/14 23:47:05.000,n,-3980.8036,-600.68104
2024/05/14 23:47:10.000,n,-3981.83,-600.75816
2024/05/14 23:47:15.000,n,-3981.212,-600.73864
2024/05/14 23:47:20.000,n,-3981.0132,-600.8158
2024/05/14 23:47:25.073,n,-3981.212,-600.77724
2024/05/14 23:47:30.003,n,-3980.5992,-600.7196
2024/05/14 23:47:35.000,n,-3980.5992,-600.77724
2024/05/14 23:47:40.000,n,-3981.212,-600.75816
2024/05/14 23:47:45.000,n,-3980.8036,-600.77724
2024/05/14 23:47:50.000,n,-3980.8036,-600.8158
2024/05/14 23:47:55.000,n,-3981.212,-600.77724
2024/05/14 23:48:00.000,n,-3972.5888,-600.83532
2024/05/14 23:48:05.000,n,-3981.0132,-600.77724
2024/05/14 23:48:10.000,n,-3981.212,-600.75816
2024/05/14 23:48:15.105,n,-3980.1856,-600.70056
2024/05/14 23:48:20.000,n,-3981.0132,-600.70056
2024/05/14 23:48:25.000,n,-3981.4212,-600.79676
2024/05/14 23:48:30.000,n,-3980.8036,-600.73864
2024/05/14 23:48:35.000,n,-3981.212,-600.7196
2024/05/14 23:48:40.000,n,-3981.4212,-600.79676
2024/05/14 23:48:45.002,n,-3980.3952,-600.7196
2024/05/14 23:48:50.000,n,-3981.212,-600.7196
2024/05/14 23:48:55.000,n,-3979.9868,-600.7196
2024/05/14 23:49:00.000,n,-3979.3692,-600.70056
2024/05/14 23:49:05.000,n,-3980.8036,-600.7196
2024/05/14 23:49:10.002,n,-3980.1856,-600.77724
2024/05/14 23:49:15.000,n,-3971.1488,-600.70056
2024/05/14 23:49:20.000,n,-3980.5992,-600.75816
2024/05/14 23:49:25.000,n,-3979.3692,-600.70056
2024/05/14 23:49:30.000,n,-3980.3952,-600.6234
2024/05/14 23:49:35.056,n,-3970.332,-600.662
2024/05/14 23:49:40.000,n,-3980.5992,-600.70056
2024/05/14 23:49:45.000,n,-3981.0132,-600.68104
2024/05/14 23:49:50.000,n,-3979.5732,-600.6234
2024/05/14 23:49:55.051,n,-3980.3952,-600.70056
2024/05/14 23:50:00.001,n,-3979.7772,-600.68104
2024/05/14 23:50:05.000,n,-3980.1856,-600.68104
2024/05/14 23:50:10.000,n,-3980.5992,-600.70056
2024/05/14 23:50:15.000,n,-3979.5732,-600.73864
2024/05/14 23:50:20.000,n,-3979.3692,-600.662
2024/05/14 23:50:25.000,n,-3979.7772,-600.662
2024/05/14 23:50:30.000,n,-3979.5732,-600.64244
2024/05/14 23:50:35.000,n,-3979.5732,-600.58484
2024/05/14 23:50:40.000,n,-3978.9552,-600.7196
2024/05/14 23:50:45.000,n,-3978.9552,-600.64244
2024/05/14 23:50:50.000,n,-3979.9868,-600.68104
2024/05/14 23:50:55.115,n,-3980.3952,-600.60388
2024/05/14 23:51:00.003,n,-3980.1856,-600.7196
2024/05/14 23:51:05.000,n,-3979.7772,-600.6234
2024/05/14 23:51:10.000,n,-3980.1856,-600.68104
2024/05/14 23:51:15.000,n,-3979.7772,-600.662
2024/05/14 23:51:20.000,n,-3980.1856,-600.68104
2024/05/14 23:51:25.002,n,-3979.7772,-600.662
2024/05/14 23:51:30.000,n,-3979.7772,-600.64244
2024/05/14 23:51:35.000,n,-3979.7772,-600.6234
2024/05/14 23:51:40.000,n,-3979.3692,-600.6234
2024/05/14 23:51:45.000,n,-3979.7772,-600.60388
2024/05/14 23:51:50.002,n,-3980.8036,-600.60388
2024/05/14 23:51:55.000,n,-3980.5992,-600.6234
2024/05/14 23:52:00.000,n,-3979.9868,-600.68104
2024/05/14 23:52:05.000,n,-3979.3692,-600.64244
2024/05/14 23:52:10.000,n,-3979.1596,-600.52724
2024/05/14 23:52:15.064,n,-3970.7404,-600.56532
2024/05/14 23:52:20.000,n,-3979.9868,-600.54628
2024/05/14 23:52:25.000,n,-3978.5472,-600.56532
2024/05/14 23:52:30.000,n,-3979.9868,-600.64244
2024/05/14 23:52:35.036,n,-3979.5732,-600.60388
2024/05/14 23:52:40.001,n,-3979.3692,-600.662
2024/05/14 23:52:45.000,n,-3979.3692,-600.58484
2024/05/14 23:52:50.000,n,-3979.7772,-600.58484
2024/05/14 23:52:55.000,n,-3978.9552,-600.56532
2024/05/14 23:53:00.000,n,-3978.7512,-600.6234
2024/05/14 23:53:05.000,n,-3979.1596,-600.58484
2024/05/14 23:53:10.000,n,-3979.3692,-600.58484
2024/05/14 23:53:15.004,n,-3979.3692,-600.58484
2024/05/14 23:53:20.000,n,-3978.7512,-600.54628
2024/05/14 23:53:25.000,n,-3979.7772,-600.52724
2024/05/14 23:53:30.000,n,-3979.7772,-600.54628
2024/05/14 23:53:35.000,n,-3979.1596,-600.56532
2024/05/14 23:53:40.003,n,-3979.7772,-600.60388
