"Timestamp","TZ","V_(S1)_PAD (1S) (V)","I_(S1)_PAD (1S) (mA)"
2024/10/12 23:45:05.000,n,-3986.6856,-600.77148
2024/10/12 23:45:10.008,n,-3978.89,-600.79052
2024/10/12 23:45:15.002,n,-3978.0624,-600.86768
2024/10/12 23:45:20.001,n,-3978.6804,-600.82912
2024/10/12 23:45:25.000,n,-3986.2772,-600.71336
2024/10/12 23:45:30.015,n,-3986.4868,-600.75196
2024/10/12 23:45:35.008,n,-3987.0992,-600.75196
2024/10/12 23:45:40.000,n,-3986.2772,-600.73292
2024/10/12 23:45:45.000,n,-3987.0992,-600.81004
2024/10/12 23:45:50.000,n,-3985.8692,-600.73292
2024/10/12 23:45:55.000,n,-3986.4868,-600.81004
2024/10/12 23:46:00.000,n,-3986.8952,-600.71336
2024/10/12 23:46:05.000,n,-3986.068,-600.77148
2024/10/12 23:46:10.000,n,-3986.4868,-600.6748
2024/10/12 23:46:15.000,n,-3986.6856,-600.79052
2024/10/12 23:46:20.000,n,-3986.4868,-600.84816
2024/10/12 23:46:25.000,n,-3986.6856,-600.77148
2024/10/12 23:46:30.000,n,-3986.8952,-600.82912
2024/10/12 23:46:35.000,n,-3987.7172,-600.71336
2024/10/12 23:46:40.000,n,-3986.8952,-600.82912
2024/10/12 23:46:45.000,n,-3986.6856,-600.71336
2024/10/12 23:46:50.000,n,-3987.3036,-600.77148
2024/10/12 23:46:55.000,n,-3986.8952,-600.77148
2024/10/12 23:47:00.000,n,-3987.0992,-600.73292
2024/10/12 23:47:05.086,n,-3986.6856,-600.75196
2024/10/12 23:47:10.006,n,-3987.0992,-600.82912
2024/10/12 23:47:15.000,n,-3986.8952,-600.77148
2024/10/12 23:47:20.000,n,-3986.2772,-600.71336
2024/10/12 23:47:25.000,n,-3986.8952,-600.75196
2024/10/12 23:47:30.000,n,-3986.8952,-600.73292
2024/10/12 23:47:35.000,n,-3987.3036,-600.79052
2024/10/12 23:47:40.005,n,-3987.3036,-600.75196
2024/10/12 23:47:45.000,n,-3986.6856,-600.73292
2024/10/12 23:47:50.000,n,-3988.3352,-600.75196
2024/10/12 23:47:55.000,n,-3987.3036,-600.77148
2024/10/12 23:48:00.000,n,-3986.2772,-600.79052
2024/10/12 23:48:05.000,n,-3987.5132,-600.79052
