Time,Z
21.999728453858047,109.56831258499842
24.63456155742157,109.76237054085155
28.05984459205414,110.18929804372841
30.95816100597402,110.3057328172403
33.85647741989389,110.20870383931373
36.754793833813764,110.38335599958154
39.653110247733636,110.55800815984935
42.551426661653515,110.51919656867872
45.44974307557338,110.4803849775081
48.34805948949325,110.40276179516685
51.24637590341314,110.40276179516685
54.14469231733301,110.20870383931373
56.84539624848561,110.18929804372841
59.941325145172755,110.03405167904592
62.83964155909263,109.97583429228997
65.7379579730125,109.97583429228997
68.63627438693237,110.07286327021654
71.53459080085224,110.18929804372841
74.43290721477211,110.18929804372841
77.331223628692,110.18929804372841
80.22954004261187,110.38335599958154
83.12785645653175,110.61622554660528
86.02617287045162,110.61622554660528
89.01231705449027,110.61622554660528
91.82280569829136,110.82968929804372
94.72112211221123,111.4312689611884
97.6194385261311,111.83879066847996
100.51775494005098,112.14928339784495
103.41607135397085,112.61502249189245
106.31438776789074,112.75086306098963
109.2127041818106,113.11957317711057
111.58405397501777,113.1777905638665
115.00933700965034,113.97342818286431
117.90765342357024,114.36154409457055
122.1563218030664,115.23237917146143
124.75821949283538,115.66173239878647
127.9200192171116,116.65142797363738
130.81833563103146,117.17538445444083
133.71665204495133,118.90250026153362
136.53968751305513,121.65535097813577
139.16197379231596,121.1826812428078
141.88463466599825,118.1068626425358
144.78295107991812,117.81577570875614
147.681267493838,117.1559786588555
150.14044505716396,118.40765247410815
154.5647689768977,119.10140966628306
157.16666666666669,119.15477560414267
160.06498308058656,119.07715242180142
162.96329949450643,119.46526833350767
165.8616159084263,119.8533842452139
168.95754480511346,120.16872842347524
171.65824873626605,120.64902186421172
174.47752015707903,121.78037974683542
178.65519442239588,119.74773046924943
180.82746793666712,117.91668584579975
184.24689578662515,117.09129267357113
187.20376404729086,115.73935558112771
190.10208046121073,115.73935558112771
193.0003968751306,115.44826864734803
195.89871328905048,115.66173239878647
199.32399632368305,116.55439899571083
202.22231273760292,116.59321058688145
205.1206291515228,116.59321058688145
208.01894556544266,116.59321058688145
210.91726197936254,116.8260801339052
213.4203534277479,117.90957038741847
217.24086142791498,118.45616696307144
220.13917784183485,118.51438434982737
223.03749425575472,118.242703211633
225.9358106696746,117.54409457056175
228.83412708359447,115.92910113796188
231.99592680787072,114.51679045925304
234.8942432217906,114.55560205042367
237.79255963571046,113.54650067998743
240.69087604963033,113.70174704466993
243.45745080837202,113.19913693901034
247.21208798095006,113.07105868814729
249.91279191210265,113.56590647557275
252.81110832602252,113.95402238727898
255.7094247399424,114.03164556962024
258.60774115386226,114.03164556962024
261.20963884363124,113.92491369390102
264.404373981702,113.21660215503712
267.3026903956219,112.82848624333089
270.46449011989813,106.68849252013808
272.9675815682835,102.1844073647871
275.0315341660749,97.3103183736095
299.44765425909685,63.600834292290045
301.819004052304,68.77733026467209
303.0046789489076,71.9792865362486
308.05477573073773,77.03126198695821
312.4900781217363,88.43734177215192
315.256652880478,87.56214039125433
318.267890713122,92.68527042577676
321.00937182325833,94.7131760644419
323.6881188118813,96.10069044879172
327.24514350169204,78.0096375143844
331.3291348122155,82.30316978763472
334.973987272145,81.30053701572692
337.7844759159461,81.15822784810129
341.7367255712914,82.37497123130038
344.8797050591136,84.48216340621406
348.41163610031896,88.5227272727273
352.2760579855455,88.38041810510168
355.17437439946536,90.97756041426929
357.94094915820705,93.96605293440737
359.52184902034514,102.93153049482163
365.3184818481849,97.8084004602992
368.11799202072115,95.80717779056387
372.0373062622719,96.79444764096664
375.4437690604504,98.66225546605294
377.76806826252255,95.14010356731876
379.81006391778425,94.21001150747986
382.3696160755317,94.5149597238205
385.55400008355275,95.63107019562716
389.69068805614745,87.13521288837747
391.9302961941765,82.01208285385502
393.6429377114928,89.69677790563868
277.09240924092416,86.00000000000003
276.4752475247525,89.00000000000003
278.943894389439,-27.9999999999998
280.1782178217822,-16.99999999999983
280.1782178217822,-6.999999999999858
281.4125412541255,15.000000000000114
282.02970297029714,34.000000000000085
283.2640264026403,48.000000000000085
283.88118811881196,40.000000000000085
283.88118811881196,22.000000000000114
285.1155115511552,12.000000000000114
288.8184818481849,12.000000000000114
289.4356435643565,17.000000000000114
290.0528052805281,24.000000000000114
291.2871287128713,26.000000000000085
291.2871287128713,22.000000000000114
292.52145214521454,30.000000000000114
293.7557755775578,46.00000000000006
295.6072607260727,49.000000000000085
296.2244224422443,58.00000000000006
304.8646864686469,79.00000000000003
309.80198019801986,82.00000000000003
306.7161716171618,77.00000000000003
