Time,Voltage
0.4975227632395516,1932.851663942959
0.5126173453821865,1928.2250188705295
0.5316508830482274,1931.006295833595
0.5506864552987318,1933.2606154203372
0.5697362696404884,1931.8262333728162
0.5888003260734989,1926.7031496910322
0.6078725208443654,1919.472236503955
0.6269345426929096,1914.8761101984944
0.6459782532812728,1915.0226002799434
0.6650280676230302,1913.5882182324224
0.6840778819647868,1912.1538361849011
0.7031195579686855,1912.8272836426736
0.7221551302191909,1915.0816032294156
0.7412069791454119,1913.1202638055715
0.7602588280716338,1911.1589243817273
0.7792984694910672,1912.3593292158228
0.7981116907250874,1913.4827104951883
0.8173818214988655,1913.7062241313674
0.8364153591649055,1916.487501094433
0.8554712772600563,1913.4722469179417
0.8745109186794906,1914.6726517520374
0.8935586984367827,1913.7652270808396
0.9126125819474691,1911.2769302806723
0.9316583271202967,1910.8964629857978
0.9506776226950846,1917.3664415831265
0.9697070911921966,1921.2016332988385
0.9887691130407408,1916.6055069933777
1.0077924777844576,1922.0215708380597
1.026828050034963,1924.2758904248017
1.045885595797686,1920.8390703472521
1.0649378516408001,1918.7723394481434
1.0839774930602344,1919.9727442822389
1.1030252728175265,1919.0653196110413
1.1220913638350005,1913.4152785529338
1.1411310052544343,1914.6156833870295
1.1601747158427975,1914.7621734684785
1.179226564769019,1912.8008340446343
1.1982702753573822,1912.947324126083
1.2173139859457458,1913.093814207532
1.2363292123516048,1920.6177075575072
1.2553525770953224,1926.0337714021891
1.2744288410351188,1917.7489434624654
1.2934949320525924,1912.0989024043581
1.3125325388875617,1913.8262646147768
1.3315762494759253,1913.9727546962258
1.3506057179730364,1917.807946411938
1.3696168752099664,1926.3857545145595
1.3886585512138652,1927.0592019723317
1.407736849738126,1918.2474166562847
1.426823286600245,1907.3278018349445
1.4458853084487897,1902.7316755294837
1.464943261128405,1899.1894639766695
1.4839829025478393,1900.389868810765
1.5030184747983442,1902.6441883975072
1.5220499778799197,1905.9524227368956
1.5422202669518073,1907.914343470587
1.5589602466164316,1917.5286270304448
1.5791912825673324,1903.7571060996263
1.5982451660780188,1901.2688092994586
1.617292945835311,1900.361384628261
1.6363407255926035,1899.4539599570635
1.655465819559549,1878.5221549855803
1.673064161344283,1841.98020416814
1.6906356466140844,1812.3940907181677
1.7097749826722821,1787.7735841124215
1.7289204224838737,1761.5722053777054
1.7479437872275918,1766.9882692223875
1.7668349039811124,1806.656562528084
1.7775612332783184,1494.7710407854152
1.7832540006101816,1664.500145988667
1.783620225813804,1569.6478182504732
1.7837667158952533,1531.7068871551955
1.7842312115285144,1616.921998660067
1.7862356841430072,1714.322033064794
1.7868836992949721,1820.5120827317967
1.7882322218780886,1772.6733051332853
1.7888084161984543,1459.0233917429425
1.7942448258877821,1421.1231523369563
1.7966517393093668,1482.7975112114282
1.7987412575544788,1352.6512467663606
1.7992458345016917,1221.9658174381825
1.8006741127958192,1263.080700298187
1.804609812984081,1312.4356502396952
1.8074553828162268,1150.8876091684738
1.8120057309712347,1205.4643201382974
1.8196934083706076,1132.5376918825282
1.8251257488910064,1095.691367229189
1.8343180015019271,1044.118720221301
1.8416589943868602,1007.7366279587773
1.8476285230613878,961.6287012562739
1.8493861340465236,1388.874988573542
1.8495326241279724,1350.9340574782643
1.849679114209421,1312.9931263829867
1.8498256042908703,1275.0521952877093
1.8502487978595004,1439.4710350384369
1.8515427935789668,1241.3391307098054
1.8516892836604155,1203.398199614528
1.8519578488097386,1544.8787869788137
1.8529393323554464,1126.2589642248695
1.8533739195970784,1178.1164530577971
1.8535029703831163,1497.011408935829
1.8537462485540943,1081.6832531906334
1.8539110498957245,1038.999705708446
1.8544576749218722,988.7658152782442
1.855561504813383,1598.0253885284917
1.8584839819382895,1663.1817352556263
1.8611065031821337,936.9728518383358
1.862952743256268,1711.4868396134173
1.8669578227747716,1770.2751404248982
1.8715264821899606,1820.1092350078122
1.8737543521786635,1859.6493494922408
1.8775264717759734,1910.2677763862462
1.882150064971706,1945.874021808431
1.8841821788694246,2006.7550380691828
1.8898161622761416,2035.0301446348487
1.8954738499005073,2069.6890499242672
1.900531518316852,2117.545137883114
1.9085884727965445,2168.196525045445
1.9168132804945635,2216.4778247650006
1.9253493796156618,2266.342438114883
1.939442946201729,2315.4593416740368
1.9569448486828422,2303.895170494321
1.9744215223165948,2298.8652707810143
1.993371642019588,2323.2518001733347
2.012456044297242,2312.859142728318
2.0305902956299433,2274.5296060003075
2.0413512128630473,2227.7117828861165
2.057341012170093,2196.743372750916
2.076627942798449,2192.6157240511684
2.0905755424819303,2220.8182038032646
2.1058544579770553,2209.553116539841
2.1239451692022144,2209.903065067747
2.143732956394763,2193.493269396229
2.148856621386394,2128.9408454691634
2.1623316742952325,2132.7333109111196
2.180658702505952,2112.9810562829703
2.200232591896041,2135.6597215659913
2.2053936544878296,2077.7323890804337
2.2055238678935623,2044.007116995742
2.2094232943473697,1973.573290691455
2.2135970990489713,2008.2350529396947
2.2325131394621827,2041.4481183854307
2.2505573604323263,2006.8631617007286
2.270726196229596,2009.2014805603649
2.2897678722334946,2009.8749280181373
2.3091338610010457,2008.7591618977679
2.315024796859758,2044.9548264393381
2.3276198629221785,2012.4245530071653
2.3472606513871614,2019.4074648807577
2.3590180063617883,1954.2849939849582
2.3633927020580217,1985.8491982708667
2.38075216424962,1991.6037782164628
2.4007768352048293,2031.2807911698649
2.4079138668516125,2003.1049935397464
2.427465642246271,1989.1024019447377
2.4454125664807695,1979.7172997920673
2.4643067351109873,2018.5951570332786
2.4834175869866817,2001.3520536960586
2.502464010354331,2000.7959339424099
2.521510094624569,2000.3276404181486
2.5405812721032044,1993.360205919233
2.550229678551082,1960.656702152648
2.5661275146403293,1953.5067654272607
2.5851895364888735,1948.9106391218
2.6011915433027064,1914.7804847286598
2.6202711982166105,1905.6173944950633
2.639350174935693,1896.6299567202418
2.6584020238619144,1894.6686172963978
2.6774335269434903,1897.9768516357865
2.6888800991411537,1810.5873797136308
2.689014381715815,1775.8081928762929
2.6902992218051907,1854.0735707670901
2.700170008335046,1763.773625768369
2.7179502419709114,1817.1346725206126
2.731490401582617,1872.5709954267168
2.7505117317418697,1878.514016647722
2.769587995681666,1870.2291887079982
2.7881411303495582,1868.863413620029
2.8070103983934023,1866.6023965724428
2.826808649163197,1847.48253439412
2.8425695577179786,1875.7968290952904
2.8583304662727604,1904.1111237964612
2.8774535256552416,1883.7062762013015
2.896462648307707,1892.8110416802465
2.915536877663039,1885.053171116846
2.9346395912008747,1869.9178972849193
2.953662955944592,1875.333961129601
2.9726944590261684,1878.6421954689897
2.9916954433407756,1889.8547904532281
3.010775776449501,1880.5160477608576
3.029815417868935,1881.7164525949534
3.0488652322106917,1880.2820705474323
3.0667477763796334,1887.5714053741349
3.08689975419134,1894.275942494736
3.1059129460127344,1902.3267932210344
3.124956656601098,1902.4732833024832
3.14400443635839,1901.5658586312857
3.163068492791399,1896.4427749495017
3.1821122033797624,1896.5892650309506
3.2011559139681256,1896.7357551123996
3.2201853824652367,1900.5709468281118
3.2392474043137813,1895.974820522651
3.258293149486609,1895.5943532277765
3.277381620933193,1884.1477810301128
3.2978820939981874,1918.0317507030404
3.2995575743047594,1895.1213123397642
3.315436488758486,1892.8720792141835
3.334539202296322,1877.7368053822568
3.3535971549759376,1874.1945938294427
3.3725879663682217,1888.0419756952974
3.391489256044065,1925.0754821193773
3.410421064486877,1954.204627898608
3.429460705906311,1955.4050327327034
3.448518658585926,1951.8628211798891
3.467574576681077,1948.8475670033981
3.4865511459821095,1966.383650503516
3.505627409921906,1958.0988225637923
3.524730123459742,1942.9635487318656
3.5437870588471245,1939.684815867213
3.551023058495363,1915.2362316487229
3.5627605762714603,1958.011335431816
3.581804286859824,1958.157825513265
3.600966003347132,1927.7407877679623
3.6199791951685265,1935.791638494261
3.6391553562412753,1956.1789076653497
3.658005578811316,1951.8933399468576
3.677136776531656,1929.3806628464047
3.696125553339476,1943.7550020885828
3.7151387451608704,1951.8058528148813
3.7342150091006667,1943.5210248751573
