"Timestamp","TZ","V_(S9)_MRU (5S) (V)","I_(S9)_MRU(5S) (mA)","V_(S10)_MRU (5S) (V)","I_(S10)_MRU (5S) (mA)","Manual Channel (mV)","22SV","3CV","21SV","2CV","20SV","1CV"
2024/10/10 23:30:05.000,n,-765.10568,-885.55448,-835.06864,-783.2756
2024/10/10 23:30:10.002,n,-765.08568,-888.2312,-837.94216,-783.2936
2024/10/10 23:30:15.000,n,-764.94704,-887.44608,-836.83032,-783.4564
2024/10/10 23:30:20.000,n,-765.10568,-897.37424,-836.18624,-783.42048
2024/10/10 23:30:25.000,n,-765.02664,-893.87232,-836.67016,-783.13168
2024/10/10 23:30:30.000,n,-765.00656,-888.59352,-837.52368,-783.36648
2024/10/10 23:30:35.002,n,-765.04664,-887.0232,-842.63504,-783.1496
2024/10/10 23:30:40.194,n,-764.94704,-888.43288,-842.39528,-783.1496
2024/10/10 23:30:45.004,n,-765.02664,-887.94896,-837.5828,-783.2936
2024/10/10 23:30:50.000,n,-765.12576,-899.54664,-839.37912,-783.2216
2024/10/10 23:30:55.000,n,-764.96704,-884.02616,-848.63304,-783.2576
2024/10/10 23:31:00.033,n,-765.02664,-889.56032,-835.78928,-783.4564
2024/10/10 23:31:05.000,n,-765.04664,-889.49976,-838.64088,-783.13168
2024/10/10 23:31:10.004,n,-764.98704,-896.55496,-835.78928,-783.4744
2024/10/10 23:31:15.000,n,-764.98704,-886.33912,-845.91288,-783.13168
2024/10/10 23:31:20.000,n,-764.94704,-886.44016,-844.2732,-783.2576
2024/10/10 23:31:25.023,n,-765.04664,-887.6072,-836.34936,-783.2756
2024/10/10 23:31:30.000,n,-764.94704,-883.0608,-844.2732,-783.3116
2024/10/10 23:31:35.005,n,-765.02664,-885.09208,-837.37088,-783.2756
2024/10/10 23:31:40.000,n,-764.90744,-883.72384,-843.37424,-783.2576
2024/10/10 23:31:45.000,n,-765.00656,-885.75512,-836.9304,-783.3296
2024/10/10 23:31:50.000,n,-765.00656,-892.9856,-837.15016,-783.1676
2024/10/10 23:31:55.000,n,-765.02664,-889.84208,-836.1892,-783.1496
2024/10/10 23:32:00.003,n,-764.90744,-886.01736,-836.9304,-783.3296
2024/10/10 23:32:05.000,n,-765.06664,-886.09792,-833.0476,-783.3296
2024/10/10 23:32:10.000,n,-765.08568,-893.89232,-838.4612,-783.34848
2024/10/10 23:32:15.000,n,-765.02664,-890.366,-848.71312,-783.3296
2024/10/10 23:32:20.000,n,-765.10568,-890.10424,-839.71848,-783.1676
2024/10/10 23:32:25.003,n,-764.98704,-890.82888,-840.03832,-783.42048
2024/10/10 23:32:30.000,n,-765.06664,-883.262,-842.07544,-783.2936
2024/10/10 23:32:35.000,n,-765.14528,-887.6472,-840.79712,-783.4564
2024/10/10 23:32:40.000,n,-765.12576,-883.64376,-835.94944,-783.4744
2024/10/10 23:32:45.047,n,-765.06664,-889.4192,-838.4016,-783.38448
2024/10/10 23:32:50.022,n,-765.2048,-891.95728,-843.7136,-783.6004
2024/10/10 23:32:55.000,n,-765.22488,-888.83568,-839.35912,-783.2216
2024/10/10 23:33:00.006,n,-765.2048,-890.7688,-844.21312,-783.2216
2024/10/10 23:33:05.000,n,-765.22488,-889.66136,-848.3528,-783.2756
2024/10/10 23:33:10.000,n,-765.22488,-891.01048,-838.66088,-783.0412
2024/10/10 23:33:15.002,n,-765.26392,-881.1912,-844.95336,-783.36648
2024/10/10 23:33:20.000,n,-765.38304,-889.6204,-848.91288,-783.36648
2024/10/10 23:33:25.005,n,-765.26392,-887.72776,-835.7092,-783.34848
2024/10/10 23:33:30.000,n,-765.26392,-890.10424,-836.22928,-783.2936
