D,Time,dT
9.150887384247875,1958-02-11 03:37:51.232268,56271.232267532345
9.09533071758121,1958-02-11 03:37:51.232268,56271.232267532345
9.076975712664789,1958-02-11 03:41:53.292124,56513.29212433852
9.225208765762133,1958-02-11 03:43:54.322053,56634.32205274159
9.3364040410817,1958-02-11 03:45:55.351981,56755.35198114467
9.89262624363824,1958-02-11 04:02:03.591408,57723.591408369284
9.716696799193794,1958-02-11 04:02:03.591408,57723.591408369284
9.670235692999105,1958-02-11 03:58:01.531552,57481.53155156314
9.687935162025653,1958-02-11 03:37:51.232268,56271.232267532345
9.68826292997059,1958-02-11 03:45:55.351981,56755.35198114467
9.604845987984355,1958-02-11 03:43:54.322053,56634.32205274159
9.837069576971572,1958-02-11 04:02:03.591408,57723.591408369284
10.022750117777866,1958-02-11 04:14:09.770979,58449.770978787754
9.939333175791631,1958-02-11 04:12:08.741050,58328.74105038467
9.948756504208545,1958-02-11 04:16:10.800907,58570.80090719083
9.89344566350058,1958-02-11 04:22:13.890692,58933.89069240007
9.828301784444532,1958-02-11 04:14:09.770979,58449.770978787754
9.662123436361936,1958-02-11 04:26:15.950549,59175.950549206216
9.708420658584158,1958-02-11 04:26:15.950549,59175.950549206216
9.89426508336292,1958-02-11 04:42:24.189976,60144.18997643084
9.847967861140699,1958-02-11 04:42:24.189976,60144.18997643084
9.727267315417985,1958-02-11 04:34:20.070263,59660.07026281852
9.81928816595879,1958-02-11 04:20:12.860764,58812.86076399698
9.996446740196745,1958-02-11 04:50:28.309690,60628.309690043156
9.894428967335388,1958-02-11 04:46:26.249833,60386.24983323698
9.931630629085634,1958-02-11 04:50:28.309690,60628.309690043156
9.894756735280325,1958-02-11 04:54:30.369547,60870.3695468493
9.839200068613657,1958-02-11 04:54:30.369547,60870.3695468493
9.765206455044336,1958-02-11 04:56:31.399475,60991.39947525238
9.876565614336371,1958-02-11 05:02:34.489260,61354.48926046162
9.91360339211415,1958-02-11 05:02:34.489260,61354.48926046162
10.301844522890944,1958-02-11 04:46:26.249833,60386.24983323698
10.2092500784465,1958-02-11 04:46:26.249833,60386.24983323698
10.209987556322606,1958-02-11 05:04:35.519189,61475.51918886469
10.154594773628407,1958-02-11 05:08:37.579046,61717.57904567085
10.099038106961741,1958-02-11 05:08:37.579046,61717.57904567085
9.97882921315643,1958-02-11 05:12:39.638902,61959.638902476996
9.932531990934208,1958-02-11 05:12:39.638902,61959.638902476996
9.858702261337354,1958-02-11 05:18:42.728688,62322.72868768622
9.84067502436587,1958-02-11 05:30:48.908258,63048.90825810469
9.951624473726735,1958-02-11 05:26:46.848401,62806.84840129853
9.914586695948957,1958-02-11 05:26:46.848401,62806.84840129853
9.702029183657906,1958-02-11 05:36:51.998043,63411.99804331394
9.766763352782782,1958-02-11 05:34:50.968115,63290.968114910844
9.85026223675525,1958-02-11 05:38:53.027972,63533.027971717
9.91507834786636,1958-02-11 05:38:53.027972,63533.027971717
9.535605009616608,1958-02-11 05:42:55.087829,63775.08782852316
9.71169833803352,1958-02-11 05:46:57.147685,64017.14768532931
9.75815944422821,1958-02-11 05:50:59.207542,64259.20754213546
9.79503333803352,1958-02-11 05:46:57.147685,64017.14768532931
9.878532222005989,1958-02-11 05:50:59.207542,64259.20754213546
9.656633323284257,1958-02-11 05:59:03.327256,64743.32725574778
9.860341101062035,1958-02-11 05:59:03.327256,64743.32725574778
9.84149444422821,1958-02-11 05:50:59.207542,64259.20754213546
9.666220535673638,1958-02-11 06:07:07.446969,65227.44696936008
9.703668023382585,1958-02-11 06:17:12.596611,65832.59661137547
9.491356337050236,1958-02-11 06:33:20.836039,66800.83603860009
9.389420506175114,1958-02-11 06:31:19.806110,66679.80611019701
9.324686337050236,1958-02-11 06:33:20.836039,66800.83603860009
9.288058269203628,1958-02-11 06:43:25.985681,67405.98568061549
9.399171602536962,1958-02-11 06:43:25.985681,67405.98568061549
9.454728269203628,1958-02-11 06:43:25.985681,67405.98568061549
9.666384419646105,1958-02-11 06:11:09.506826,65469.50682616624
9.610909694965674,1958-02-11 06:13:10.536755,65590.53675456932
9.564858298702154,1958-02-11 06:19:13.626540,65953.62653977855
9.676217457994188,1958-02-11 06:25:16.716325,66316.71632498778
9.602141902438634,1958-02-11 06:25:16.716325,66316.71632498778
9.509629399980422,1958-02-11 06:27:17.746253,66437.74625339087
9.7133371777582,1958-02-11 06:27:17.746253,66437.74625339087
9.620742733313756,1958-02-11 06:27:17.746253,66437.74625339087
9.537571617286224,1958-02-11 06:31:19.806110,66679.80611019701
9.741525221022703,1958-02-11 06:37:22.895895,67042.89589540624
9.648848834592025,1958-02-11 06:35:21.865967,66921.86596700316
9.574773279036469,1958-02-11 06:35:21.865967,66921.86596700316
9.639753274120048,1958-02-11 06:39:23.925824,67163.92582380932
9.565841602536961,1958-02-11 06:43:25.985681,67405.98568061549
9.528639940786714,1958-02-11 06:39:23.925824,67163.92582380932
9.658599930953875,1958-02-11 06:47:28.045537,67648.04553742163
9.69563770873165,1958-02-11 06:47:28.045537,67648.04553742163
9.76061770381523,1958-02-11 06:51:30.105394,67890.10539422778
9.806914926037454,1958-02-11 06:51:30.105394,67890.10539422778
