Time,D,dT
1958-02-11 00:06:40,9.914462993883943,43599.99999981907
1958-02-11 00:07:00,9.915425201763451,43619.99999980704
1958-02-11 00:07:20,9.916387409642958,43639.999999795014
1958-02-11 00:07:40,9.917349617522467,43659.999999782995
1958-02-11 00:08:00,9.918311825401975,43679.99999977097
1958-02-11 00:08:20,9.919274033281484,43699.99999975894
1958-02-11 00:08:40,9.92023624116099,43719.99999974691
1958-02-11 00:09:00,9.9211984490405,43739.999999734886
1958-02-11 00:09:20,9.922160656920008,43759.99999972286
1958-02-11 00:09:40,9.923122864799517,43779.99999971083
1958-02-11 00:10:00,9.924085072679024,43799.999999698804
1958-02-11 00:10:20,9.92437159774297,43819.99999970369
1958-02-11 00:10:40,9.923822598734505,43839.99999972949
1958-02-11 00:11:00,9.923273599726041,43859.99999975529
1958-02-11 00:11:20,9.922724600717576,43879.99999978109
1958-02-11 00:11:40,9.922175601709112,43899.99999980689
1958-02-11 00:12:00,9.921626602700647,43919.99999983269
1958-02-11 00:12:20,9.921077603692183,43939.99999985849
1958-02-11 00:12:40,9.920528604683719,43959.99999988428
1958-02-11 00:13:00,9.919979605675254,43979.999999910084
1958-02-11 00:13:20,9.91943060666679,43999.999999935884
1958-02-11 00:13:40,9.918881607658324,44019.999999961685
1958-02-11 00:14:00,9.91833260864986,44039.999999987485
1958-02-11 00:14:20,9.917612856873125,44060.00000000442
1958-02-11 00:14:40,9.916198296645474,44079.99999998529
1958-02-11 00:15:00,9.914783736417823,44099.99999996616
1958-02-11 00:15:20,9.91336917619017,44119.999999947024
1958-02-11 00:15:40,9.911954615962518,44139.999999927895
1958-02-11 00:16:00,9.910540055734867,44159.99999990876
1958-02-11 00:16:20,9.909125495507215,44179.99999988963
1958-02-11 00:16:40,9.907710935279564,44199.9999998705
1958-02-11 00:17:00,9.906296375051912,44219.99999985137
1958-02-11 00:17:20,9.904881814824261,44239.99999983224
1958-02-11 00:17:40,9.903467254596608,44259.9999998131
1958-02-11 00:18:00,9.902517609695707,44279.999999810476
1958-02-11 00:18:20,9.902299462164569,44299.999999833824
1958-02-11 00:18:40,9.902081314633433,44319.999999857166
1958-02-11 00:19:00,9.901863167102297,44339.99999988051
1958-02-11 00:19:20,9.90164501957116,44359.99999990385
1958-02-11 00:19:40,9.901426872040023,44379.9999999272
1958-02-11 00:20:00,9.901208724508885,44399.99999995054
1958-02-11 00:20:20,9.90099057697775,44419.99999997388
1958-02-11 00:20:40,9.900772429446612,44439.99999999722
1958-02-11 00:21:00,9.900554281915475,44460.00000002057
1958-02-11 00:21:20,9.90033613438434,44480.00000004391
1958-02-11 00:21:40,9.900117986853202,44500.00000006725
1958-02-11 00:22:00,9.899899839322066,44520.00000009059
1958-02-11 00:22:20,9.898761521826717,44540.00000008621
1958-02-11 00:22:40,9.897225828031177,44560.00000006986
1958-02-11 00:23:00,9.895690134235636,44580.0000000535
1958-02-11 00:23:20,9.894154440440095,44600.000000037144
1958-02-11 00:23:40,9.892618746644557,44620.00000002079
1958-02-11 00:24:00,9.891083052849016,44640.00000000443
1958-02-11 00:24:20,9.889547359053475,44659.999999988075
1958-02-11 00:24:40,9.888011665257935,44679.99999997172
1958-02-11 00:25:00,9.886475971462394,44699.99999995536
1958-02-11 00:25:20,9.884940277666853,44719.999999939006
1958-02-11 00:25:40,9.883404583871313,44739.99999992265
1958-02-11 00:26:00,9.881868890075772,44759.99999990629
1958-02-11 00:26:20,9.880333196280231,44779.99999988994
1958-02-11 00:26:40,9.879936369604113,44799.999999902575
1958-02-11 00:27:00,9.879683031043133,44819.999999918866
1958-02-11 00:27:20,9.879429692482152,44839.99999993516
1958-02-11 00:27:40,9.879176353921173,44859.99999995145
1958-02-11 00:28:00,9.878923015360192,44879.99999996774
1958-02-11 00:28:20,9.87866967679921,44899.99999998403
1958-02-11 00:28:40,9.87841633823823,44920.00000000032
1958-02-11 00:29:00,9.87816299967725,44940.00000001661
1958-02-11 00:29:20,9.87790966111627,44960.0000000329
1958-02-11 00:29:40,9.87765632255529,44980.00000004919
1958-02-11 00:30:00,9.877402983994308,45000.00000006548
1958-02-11 00:30:20,9.87714964543333,45020.000000081774
1958-02-11 00:30:40,9.876896306872348,45040.000000098065
1958-02-11 00:31:00,9.876652423649743,45060.000000114036
1958-02-11 00:31:20,9.876479870186827,45080.00000012755
1958-02-11 00:31:40,9.876307316723912,45100.000000141066
1958-02-11 00:32:00,9.876134763260996,45120.00000015458
1958-02-11 00:32:20,9.87596220979808,45140.0000001681
1958-02-11 00:32:40,9.875789656335165,45160.00000018161
1958-02-11 00:33:00,9.875617102872248,45180.00000019512
1958-02-11 00:33:20,9.875444549409332,45200.00000020864
1958-02-11 00:33:40,9.875271995946417,45220.00000022215
1958-02-11 00:34:00,9.875099442483501,45240.00000023567
1958-02-11 00:34:20,9.874926889020585,45260.00000024918
1958-02-11 00:34:40,9.87475433555767,45280.0000002627
1958-02-11 00:35:00,9.874581782094753,45300.00000027621
1958-02-11 00:35:20,9.874409228631837,45320.00000028973
1958-02-11 00:35:40,9.87360094280055,45340.00000027757
1958-02-11 00:36:00,9.872619913236159,45360.000000258435
1958-02-11 00:36:20,9.871638883671768,45380.000000239306
1958-02-11 00:36:40,9.870657854107378,45400.00000022017
1958-02-11 00:37:00,9.869676824542987,45420.00000020104
1958-02-11 00:37:20,9.868695794978596,45440.000000181906
1958-02-11 00:37:40,9.867714765414206,45460.00000016278
1958-02-11 00:38:00,9.866733735849815,45480.00000014364
1958-02-11 00:38:20,9.865752706285424,45500.00000012451
1958-02-11 00:38:40,9.864771676721032,45520.00000010538
1958-02-11 00:39:00,9.863790647156643,45540.00000008625
1958-02-11 00:39:20,9.864170089039707,45560.00000009903
1958-02-11 00:39:40,9.86458063087364,45580.000000112545
1958-02-11 00:40:00,9.86499117270757,45600.000000126056
1958-02-11 00:40:20,9.865401714541504,45620.000000139575
1958-02-11 00:40:40,9.865812256375435,45640.000000153086
1958-02-11 00:41:00,9.866222798209368,45660.0000001666
1958-02-11 00:41:20,9.866633340043299,45680.00000018011
1958-02-11 00:41:40,9.867043881877231,45700.00000019363
1958-02-11 00:42:00,9.867454423711164,45720.00000020714
1958-02-11 00:42:20,9.867864965545095,45740.00000022065
1958-02-11 00:42:40,9.868275507379028,45760.00000023417
1958-02-11 00:43:00,9.86868604921296,45780.00000024768
1958-02-11 00:43:20,9.869096591046892,45800.00000026119
1958-02-11 00:43:40,9.869349285292104,45820.00000026795
1958-02-11 00:44:00,9.869515836895355,45840.00000027102
1958-02-11 00:44:20,9.869682388498603,45860.00000027409
1958-02-11 00:44:40,9.869848940101853,45880.00000027717
1958-02-11 00:45:00,9.870015491705102,45900.00000028024
1958-02-11 00:45:20,9.87018204330835,45920.00000028331
1958-02-11 00:45:40,9.8703485949116,45940.00000028638
1958-02-11 00:46:00,9.87051514651485,45960.00000028946
1958-02-11 00:46:20,9.870681698118098,45980.00000029253
1958-02-11 00:46:40,9.870848249721348,46000.0000002956
1958-02-11 00:47:00,9.871014801324597,46020.00000029867
1958-02-11 00:47:20,9.871181352927847,46040.00000030174
1958-02-11 00:47:40,9.871347904531095,46060.00000030482
1958-02-11 00:48:00,9.871514456134344,46080.00000030789
1958-02-11 00:48:20,9.8714992258543,46100.00000030777
1958-02-11 00:48:40,9.870893437115832,46120.00000029732
1958-02-11 00:49:00,9.870287648377362,46140.000000286855
1958-02-11 00:49:20,9.869681859638892,46160.00000027639
1958-02-11 00:49:40,9.869076070900423,46180.00000026593
1958-02-11 00:50:00,9.868470282161953,46200.00000025547
1958-02-11 00:50:20,9.867864493423482,46220.00000024501
1958-02-11 00:50:40,9.867258704685014,46240.00000023455
1958-02-11 00:51:00,9.866652915946544,46260.00000022409
1958-02-11 00:51:20,9.866047127208073,46280.00000021363
1958-02-11 00:51:40,9.865441338469605,46300.00000020317
1958-02-11 00:52:00,9.864835549731135,46320.000000192704
1958-02-11 00:52:20,9.863954014092755,46340.00000018841
1958-02-11 00:52:40,9.86122120677275,46360.00000022553
1958-02-11 00:53:00,9.858488399452746,46380.00000026265
1958-02-11 00:53:20,9.855755592132743,46400.00000029976
1958-02-11 00:53:40,9.853022784812739,46420.000000336884
1958-02-11 00:54:00,9.850289977492734,46440.000000374
1958-02-11 00:54:20,9.84755717017273,46460.00000041112
1958-02-11 00:54:40,9.846298062213908,46480.000000426786
1958-02-11 00:55:00,9.845652073587225,46500.00000043354
1958-02-11 00:55:20,9.845006084960543,46520.00000044028
1958-02-11 00:55:40,9.844360096333862,46540.000000447035
1958-02-11 00:56:00,9.843714107707179,46560.00000045378
1958-02-11 00:56:20,9.843068119080497,46580.00000046053
1958-02-11 00:56:40,9.842422130453814,46600.00000046728
1958-02-11 00:57:00,9.841776141827133,46620.00000047403
1958-02-11 00:57:20,9.84113015320045,46640.00000048077
1958-02-11 00:57:40,9.840484164573768,46660.000000487526
1958-02-11 00:58:00,9.839838175947085,46680.00000049427
1958-02-11 00:58:20,9.839192187320403,46700.00000050102
1958-02-11 00:58:40,9.838055674854523,46720.00000041406
1958-02-11 00:59:00,9.836768623651693,46740.000000298336
1958-02-11 00:59:20,9.835481572448863,46760.00000018261
1958-02-11 00:59:40,9.834194521246035,46780.00000006689
1958-02-11 01:00:00,9.832907470043205,46799.999999951164
1958-02-11 01:00:20,9.831620418840375,46819.99999983544
1958-02-11 01:00:40,9.830333367637545,46839.999999719716
1958-02-11 01:01:00,9.829046316434715,46859.99999960399
1958-02-11 01:01:20,9.829586716656078,46879.999999575055
1958-02-11 01:01:40,9.831747777757437,46899.99999962308
1958-02-11 01:02:00,9.833908838858797,46919.99999967111
1958-02-11 01:02:20,9.836069899960156,46939.99999971914
1958-02-11 01:02:40,9.838230961061516,46959.99999976717
1958-02-11 01:03:00,9.840392022162876,46979.9999998152
1958-02-11 01:03:20,9.842553083264235,46999.99999986323
1958-02-11 01:03:40,9.844714144365595,47019.999999911255
1958-02-11 01:04:00,9.846875205466954,47039.99999995928
1958-02-11 01:04:20,9.849036266568316,47060.000000007305
1958-02-11 01:04:40,9.851197327669675,47080.000000055334
1958-02-11 01:05:00,9.853358388771035,47100.00000010336
1958-02-11 01:05:20,9.85471484558235,47120.00000006795
1958-02-11 01:05:40,9.855863627945924,47140.000000011
1958-02-11 01:06:00,9.8570124103095,47159.999999954045
1958-02-11 01:06:20,9.858161192673073,47179.999999897096
1958-02-11 01:06:40,9.859309975036647,47199.99999984015
1958-02-11 01:07:00,9.86045875740022,47219.99999978319
1958-02-11 01:07:20,9.861607539763794,47239.99999972624
