Time,H
277.52939611448244,77.75802441980328
278.5859580201069,74.59308680631932
280.4160741780636,70.34579942293013
283.98197060954624,86.32554864049297
285.40426548250235,83.15436957752873
286.09509442079525,79.8822997399304
289.8307954442532,74.7253367319213
290.2039462760016,77.75894403208055
292.3967315007699,76.68695684052085
293.0004811611267,73.18085275229558
294.62305837333577,70.18728246665029
294.283449189385,66.65774278554827
297.98141585907075,72.37659373503956
298.77383728828914,68.15613966988845
299.03797776469526,62.055828707717154
300.622820623132,71.51674173558969
301.0520488972919,76.15490789740407
303.5905165639301,74.14563763735728
304.38682241191924,76.08754145802877
306.9621920568789,75.3311139393469
309.6502098461883,75.58638593558972
310.52808848836156,73.39138104295247
313.0063476640543,76.50445850290123
315.76687460374967,76.35969490341198
315.71184533783173,74.48217067553408
318.6283964314827,76.85735131537145
319.59691151163844,75.07395206610859
321.7375499558464,76.30961874787052
322.81062064124626,75.07517176239215
325.137572457205,75.60755466996751
327.2349736210488,73.76476056775398
328.2762966530345,75.65295596532805
330.91973326691425,76.06483332686396
333.74197266482275,75.03602420282976
333.6403801738973,77.22433759882
336.7911987138846,74.05785794074902
338.9066809222444,72.30367876658862
341.35705552033335,73.15432435812838
341.89477006158864,71.15735483759669
344.6022099447514,72.9917562677639
347.29314104813875,72.77875046903104
350.4640966711488,73.30425876290384
351.8495642661444,71.13383756862952
353.33771284303964,75.19082510642154
354.6131340005435,71.75713032089632
357.0168123358392,67.71399976710187
357.2809528122453,64.71995031505948
357.0168123358392,72.27109000651255
360.1204629336111,68.26057616416735
360.52610723666334,70.77521963590257
363.3561837695861,70.07600260500905
364.58003464360115,67.41128741214207
366.4466273435377,70.0880979264876
365.0730968662259,63.10110842271881
367.6968922651934,67.56133444894428
370.1622033783172,67.75551009728534
371.03826929173084,65.34857839155549
372.3633740150349,62.25488314119238
374.27737654407,66.7508619056577
377.09925738024583,67.26909761096725
377.06507449506387,63.753767904045986
379.86496354496876,66.5306726090985
379.20461235395345,62.38042038117668
382.7705087854361,67.49783632121286
383.0346492618422,62.60147647238493
385.67605402590345,67.0851908921921
385.94019450230957,61.22837566080935
387.9212480753555,66.52672707642368
388.8697525133593,62.52025578804859
389.7702314101984,61.074887971672695
392.0531598134227,64.80023246686595
394.95542380573596,66.83841692633314
396.9020242731637,66.67146436873819
281.12704918032784,67.17564402810306
282.141393442623,63.36846213895397
282.141393442623,72.89227166276349
282.4795081967213,77.46448087431696
282.81762295081967,86.22716627634664
282.81762295081967,82.41764246682281
283.15573770491807,92.70413739266202
287.21311475409834,75.5706479313037
287.8893442622951,70.61982825917256
295.327868852459,77.87509758001563
294.98975409836066,73.30288836846216
296.68032786885243,72.16393442622953
299.72336065573774,72.93286494925842
302.09016393442624,71.79547228727559
302.7663934426229,78.65417642466825
305.8094262295082,73.70882123341143
306.4856557377049,80.18657298985171
308.17622950819674,71.04761904761908
309.1905737704918,70.28805620608904
308.8524590163934,78.28727556596411
317.30532786885243,80.97345823575334
319.67213114754094,80.59797033567529
316.9672131147541,74.87743950039035
313.9241803278689,79.82279469164719
320.686475409836,78.69555035128808
322.3770491803279,78.6994535519126
325.7581967213115,79.46916471506638
327.7868852459016,78.33099141295865
331.844262295082,81.00702576112415
329.81557377049177,79.47853239656521
332.5204918032787,79.48477751756444
332.18237704918033,72.24590163934428
326.7725409836065,71.09055425448872
322.0389344262295,72.98438719750199
324.06762295081967,72.9890710382514
340.297131147541,76.07416081186577
336.91598360655735,77.59016393442626
335.2254098360656,75.30054644808747
337.5922131147541,71.1155347384856
341.3114754098361,69.60031225604999
342.6639344262295,75.31772053083532
344.35450819672127,77.9882903981265
345.36885245901635,70.37158469945359
