Time,H
19.671689611448237,77.8216664294556
22.633836382574046,77.84976300455878
25.762643216194178,78.09082000278904
28.4140533013314,78.01577634091902
31.582538379675746,77.43464373051097
34.369220405760345,77.36667615511021
37.27476564622769,77.37338448466973
39.932679190064306,77.60272550148582
43.250943924916214,77.61038671876686
45.99140136762975,78.00224880031963
48.95354813875555,77.74046950543647
51.99619486459561,77.52641571171233
54.5979785571959,77.85978919841344
57.6691908508478,77.53011545710578
60.59836971288833,78.24565028184992
63.33662598496514,77.94196623551755
66.33021805090118,78.03567956663693
69.23576329136854,78.0964980585939
72.14130853183589,78.04909622575597
75.04685377230324,78.06933209591485
77.95239901277058,78.07604042547437
80.85794425323793,78.12333137683198
83.76348949370528,78.19767740938832
86.66903473417263,78.2179132795472
89.44250973643692,78.38664717222821
92.48012521510734,78.39366042585861
95.38567045557468,78.40036875541814
98.29121569604203,78.40707708497766
101.19676093650938,78.41378541453719
104.10230617697673,78.4204937440967
107.00785141744407,78.38661945185812
109.91339665791142,78.37980024081828
112.81894189837877,78.29181578618226
115.72448713884611,78.36616181873859
118.63003237931346,78.45403539189431
121.45633547685898,78.44568047235198
124.44112286024816,78.48097959161271
127.34666810071553,78.47416038057287
130.25221334118288,78.38617592593684
133.15775858165023,78.48757703969191
136.06330382211758,78.34548242265842
138.96884906258492,79.05562286338485
141.87439430305227,80.68563606486804
144.77993954351962,78.81201625111599
147.68548478398696,78.61581147168505
150.5910300244543,78.4601893140522
153.49657526492166,77.81757569484226
156.44614391812334,77.71052886571411
159.30766574585635,77.95274021935558
162.2132109863237,78.00003117071319
165.11875622679105,77.80382639128226
168.0243014672584,77.90522750503732
171.03990523956162,77.80622420329424
173.77443645363783,77.3909293465946
176.65289036319174,77.94318593180111
179.70743792368307,77.35884195205817
182.0392843918656,75.70315391802951
184.66515148084414,77.49723909819011
187.5706967213115,77.86919102393246
190.58189815234127,77.25117091705808
193.33776378951183,77.4112967108167
196.28733244271353,77.44290717283202
199.19287768318088,76.55679782283354
202.09842292364823,76.92063322421625
204.92627978870203,76.74509740496146
207.79945487274705,77.3206834410847
210.81505864505027,77.47644882062961
213.89040847749297,76.95211010044814
216.4432826423192,76.84844596878835
219.71456085011812,76.91323060600301
222.43723960691966,76.31285856612371
225.44844103794946,76.63725712100499
228.24833008785438,77.21909290480075
231.05228283739632,77.40870876549714
234.16947910062493,77.77837447148652
236.9649658092564,77.59882501441238
239.87051104972375,78.13874390259683
242.79159396527382,76.72748355569021
245.68160153065844,77.55694877534387
248.66638891404762,77.80192477389473
251.38703582103068,76.99475010171325
254.2368180720345,76.865753667547
257.3037824925279,77.58378209358195
260.20932773299523,77.69871074793639
263.1148729734626,77.71894661809527
266.02041821392993,77.9420955972446
268.7561588624219,77.52519311139005
271.77868059958337,78.74810416585802
273.6364686169731,80.39914604008439
275.35338171361286,79.1796191587968
