 Format                 IAGA-2002                                    |
 Source of Data         Geological Survey of Canada (GSC)            |
 Station Name           St Johns                                     |
 IAGA CODE              STJ                                          |
 Geodetic Latitude      47.595                                       |
 Geodetic Longitude     307.323                                      |
 Elevation              100                                          |
 Reported               XYZF                                         |
 Sensor Orientation     XYZF                                         |
 Digital Sampling       1.0 seconds                                  |
 Data Interval Type     Average 1-Minute (00:30-01:29)               |
 Data Type              Definitive                                   |
 #                                                                   |
 # CONDITIONS OF USE: The use of this data in publications           |
 # is conditional on an acknowledgement of the form:                 |
 # The results presented in this paper rely on the data collected at |
 # St Johns.  We thank the Geological Survey of Canada for           |
 # supporting its operation.                                         |
 #                                                                   |
DATE       TIME         DOY     STJX      STJY      STJZ      STJF   | 
1989-03-13 01:42:00.000 072     17280.00  -7501.00  49393.00  52864.20
1989-03-13 01:43:00.000 072     17280.00  -7503.00  49394.00  52865.40
1989-03-13 01:44:00.000 072     17282.00  -7503.00  49394.00  52865.50
1989-03-13 01:45:00.000 072     17284.00  -7505.00  49396.00  52868.40
1989-03-13 01:46:00.000 072     17283.00  -7506.00  49396.00  52868.70
1989-03-13 01:47:00.000 072     17283.00  -7505.00  49393.00  52865.80
1989-03-13 01:48:00.000 072     17285.00  -7506.00  49392.00  52866.60
1989-03-13 01:49:00.000 072     17288.00  -7507.00  49392.00  52866.40
1989-03-13 01:50:00.000 072     17289.00  -7508.00  49391.00  52865.60
1989-03-13 01:51:00.000 072     17287.00  -7508.00  49388.00  52863.40
1989-03-13 01:52:00.000 072     17286.00  -7508.00  49385.00  52859.30
1989-03-13 01:53:00.000 072     17285.00  -7508.00  49385.00  52859.90
1989-03-13 01:54:00.000 072     17285.00  -7508.00  49384.00  52858.50
1989-03-13 01:55:00.000 072     17286.00  -7511.00  49386.00  52861.60
1989-03-13 01:56:00.000 072     17285.00  -7512.00  49387.00  52861.40
1989-03-13 01:57:00.000 072     17282.00  -7513.00  49385.00  52859.60
1989-03-13 01:58:00.000 072     17278.00  -7515.00  49384.00  52857.10
1989-03-13 01:59:00.000 072     17275.00  -7516.00  49382.00  52853.90
1989-03-13 02:00:00.000 072     17271.00  -7516.00  49380.00  52851.90
1989-03-13 02:01:00.000 072     17268.00  -7516.00  49380.00  52850.50
1989-03-13 02:02:00.000 072     17266.00  -7515.00  49379.00  52848.00
1989-03-13 02:03:00.000 072     17262.00  -7513.00  49378.00  52846.70
1989-03-13 02:04:00.000 072     17259.00  -7512.00  49378.00  52845.00
1989-03-13 02:05:00.000 072     17258.00  -7511.00  49378.00  52844.40
1989-03-13 02:06:00.000 072     17257.00  -7509.00  49377.00  52843.10
1989-03-13 02:07:00.000 072     17257.00  -7507.00  49377.00  52843.50
1989-03-13 02:08:00.000 072     17256.00  -7505.00  49377.00  52842.20
1989-03-13 02:09:00.000 072     17255.00  -7504.00  49376.00  52841.50
1989-03-13 02:10:00.000 072     17253.00  -7503.00  49375.00  52839.30
1989-03-13 02:11:00.000 072     17251.00  -7502.00  49373.00  52836.70
1989-03-13 02:12:00.000 072     17249.00  -7502.00  49372.00  52834.80
1989-03-13 02:13:00.000 072     17247.00  -7501.00  49371.00  52833.00
1989-03-13 02:14:00.000 072     17243.00  -7499.00  49368.00  52828.10
1989-03-13 02:15:00.000 072     17240.00  -7498.00  49366.00  52825.80
1989-03-13 02:16:00.000 072     17239.00  -7496.00  49366.00  52824.50
1989-03-13 02:17:00.000 072     17240.00  -7495.00  49368.00  52827.40
1989-03-13 02:18:00.000 072     17241.00  -7493.00  49370.00  52828.20
1989-03-13 02:19:00.000 072     17242.00  -7491.00  49372.00  52830.80
1989-03-13 02:20:00.000 072     17241.00  -7488.00  49371.00  52828.20
1989-03-13 02:21:00.000 072     17239.00  -7485.00  49366.00  52823.40
1989-03-13 02:22:00.000 072     17237.00  -7481.00  49359.00  52815.60
1989-03-13 02:23:00.000 072     17237.00  -7478.00  49354.00  52810.30
1989-03-13 02:24:00.000 072     17237.00  -7476.00  49353.00  52809.00
1989-03-13 02:25:00.000 072     17239.00  -7475.00  49353.00  52809.90
1989-03-13 02:26:00.000 072     17240.00  -7475.00  49353.00  52810.90
1989-03-13 02:27:00.000 072     17239.00  -7474.00  49352.00  52808.50
1989-03-13 02:28:00.000 072     17239.00  -7472.00  49346.00  52801.90
1989-03-13 02:29:00.000 072     17239.00  -7468.00  49338.00  52794.80
1989-03-13 02:30:00.000 072     17238.00  -7464.00  49329.00  52785.20
1989-03-13 02:31:00.000 072     17236.00  -7459.00  49317.00  52773.60
1989-03-13 02:32:00.000 072     17234.00  -7457.00  49310.00  52765.10
