"Timestamp","TZ","S_4_V (V)","S_4_I (mA)","Calculation (Watts)"
2024/05/15 23:45:05.023,n,619.09984,592.95136,367.09608
2024/05/15 23:45:10.005,n,618.75268,593.05048,366.95156
2024/05/15 23:45:15.000,n,618.75268,592.93396,366.87944
2024/05/15 23:45:20.074,n,618.28948,592.85124,366.55368
2024/05/15 23:45:25.082,n,619.16608,592.93396,367.1246
2024/05/15 23:45:30.009,n,618.45484,592.75116,366.5898
2024/05/15 23:45:35.088,n,619.16608,592.7686,367.0222
2024/05/15 23:45:40.000,n,618.45484,593.03404,366.76476
2024/05/15 23:45:45.006,n,618.98432,592.91748,367.00664
2024/05/15 23:45:50.000,n,619.19896,593.00068,367.1854
2024/05/15 23:45:55.002,n,618.55396,593.15008,366.89536
2024/05/15 23:46:00.002,n,618.75268,593.18348,367.03388
2024/05/15 23:46:05.000,n,618.86824,593.03404,367.00996
2024/05/15 23:46:10.005,n,618.60376,593.06688,366.8734
2024/05/15 23:46:15.037,n,618.60376,593.01708,366.8426
2024/05/15 23:46:20.009,n,618.67004,593.03404,366.8924
2024/05/15 23:46:25.002,n,618.91804,592.81844,366.906
2024/05/15 23:46:30.013,n,618.8518,592.66844,366.77392
2024/05/15 23:46:35.005,n,619.13268,592.80144,367.02272
2024/05/15 23:46:40.000,n,618.45484,592.88416,366.67204
2024/05/15 23:46:45.008,n,619.06696,593.21632,367.24064
2024/05/15 23:46:50.099,n,618.32288,593.19988,366.78908
2024/05/15 23:46:55.178,n,618.18988,592.96784,366.56672
2024/05/15 23:47:00.005,n,618.95092,593.11724,367.11048
2024/05/15 23:47:05.000,n,618.81892,593.05048,366.99084
2024/05/15 23:47:10.140,n,618.52112,592.90108,366.7218
2024/05/15 23:47:15.086,n,618.76912,593.16704,367.03344
2024/05/15 23:47:20.011,n,618.8354,593.16704,367.07276
2024/05/15 23:47:25.000,n,618.62024,593.15008,366.93468
2024/05/15 23:47:30.000,n,618.62024,593.0998,366.90352
2024/05/15 23:47:35.019,n,618.70288,593.2328,367.03484
2024/05/15 23:47:40.000,n,619.24876,592.70184,367.02992
2024/05/15 23:47:45.017,n,619.18248,593.13368,367.25796
2024/05/15 23:47:50.088,n,618.86824,593.01708,366.99944
2024/05/15 23:47:55.063,n,618.60376,593.26612,366.99664
2024/05/15 23:48:00.006,n,618.50464,593.05048,366.80448
2024/05/15 23:48:05.001,n,618.802,592.86768,366.86772
2024/05/15 23:48:10.010,n,619.03356,593.16704,367.19032
2024/05/15 23:48:15.004,n,619.06696,593.15008,367.1996
2024/05/15 23:48:20.000,n,618.96736,592.93396,367.00676
2024/05/15 23:48:25.006,n,618.57092,592.93396,366.77172
2024/05/15 23:48:30.000,n,618.422,593.18348,366.83772
2024/05/15 23:48:35.009,n,618.81892,592.86768,366.87772
2024/05/15 23:48:40.002,n,618.802,593.31648,367.1454
2024/05/15 23:48:45.013,n,618.93452,593.24968,367.18272
2024/05/15 23:48:50.007,n,619.33144,592.93396,367.22264
2024/05/15 23:48:55.000,n,618.802,592.91748,366.89852
2024/05/15 23:49:00.086,n,618.96736,593.2826,367.22256
2024/05/15 23:49:05.159,n,618.60376,593.05048,366.86324
2024/05/15 23:49:10.012,n,618.48824,593.2826,366.93828
2024/05/15 23:49:15.006,n,618.76912,592.85124,366.83804
2024/05/15 23:49:20.000,n,618.7856,592.80144,366.817
2024/05/15 23:49:25.081,n,618.8354,593.0998,367.03112
2024/05/15 23:49:30.002,n,618.98432,592.86768,366.97576
2024/05/15 23:49:35.000,n,618.48824,593.19988,366.88716
2024/05/15 23:49:40.005,n,618.53752,592.93396,366.75188
2024/05/15 23:49:45.131,n,618.18988,592.86768,366.50484
2024/05/15 23:49:50.030,n,618.55396,592.7686,366.65936
2024/05/15 23:49:55.001,n,619.315,593.16704,367.35724
2024/05/15 23:50:00.010,n,619.13268,592.85124,367.0536
2024/05/15 23:50:05.004,n,618.4384,593.13368,366.81664
2024/05/15 23:50:10.000,n,619.64616,593.11724,367.52284
2024/05/15 23:50:15.007,n,619.06696,593.0998,367.16844
2024/05/15 23:50:20.000,n,618.93452,592.70184,366.84364
2024/05/15 23:50:25.010,n,618.25664,592.85124,366.5342
2024/05/15 23:50:30.003,n,618.73628,593.00068,366.91104
2024/05/15 23:50:35.000,n,619.03356,593.13368,367.16964
2024/05/15 23:50:40.007,n,619.16608,593.01708,367.17604
2024/05/15 23:50:45.057,n,619.01716,592.86768,366.99524
2024/05/15 23:50:50.010,n,618.3722,593.0998,366.7564
2024/05/15 23:50:55.036,n,619.06696,593.18348,367.22028
2024/05/15 23:51:00.013,n,619.29804,592.96784,367.2238
2024/05/15 23:51:05.006,n,619.2816,592.95136,367.20388
2024/05/15 23:51:10.000,n,618.55396,592.90108,366.74132
2024/05/15 23:51:15.009,n,618.88472,593.01708,367.0092
2024/05/15 23:51:20.036,n,619.05004,592.85124,367.0046
2024/05/15 23:51:25.013,n,619.14964,593.15008,367.24868
2024/05/15 23:51:30.072,n,619.01716,593.13368,367.15992
2024/05/15 23:51:35.000,n,619.06696,592.98424,367.09696
2024/05/15 23:51:40.009,n,618.65356,592.83484,366.75936
2024/05/15 23:51:45.002,n,618.58736,593.05048,366.85356
2024/05/15 23:51:50.012,n,618.98432,593.01708,367.06828
2024/05/15 23:51:55.005,n,619.09984,592.86768,367.04428
2024/05/15 23:52:00.000,n,618.58736,592.90108,366.76112
2024/05/15 23:52:05.009,n,618.8518,593.21632,367.11296
2024/05/15 23:52:10.002,n,618.81892,593.18348,367.07316
2024/05/15 23:52:15.065,n,618.98432,592.98424,367.04796
2024/05/15 23:52:20.005,n,619.00072,592.88416,366.99572
2024/05/15 23:52:25.000,n,619.13268,592.91748,367.0946
2024/05/15 23:52:30.008,n,618.7856,593.2826,367.11472
2024/05/15 23:52:35.018,n,618.45484,593.24968,366.89816
2024/05/15 23:52:40.085,n,618.48824,593.15008,366.85636
2024/05/15 23:52:45.004,n,619.05004,593.00068,367.09712
2024/05/15 23:52:50.000,n,618.57092,592.93396,366.77172
2024/05/15 23:52:55.146,n,618.48824,593.00068,366.76396
