"Timestamp","TZ","S_4_V (V)","S_4_I (mA)","Calculation (Watts)"
2024/05/14 23:45:05.168,n,619.20636,592.9972,367.18764
2024/05/14 23:45:10.000,n,619.09032,592.88116,367.047
2024/05/14 23:45:15.000,n,618.8094,592.914,366.90076
2024/05/14 23:45:20.000,n,618.8094,592.66552,366.747
2024/05/14 23:45:25.000,n,619.041,593.01416,367.10008
2024/05/14 23:45:30.002,n,618.66052,593.12968,366.94592
2024/05/14 23:45:35.113,n,619.07384,593.01416,367.11956
2024/05/14 23:45:40.000,n,619.17296,593.11324,367.23968
2024/05/14 23:45:45.000,n,618.89208,593.12968,367.08328
2024/05/14 23:45:50.000,n,618.92492,592.54896,366.74332
2024/05/14 23:45:55.070,n,618.69384,592.98028,366.87328
2024/05/14 23:46:00.000,n,618.92492,592.9638,367.00008
2024/05/14 23:46:05.000,n,619.22276,592.7646,367.05336
2024/05/14 23:46:10.000,n,618.77656,592.8976,366.87112
2024/05/14 23:46:15.070,n,619.52112,592.98028,367.3638
2024/05/14 23:46:20.001,n,619.18996,592.94688,367.14676
2024/05/14 23:46:25.047,n,619.18996,592.74816,367.02372
2024/05/14 23:46:30.004,n,618.8592,592.914,366.93028
2024/05/14 23:46:35.000,n,619.25568,593.047,367.24772
2024/05/14 23:46:40.000,n,619.07384,593.26264,367.27336
2024/05/14 23:46:45.001,n,619.10724,592.69836,366.94384
2024/05/14 23:46:50.000,n,619.07384,592.59828,366.86208
2024/05/14 23:46:55.004,n,618.8094,592.69836,366.76732
2024/05/14 23:47:00.000,n,618.8094,592.81496,366.83944
2024/05/14 23:47:05.000,n,619.041,593.07988,367.14076
2024/05/14 23:47:10.000,n,618.5614,592.93048,366.76392
2024/05/14 23:47:15.093,n,618.66052,593.1964,366.9872
2024/05/14 23:47:20.003,n,618.72676,593.11324,366.975
2024/05/14 23:47:25.000,n,618.52852,592.98028,366.7752
2024/05/14 23:47:30.000,n,618.18036,593.01416,366.58972
2024/05/14 23:47:35.115,n,618.67696,593.21284,367.00708
2024/05/14 23:47:40.000,n,619.09032,593.18,367.232
2024/05/14 23:47:45.120,n,618.64404,592.94688,366.82304
2024/05/14 23:47:50.000,n,618.87568,593.01416,367.00204
