"Timestamp","TZ","S_4_V (V)","S_4_I (mA)","Calculation (Watts)"
2024/10/12 23:45:05.011,n,618.7986,593.61128,367.3258
2024/10/12 23:45:10.004,n,619.2782,593.66108,367.64136
2024/10/12 23:45:15.000,n,618.83144,593.69396,367.39644
2024/10/12 23:45:20.007,n,618.7986,593.3628,367.17204
2024/10/12 23:45:25.001,n,619.11284,593.3294,367.33788
2024/10/12 23:45:30.010,n,618.7652,593.74428,367.38828
2024/10/12 23:45:35.004,n,618.59984,593.84388,367.35172
2024/10/12 23:45:40.000,n,619.31108,593.57844,367.60972
2024/10/12 23:45:45.007,n,618.71588,593.69396,367.32788
2024/10/12 23:45:50.000,n,618.69948,593.82696,367.40044
2024/10/12 23:45:55.010,n,618.815,593.67756,367.37656
2024/10/12 23:46:00.003,n,618.7986,593.57844,367.30552
2024/10/12 23:46:05.000,n,618.96392,593.2462,367.198
2024/10/12 23:46:10.023,n,618.84792,593.44544,367.25248
2024/10/12 23:46:15.000,n,619.07948,593.95988,367.70836
2024/10/12 23:46:20.010,n,618.89772,593.3628,367.23088
2024/10/12 23:46:25.000,n,618.28508,593.64464,367.04164
2024/10/12 23:46:30.013,n,619.2284,593.84388,367.725
2024/10/12 23:46:35.006,n,618.55052,593.3792,367.03504
2024/10/12 23:46:40.000,n,618.89772,593.9096,367.56928
2024/10/12 23:46:45.010,n,619.03016,593.57844,367.44292
2024/10/12 23:46:50.003,n,619.03016,593.67756,367.50432
2024/10/12 23:46:55.013,n,618.91412,593.429,367.2816
2024/10/12 23:47:00.006,n,618.36772,593.59484,367.05992
2024/10/12 23:47:05.049,n,618.2522,593.47832,366.91928
2024/10/12 23:47:10.009,n,618.64964,593.74428,367.31972
2024/10/12 23:47:15.002,n,619.52624,593.62824,367.76828
2024/10/12 23:47:20.012,n,618.89772,593.77764,367.4876
2024/10/12 23:47:25.006,n,618.98036,593.3792,367.29008
2024/10/12 23:47:30.000,n,618.98036,594.00972,367.68036
2024/10/12 23:47:35.008,n,618.84792,593.66108,367.38588
2024/10/12 23:47:40.002,n,619.07948,593.46184,367.40004
2024/10/12 23:47:45.011,n,619.06304,593.61128,367.4828
2024/10/12 23:47:50.005,n,618.48384,593.72784,367.21104
2024/10/12 23:47:55.064,n,618.92784,593.4762,367.31892
2024/10/12 23:48:00.008,n,618.8452,593.526,367.30072
2024/10/12 23:48:05.001,n,618.382,593.3432,366.9128
2024/10/12 23:48:10.011,n,617.96764,593.45976,366.73896
2024/10/12 23:48:15.004,n,618.96076,593.526,367.36932
2024/10/12 23:48:20.000,n,618.6136,593.45976,367.12228
2024/10/12 23:48:25.008,n,618.5638,593.3766,367.04124
2024/10/12 23:48:30.001,n,618.49756,593.27748,366.94064
2024/10/12 23:48:35.011,n,618.71272,593.17736,367.00636
2024/10/12 23:48:40.004,n,618.39844,593.5758,367.06636
2024/10/12 23:48:45.108,n,618.49756,593.40948,367.02232
2024/10/12 23:48:50.007,n,618.66292,593.36016,367.08992
2024/10/12 23:48:55.000,n,618.66292,593.526,367.19252
2024/10/12 23:49:00.010,n,618.82824,593.4428,367.2392
2024/10/12 23:49:05.003,n,618.7456,593.5758,367.2724
2024/10/12 23:49:10.013,n,618.29936,593.59224,367.01772
2024/10/12 23:49:15.006,n,619.10968,593.2436,367.28284
2024/10/12 23:49:20.000,n,618.53096,593.2436,366.93956
2024/10/12 23:49:25.010,n,618.7954,593.5424,367.28132
2024/10/12 23:49:30.003,n,618.133,593.393,366.79576
2024/10/12 23:49:35.023,n,618.43132,593.36016,366.95256
2024/10/12 23:49:40.006,n,618.54736,593.4428,367.07252
2024/10/12 23:49:45.000,n,618.39844,593.29388,366.892
2024/10/12 23:49:50.010,n,618.46472,593.42592,367.013
2024/10/12 23:49:55.002,n,618.3322,593.31036,366.86292
2024/10/12 23:50:00.012,n,618.53096,593.16096,366.8884
2024/10/12 23:50:05.005,n,618.59668,593.6754,367.24564
2024/10/12 23:50:10.000,n,618.7292,593.79144,367.39608
2024/10/12 23:50:15.008,n,618.51396,593.11116,366.84752
2024/10/12 23:50:20.002,n,618.26552,593.526,366.95668
2024/10/12 23:50:25.012,n,618.69628,593.17736,366.9966
2024/10/12 23:50:30.005,n,618.1992,593.29388,366.7738
2024/10/12 23:50:35.000,n,618.71272,593.7088,367.33516
2024/10/12 23:50:40.094,n,618.34864,593.45976,366.96504
