"Timestamp","TZ","S_4_V (V)","S_4_I (mA)","Calculation (Watts)"
2024/10/09 23:45:05.032,n,616.67792,593.219,365.82508
2024/10/09 23:45:10.007,n,616.56184,593.15276,365.71532
2024/10/09 23:45:15.001,n,616.79396,592.52172,365.4638
2024/10/09 23:45:20.010,n,616.71124,592.83704,365.60924
2024/10/09 23:45:25.003,n,616.97572,593.33508,366.07332
2024/10/09 23:45:30.013,n,616.9424,593.0696,365.88972
2024/10/09 23:45:35.007,n,617.09124,593.18568,366.04968
2024/10/09 23:45:40.000,n,617.1416,593.0696,366.00792
2024/10/09 23:45:45.009,n,616.34668,593.219,365.62856
2024/10/09 23:45:50.003,n,616.54492,593.0696,365.65404
2024/10/09 23:45:55.013,n,616.72772,593.81616,366.22288
2024/10/09 23:46:00.006,n,617.09124,593.46752,366.22364
2024/10/09 23:46:05.002,n,616.66144,592.87036,365.60028
2024/10/09 23:46:10.009,n,617.27404,592.72096,365.87124
2024/10/09 23:46:15.005,n,617.15804,593.8326,366.48852
2024/10/09 23:46:20.012,n,616.74416,593.219,365.86436
2024/10/09 23:46:25.057,n,616.66144,593.1692,365.78456
2024/10/09 23:46:30.015,n,617.0086,592.98692,365.87804
2024/10/09 23:46:35.008,n,616.8268,592.62184,365.545
2024/10/09 23:46:40.002,n,615.94928,592.73744,365.0962
2024/10/09 23:46:45.012,n,616.97572,593.0696,365.90956
2024/10/09 23:46:50.005,n,616.84328,592.93664,365.74896
2024/10/09 23:46:55.015,n,615.6848,593.26832,365.26628
2024/10/09 23:47:00.008,n,616.79396,592.87036,365.67884
2024/10/09 23:47:05.001,n,616.72772,593.01976,365.73176
2024/10/09 23:47:10.013,n,616.21424,592.3888,365.0384
2024/10/09 23:47:15.087,n,616.01552,593.01976,365.3094
2024/10/09 23:47:20.014,n,616.6286,592.95308,365.6318
2024/10/09 23:47:25.008,n,617.9524,593.28472,366.62172
2024/10/09 23:47:30.001,n,617.0584,592.91968,365.86604
2024/10/09 23:47:35.010,n,616.84328,592.88684,365.71828
2024/10/09 23:47:40.004,n,617.07484,593.0696,365.96832
2024/10/09 23:47:45.014,n,616.9424,593.0696,365.88972
2024/10/09 23:47:50.007,n,616.92592,592.63832,365.61396
2024/10/09 23:47:55.004,n,616.5952,593.56764,365.99096
2024/10/09 23:48:00.010,n,616.26404,592.88684,365.37484
2024/10/09 23:48:05.088,n,616.6286,593.43468,365.9288
2024/10/09 23:48:10.013,n,616.21424,593.3186,365.6114
2024/10/09 23:48:15.006,n,616.97572,593.00336,365.86864
2024/10/09 23:48:20.000,n,616.97572,592.96996,365.84804
2024/10/09 23:48:25.000,n,616.4792,593.08604,365.6252
2024/10/09 23:48:30.003,n,616.77696,592.95308,365.7198
2024/10/09 23:48:35.000,n,616.4622,593.13636,365.64616
2024/10/09 23:48:40.000,n,616.31384,592.90324,365.41448
2024/10/09 23:48:45.016,n,617.30696,593.33508,366.26988
2024/10/09 23:48:50.009,n,616.41292,592.80412,365.41212
2024/10/09 23:48:55.046,n,617.29048,592.82056,365.94248
2024/10/09 23:49:00.014,n,616.90948,592.75384,365.67548
2024/10/09 23:49:05.006,n,616.89308,593.1692,365.92196
2024/10/09 23:49:10.015,n,617.15804,592.72096,365.80248
2024/10/09 23:49:15.000,n,617.24068,593.18568,366.13832
2024/10/09 23:49:20.002,n,616.8766,592.75384,365.65596
2024/10/09 23:49:25.000,n,618.23328,593.15276,366.7068
2024/10/09 23:49:30.000,n,616.90948,592.87036,365.74736
2024/10/09 23:49:35.016,n,616.95928,593.23548,366.00212
2024/10/09 23:49:40.000,n,617.35676,593.05268,366.12508
2024/10/09 23:49:45.002,n,616.97572,593.1692,365.97096
2024/10/09 23:49:50.012,n,617.0584,592.80412,365.79476
2024/10/09 23:49:55.018,n,616.645,593.45112,365.94868
2024/10/09 23:50:00.010,n,617.52208,592.88684,366.12072
2024/10/09 23:50:05.000,n,616.51204,593.00336,365.59368
2024/10/09 23:50:10.000,n,616.77696,593.26832,365.91424
2024/10/09 23:50:15.011,n,616.69432,592.77028,365.55808
2024/10/09 23:50:20.000,n,617.32336,593.20208,366.19752
2024/10/09 23:50:25.000,n,617.12464,593.08604,366.00804
2024/10/09 23:50:30.000,n,616.8766,592.75384,365.65596
2024/10/09 23:50:35.000,n,616.97572,593.3684,366.09392
2024/10/09 23:50:40.000,n,616.69432,593.11888,365.77308
2024/10/09 23:50:45.000,n,616.97572,593.10248,365.9298
2024/10/09 23:50:50.070,n,616.4792,593.30168,365.75816
2024/10/09 23:50:55.000,n,617.02504,593.26832,366.0614
2024/10/09 23:51:00.000,n,617.60472,593.08604,366.29276
2024/10/09 23:51:05.000,n,616.4792,593.1692,365.67648
2024/10/09 23:51:10.000,n,616.4956,593.74992,366.0442
2024/10/09 23:51:15.000,n,616.81036,593.1692,365.87288
2024/10/09 23:51:20.000,n,617.1914,592.90324,365.9348
2024/10/09 23:51:25.000,n,616.76056,593.30168,365.92508
2024/10/09 23:51:30.000,n,617.52208,593.38488,366.42828
2024/10/09 23:51:35.000,n,616.74416,592.83704,365.6288
2024/10/09 23:51:40.179,n,616.645,593.01976,365.68268
2024/10/09 23:51:45.000,n,616.69432,593.26832,365.8652
2024/10/09 23:51:50.000,n,617.22424,592.73744,365.85188
2024/10/09 23:51:55.000,n,616.97572,592.72096,365.69444
2024/10/09 23:52:00.000,n,616.71124,593.352,365.92684
2024/10/09 23:52:05.000,n,616.72772,593.13636,365.8036
2024/10/09 23:52:10.000,n,616.72772,592.55464,365.44488
2024/10/09 23:52:15.000,n,616.8268,593.15276,365.87248
2024/10/09 23:52:20.000,n,616.90948,592.90324,365.76768
2024/10/09 23:52:25.000,n,617.1416,592.70404,365.78232
2024/10/09 23:52:30.072,n,616.4622,593.485,365.86104
2024/10/09 23:52:35.000,n,617.45588,593.26832,366.317
2024/10/09 23:52:40.000,n,617.50512,592.57152,365.91596
2024/10/09 23:52:45.000,n,617.24068,592.83704,365.92312
2024/10/09 23:52:50.000,n,616.34668,593.41772,365.75104
2024/10/09 23:52:55.000,n,616.84328,592.78772,365.65712
2024/10/09 23:53:00.000,n,616.85968,593.28472,365.97344
2024/10/09 23:53:05.000,n,616.6286,593.18568,365.77524
2024/10/09 23:53:10.000,n,616.85968,593.13636,365.88188
2024/10/09 23:53:15.002,n,616.76056,592.90324,365.67936
2024/10/09 23:53:20.078,n,616.4956,593.03624,365.60424
2024/10/09 23:53:25.000,n,617.55492,593.20208,366.33488
2024/10/09 23:53:30.000,n,616.92592,592.75384,365.6852
2024/10/09 23:53:35.000,n,617.81988,593.485,366.6668
2024/10/09 23:53:40.007,n,616.6286,592.82056,365.55012
2024/10/09 23:53:45.000,n,617.42248,593.13636,366.21572
2024/10/09 23:53:50.000,n,617.32336,593.03624,366.09512
2024/10/09 23:53:55.004,n,617.37316,592.67116,365.89928
2024/10/09 23:54:00.000,n,616.51204,593.05268,365.62408
2024/10/09 23:54:05.007,n,616.8766,593.18568,365.92232
2024/10/09 23:54:10.037,n,616.6286,592.72096,365.48868
2024/10/09 23:54:15.000,n,617.63764,593.11888,366.33256
2024/10/09 23:54:20.004,n,616.5952,593.33508,365.84756
2024/10/09 23:54:25.000,n,616.74416,592.72096,365.55716
2024/10/09 23:54:30.006,n,616.90948,593.01976,365.83952
2024/10/09 23:54:35.000,n,616.84328,592.77028,365.64632
2024/10/09 23:54:40.000,n,616.8766,593.13636,365.89192
2024/10/09 23:54:45.003,n,616.645,592.45552,365.33476
2024/10/09 23:54:50.000,n,616.6286,592.75384,365.50896
2024/10/09 23:54:55.006,n,616.67792,593.25188,365.84532
2024/10/09 23:55:00.000,n,616.69432,593.11888,365.77308
2024/10/09 23:55:05.000,n,616.69432,593.11888,365.77308
2024/10/09 23:55:10.002,n,616.19776,592.95308,365.37636
2024/10/09 23:55:15.000,n,616.90948,592.95308,365.79836
2024/10/09 23:55:20.006,n,616.79396,593.03624,365.78116
2024/10/09 23:55:25.000,n,616.61164,592.77028,365.50904
2024/10/09 23:55:30.026,n,617.24068,593.1692,366.12816
2024/10/09 23:55:35.002,n,617.12464,593.01976,365.96712
2024/10/09 23:55:40.000,n,616.69432,593.13636,365.78384
2024/10/09 23:55:45.006,n,616.36308,592.96996,365.4848
2024/10/09 23:55:50.000,n,616.90948,593.33508,366.03404
2024/10/09 23:55:55.009,n,617.07484,592.83704,365.8248
2024/10/09 23:56:00.002,n,616.79396,592.91968,365.70928
2024/10/09 23:56:05.000,n,616.81036,592.88684,365.69876
2024/10/09 23:56:10.005,n,616.81036,592.98692,365.76048
2024/10/09 23:56:15.000,n,616.36308,592.95308,365.47436
2024/10/09 23:56:20.008,n,616.81036,593.0696,365.81148
2024/10/09 23:56:25.001,n,616.79396,593.08604,365.81188
2024/10/09 23:56:30.000,n,617.20784,593.25188,366.15972
2024/10/09 23:56:35.005,n,616.6286,593.1692,365.76512
2024/10/09 23:56:40.000,n,616.9424,592.73744,365.68484
2024/10/09 23:56:45.008,n,616.71124,593.08604,365.76284
2024/10/09 23:56:50.059,n,616.76056,593.11888,365.81236
2024/10/09 23:56:55.000,n,617.0584,592.98692,365.90756
2024/10/09 23:57:00.004,n,616.77696,593.10248,365.812
2024/10/09 23:57:05.000,n,617.12464,592.96996,365.93636
2024/10/09 23:57:10.007,n,617.65404,593.15276,366.36324
2024/10/09 23:57:15.001,n,617.88616,592.60444,366.16208
2024/10/09 23:57:20.000,n,616.85968,593.30168,365.98392
2024/10/09 23:57:25.003,n,616.8766,592.78772,365.67688
2024/10/09 23:57:30.000,n,616.61164,593.11888,365.724
2024/10/09 23:57:35.006,n,616.97572,592.88684,365.7968
2024/10/09 23:57:40.000,n,616.19776,593.219,365.54024
2024/10/09 23:57:45.010,n,617.10772,592.90324,365.8852
2024/10/09 23:57:50.003,n,617.12464,592.93664,365.9158
2024/10/09 23:57:55.063,n,616.54492,593.18568,365.7256
2024/10/09 23:58:00.006,n,617.07484,592.98692,365.91728
2024/10/09 23:58:05.000,n,616.28044,592.85396,365.36432
2024/10/09 23:58:10.048,n,616.85968,592.75384,365.64592
2024/10/09 23:58:15.002,n,616.4458,592.91968,365.50284
2024/10/09 23:58:20.000,n,617.12464,592.96996,365.93636
2024/10/09 23:58:25.138,n,617.0086,593.11888,365.95948
2024/10/09 23:58:30.000,n,617.32336,593.219,366.20796
2024/10/09 23:58:35.009,n,617.60472,592.93664,366.20048
2024/10/09 23:58:40.003,n,616.76056,593.01976,365.75124
2024/10/09 23:58:45.000,n,616.33028,593.15276,365.578
