"Timestamp","TZ","S_4_V (V)","S_4_I (mA)","Calculation (Watts)"
2024/05/16 23:45:05.001,n,618.81756,593.08308,367.01024
2024/05/16 23:45:10.008,n,618.80116,592.98344,366.93884
2024/05/16 23:45:15.000,n,618.86688,593.2494,367.1424
2024/05/16 23:45:20.010,n,618.33796,593.33208,366.87976
2024/05/16 23:45:25.004,n,618.6024,592.83452,366.72888
2024/05/16 23:45:30.015,n,619.47896,593.05016,367.38208
2024/05/16 23:45:35.007,n,618.50328,593.01732,366.78316
2024/05/16 23:45:40.000,n,618.61884,592.81708,366.7278
2024/05/16 23:45:45.010,n,618.86688,593.09996,367.04992
2024/05/16 23:45:50.201,n,619.14824,593.03376,367.1758
2024/05/16 23:45:55.014,n,618.56952,593.05016,366.84276
2024/05/16 23:46:00.007,n,618.98292,593.23296,367.20104
2024/05/16 23:46:05.000,n,618.71844,592.91716,366.8488
2024/05/16 23:46:10.010,n,618.78416,592.96696,366.91856
2024/05/16 23:46:15.003,n,618.99932,593.2494,367.22096
2024/05/16 23:46:20.013,n,618.93312,592.96696,367.00688
2024/05/16 23:46:25.006,n,618.73488,593.0666,366.95096
2024/05/16 23:46:30.113,n,618.18852,593.28228,366.76032
2024/05/16 23:46:35.009,n,619.09844,592.73444,366.96096
2024/05/16 23:46:40.002,n,618.90028,593.3988,367.25468
2024/05/16 23:46:45.013,n,618.27116,593.1996,366.7582
2024/05/16 23:46:50.005,n,618.76776,593.03376,366.95016
2024/05/16 23:46:55.015,n,619.04912,592.90076,367.03468
2024/05/16 23:47:00.011,n,619.33008,592.91716,367.21144
2024/05/16 23:47:05.038,n,619.16472,592.99988,367.1646
2024/05/16 23:47:10.012,n,619.52928,593.09996,367.4428
2024/05/16 23:47:15.006,n,618.66864,593.13288,366.95272
2024/05/16 23:47:20.015,n,619.13184,592.98344,367.13496
2024/05/16 23:47:25.008,n,618.4704,593.0666,366.79412
2024/05/16 23:47:30.002,n,619.0656,592.99988,367.10584
2024/05/16 23:47:35.011,n,618.65224,593.0666,366.90196
2024/05/16 23:47:40.004,n,618.8838,593.05016,367.02912
2024/05/16 23:47:45.015,n,619.21452,593.23296,367.33848
2024/05/16 23:47:50.008,n,619.16472,593.08308,367.21612
2024/05/16 23:47:55.001,n,619.13184,592.76776,367.0014
2024/05/16 23:48:00.059,n,618.94952,593.14928,367.12944
2024/05/16 23:48:05.004,n,618.93312,592.83452,366.92488
2024/05/16 23:48:10.000,n,619.28028,593.216,367.36696
2024/05/16 23:48:15.007,n,618.48688,593.2658,366.92712
2024/05/16 23:48:20.000,n,619.18116,592.86736,367.09232
2024/05/16 23:48:25.010,n,619.18116,592.95008,367.14348
2024/05/16 23:48:30.004,n,619.39632,593.14928,367.39448
2024/05/16 23:48:35.013,n,619.16472,592.85096,367.0724
2024/05/16 23:48:40.072,n,618.86688,593.23296,367.13228
2024/05/16 23:48:45.099,n,619.11492,593.23296,367.2794
2024/05/16 23:48:50.000,n,618.834,593.16572,367.07112
2024/05/16 23:48:55.003,n,618.586,593.1996,366.94496
2024/05/16 23:49:00.000,n,618.70152,592.85096,366.7978
2024/05/16 23:49:05.006,n,619.21452,593.09996,367.25612
2024/05/16 23:49:10.000,n,618.55312,593.13288,366.8842
2024/05/16 23:49:15.010,n,619.03224,593.18316,367.19948
2024/05/16 23:49:20.002,n,618.78416,593.14928,367.0314
2024/05/16 23:49:25.012,n,618.73488,593.28228,367.08444
2024/05/16 23:49:30.005,n,618.93312,593.1996,367.15088
2024/05/16 23:49:35.014,n,618.94952,593.01732,367.0478
2024/05/16 23:49:40.008,n,619.13184,592.91716,367.09392
2024/05/16 23:49:45.001,n,619.46204,593.23296,367.48532
2024/05/16 23:49:50.011,n,618.99932,593.09996,367.12852
2024/05/16 23:49:55.005,n,618.96648,592.95008,367.0162
2024/05/16 23:50:00.015,n,618.94952,593.13288,367.11932
2024/05/16 23:50:05.008,n,618.834,593.216,367.10224
2024/05/16 23:50:10.001,n,619.04912,592.88432,367.02452
2024/05/16 23:50:15.000,n,618.75136,593.13288,367.00172
2024/05/16 23:50:20.003,n,619.24736,593.2494,367.36812
2024/05/16 23:50:25.065,n,619.36292,593.14928,367.37468
2024/05/16 23:50:30.007,n,619.34648,593.13288,367.35476
2024/05/16 23:50:35.000,n,618.90028,593.08308,367.05928
2024/05/16 23:50:40.109,n,619.52928,593.29872,367.56596
2024/05/16 23:50:45.003,n,618.80116,593.28228,367.12376
2024/05/16 23:50:50.013,n,619.14824,593.0666,367.19616
2024/05/16 23:50:55.000,n,618.86688,593.01732,366.99876
2024/05/16 23:51:00.066,n,619.51184,593.16572,367.47316
2024/05/16 23:51:05.009,n,619.13184,593.03376,367.16608
2024/05/16 23:51:10.000,n,619.59504,592.98344,367.4096
2024/05/16 23:51:15.013,n,619.0158,593.31512,367.27144
2024/05/16 23:51:20.000,n,619.21452,593.13288,367.27648
2024/05/16 23:51:25.009,n,618.76776,593.1164,367.00132
2024/05/16 23:51:30.000,n,618.93312,592.99988,367.02724
2024/05/16 23:51:35.000,n,619.08204,593.1164,367.18768
2024/05/16 23:51:40.000,n,619.34648,592.66872,367.06728
2024/05/16 23:51:45.000,n,619.04912,593.33208,367.30172
2024/05/16 23:51:50.000,n,619.04912,592.91716,367.04488
2024/05/16 23:51:55.174,n,619.14824,593.13288,367.2372
2024/05/16 23:52:00.002,n,619.18116,592.95008,367.14348
2024/05/16 23:52:05.000,n,618.93312,593.09996,367.08924
2024/05/16 23:52:10.000,n,619.08204,593.3824,367.3524
2024/05/16 23:52:15.000,n,618.8838,593.0666,367.03932
2024/05/16 23:52:20.023,n,619.03224,593.08308,367.13756
2024/05/16 23:52:25.000,n,618.76776,593.13288,367.01152
2024/05/16 23:52:30.021,n,619.23096,593.16572,367.30656
2024/05/16 23:52:35.000,n,619.14824,593.28228,367.32968
2024/05/16 23:52:40.068,n,618.78416,593.23296,367.0832
2024/05/16 23:52:45.000,n,618.66864,592.95008,366.83964
2024/05/16 23:52:50.000,n,619.19756,593.14928,367.2766
2024/05/16 23:52:55.000,n,619.24736,593.05016,367.24476
2024/05/16 23:53:00.000,n,619.04912,592.86736,367.01404
2024/05/16 23:53:05.000,n,619.19756,592.85096,367.09188
2024/05/16 23:53:10.007,n,619.49544,593.05016,367.39188
2024/05/16 23:53:15.001,n,619.13184,593.18316,367.2586
2024/05/16 23:53:20.110,n,619.2972,593.18316,367.35664
2024/05/16 23:53:25.000,n,618.91668,593.3988,367.2644
2024/05/16 23:53:30.000,n,619.13184,592.95008,367.11428
2024/05/16 23:53:35.006,n,618.76776,593.2494,367.0836
2024/05/16 23:53:40.000,n,618.86688,593.2658,367.15256
2024/05/16 23:53:45.000,n,618.4206,592.96696,366.703
2024/05/16 23:53:50.000,n,618.76776,593.1164,367.00132
2024/05/16 23:53:55.000,n,618.85048,592.91716,366.92708
2024/05/16 23:54:00.000,n,618.35436,593.16572,366.7866
2024/05/16 23:54:05.099,n,619.33008,593.16572,367.3654
2024/05/16 23:54:10.000,n,619.2638,592.96696,367.20296
2024/05/16 23:54:15.000,n,618.586,593.28228,366.99612
2024/05/16 23:54:20.000,n,618.99932,593.03376,367.08748
2024/05/16 23:54:25.000,n,619.46204,592.90076,367.27952
2024/05/16 23:54:30.000,n,618.68504,593.1164,366.95224
2024/05/16 23:54:35.000,n,618.80116,592.86736,366.867
2024/05/16 23:54:40.000,n,618.78416,592.93364,366.89796
2024/05/16 23:54:45.000,n,619.09844,593.0666,367.1666
2024/05/16 23:54:50.000,n,618.96648,593.13288,367.12936
2024/05/16 23:54:55.000,n,619.13184,592.91716,367.09392
2024/05/16 23:55:00.000,n,618.50328,593.08308,366.82384
