Var1,Var2,Var3
-0.353642148,-0.32103236,-0.000684876
-0.342755166,-0.285952221,-0.004563157
-0.333827799,-0.257312878,-0.007885643
-0.324374877,-0.225859167,-0.009001907
-0.311797094,-0.194560391,-0.013621162
-0.299433312,-0.160136356,-0.015501271
-0.287515502,-0.136518865,-0.012660879
-0.275715281,-0.112783193,-0.009777526
-0.264059711,-0.093400229,-0.008824988
-0.253162474,-0.084525909,-0.003493175
-0.243552527,-0.078201857,0.00422727
-0.23671956,-0.077181229,0.010820022
-0.229938256,-0.087771261,0.024075141
-0.221102879,-0.099666637,0.03247296
-0.211419745,-0.114512729,0.041034668
-0.203482927,-0.134248145,0.047154792
-0.197284626,-0.154486165,0.05470426
-0.191942867,-0.172970496,0.059904272
-0.184567456,-0.191030481,0.062173648
-0.174135457,-0.20951534,0.066978952
-0.168344891,-0.241028271,0.078999393
-0.15937559,-0.278696811,0.093593882
-0.146880429,-0.318478872,0.105465808
-0.14522815,-0.341730412,0.102291186
-0.137793621,-0.360542262,0.113441199
-0.131600568,-0.382169626,0.115346817
-0.126554925,-0.401676943,0.117218906
-0.115670221,-0.444533935,0.143487024
-0.102148605,-0.477244745,0.154477025
-0.096576605,-0.512612308,0.155117487
-0.085473316,-0.523751271,0.146178687
-0.026365602,-0.715940355,0.076518993
-0.108722008,-1.05153739,0.221343657
-0.194714081,-0.279704095,0.280370582
-0.236200512,0.504001543,0.073517756
-0.216172067,0.3280939,0.056409615
0.037024925,-0.053663113,-0.153462412
-0.056365473,-0.295500956,-0.070488731
-0.035082574,-0.502635296,0.086429824
-0.005630741,-0.749147943,0.042109104
-0.0672649,-0.728943139,0.05267515
-0.088436216,-0.827338339,0.007274055
-0.111903628,-1.015949457,0.013328738
-0.121113017,-1.173679334,0.03021726
-0.087608288,-1.53348249,0.033027793
-0.088911582,-1.578755425,0.104178308
-0.075711682,-1.996600824,0.111216331
0.075204535,-2.359982696,0.134426247
0.041739769,-2.515361981,0.221428666
0.232559402,-3.036317576,0.294591867
0.302230708,-3.073966655,0.327282238
0.369594697,-3.291281239,0.449197695
0.471542226,-3.421375363,0.487895026
0.579250502,-3.790437234,0.54203276
0.680590766,-4.060571677,0.616883482
0.662899854,-3.959283931,0.696152837
0.690820523,-4.005215647,0.693693249
0.615928243,-3.899260645,0.591349641
0.584341571,-3.903016766,0.460097544
0.628069358,-4.001095514,0.478835478
0.611306796,-3.806915146,0.403507647
0.45138217,-3.521605936,0.348356048
0.495663554,-3.521887643,0.23369816
0.247563563,-2.893059802,0.220046993
0.080268308,-2.629450952,0.10590532
0.182743751,-2.640490408,-0.031085373
0.356795947,-2.901222761,0.069855105
0.590902808,-3.06059743,0.0969151
0.791522301,-3.184128622,0.164478018
0.811765925,-3.246613214,0.155896419
0.793063937,-2.980850027,0.114477844
0.866052683,-3.224543882,0.06356124
1.102102014,-3.397946005,0.012504795
1.165563044,-3.487896503,0.135805496
1.138537257,-3.349290614,0.177284859
1.180180615,-3.404353796,0.101427785
1.092125138,-3.275464157,0.124988179
1.183251376,-3.27541607,0.092221809
1.311095518,-3.481492255,0.070384983
1.417872359,-3.504613644,0.137231423
1.359987599,-3.45530078,0.17389431
1.398552069,-3.473026255,0.113635886
1.44125654,-3.556585162,0.162521502
1.567104501,-3.642554015,0.124736395
1.556400872,-3.654379383,0.217286092
1.677953825,-3.757683469,0.283393429
1.657031963,-3.740205642,0.319748346
1.685584802,-3.748627264,0.32413483
1.795871676,-3.844857494,0.357763688
1.926972522,-3.943329472,0.466475887
2.074752393,-4.079856469,0.581575639
2.273367514,-4.260672895,0.606694545
2.70054877,-4.710234096,0.820992003
2.819478954,-4.792234881,0.84080854
3.192766862,-5.069097252,1.017280863
3.408507665,-5.081794489,1.194830876
3.639472935,-5.101871685,1.214420549
3.596647362,-4.978801192,1.212666255
3.797685026,-5.077010868,1.206721869
3.802187292,-5.00000352,1.098879583
3.726657995,-4.850163878,1.001768429
3.686885504,-4.860429769,0.870902
3.768150781,-4.843270876,0.80373539
3.922408482,-4.9233497,0.766190305
4.029896605,-4.902040821,0.702501432
3.914663882,-4.817398465,0.575759937
3.739275384,-4.59896768,0.429504961
3.304320395,-4.347178522,0.278261732
3.00717376,-4.128058124,0.11268394
2.931073683,-4.035580654,0.051142444
2.730463832,-3.901231853,-0.010202989
2.623451971,-3.738902337,-0.026405773
2.711279526,-3.659668583,-0.010064338
2.791441145,-3.673422182,0.022824975
2.763165135,-3.598484103,-0.022773271
2.720373554,-3.549186438,-0.080480002
2.827908779,-3.625581647,-0.108849703
2.940562152,-3.580942487,-0.057781866
2.743939025,-3.353953626,-0.01420756
2.794138035,-3.265303576,0.127748994
2.748096538,-3.138234335,-0.042089324
2.882092992,-3.129494732,0.114766794
2.469149797,-2.853475673,0.051283031
2.375580732,-2.704346172,0.161480709
2.399317501,-2.578437576,0.142812484
2.061369412,-2.356049362,0.227139602
2.248551024,-2.41656986,0.189519188
2.485322604,-2.570286909,0.265348064
2.486018122,-2.502568955,0.292776477
2.3451583,-2.408774918,0.315594974
2.315667822,-2.280912042,0.405381529
2.304094731,-2.239554923,0.190460861
2.38793571,-2.335616907,0.340780913
2.787788869,-2.677636083,0.323109697
2.793560692,-2.671158724,0.430490996
2.465113122,-2.188282176,0.487951809
1.953850487,-1.739369762,0.495424636
1.950221094,-1.763172941,0.425895321
2.009896538,-1.786635411,0.348565801
1.831709983,-1.570154331,0.460481296
1.726212268,-1.483238029,0.425218962
1.493194885,-1.141640888,0.446490786
1.303732451,-0.997942958,0.493844717
1.313359075,-1.011767146,0.435525962
1.443331924,-1.037342256,0.476762648
1.255605612,-0.833213412,0.553947976
1.497445226,-1.083992853,0.480069271
1.490783767,-1.025923451,0.620084484
1.400499463,-0.949595896,0.646854192
1.603727099,-1.194938614,0.705661086
1.949543706,-1.303119262,0.787015514
1.310879927,-0.898849996,0.802650701
1.442205056,-1.023156982,0.781792605
1.154537896,-0.73258969,0.767538502
1.753209431,-1.349703475,0.654875302
1.577106443,-1.19341723,0.63148275
1.147519313,-0.940885041,0.828113361
0.819790817,-0.534412075,0.829477128
0.547255126,-0.359587497,0.81617864
0.571854077,-0.359786811,0.732187271
0.897262911,-0.633033705,0.681635435
0.460010743,-0.231258766,0.717296738
0.674587745,-0.528928979,0.63412359
1.246987711,-1.023179447,0.37453306
1.239519104,-1.021853283,0.447846886
1.3972359,-1.18695679,0.342161247
1.339152195,-1.114130537,0.347519445
1.346670488,-1.115248032,0.359287844
1.400622238,-1.145850288,0.340654588
1.374151879,-1.101948906,0.375961783
1.402847573,-1.136662004,0.377658542
1.375157065,-1.090037002,0.42821461
1.346252779,-1.064470227,0.455943063
1.384349419,-1.084185443,0.486662224
1.323068665,-1.013037258,0.506776797
1.459787682,-1.126567735,0.491260312
1.439492355,-1.100166036,0.541726146
1.702538744,-1.297338152,0.514125071
1.722981133,-1.317334165,0.525911264
1.914965041,-1.488346407,0.488915722
1.984356122,-1.508174362,0.541512603
2.166526945,-1.672083595,0.39001573
1.878505253,-1.421107754,0.559268154
1.516065998,-1.13946304,0.653237489
1.341762615,-1.009361074,0.694907947
1.3969236,-1.080406497,0.645970811
1.44019405,-1.140967609,0.685595302
1.353847901,-1.072564193,0.701564206
1.296557053,-1.042031542,0.701116562
1.165600763,-0.930947187,0.748303396
1.11547741,-0.87126891,0.729399874
1.092008494,-0.83550837,0.686835991
1.234258591,-0.953342463,0.662086537
1.250002902,-0.940745745,0.655672627
1.31684564,-0.998641809,0.663196886
1.240970797,-0.918734197,0.65479894
1.224572922,-0.90378521,0.624111955
1.203141628,-0.887318552,0.636658256
1.343619268,-1.018286759,0.621037316
0.75352072,-0.491297096,0.983098523
1.071613096,-0.883925768,0.715845745
1.707513608,-1.39704968,0.390261323
2.069651328,-1.70193713,0.416797625
2.237949861,-1.83519411,0.314745812
2.21751177,-1.758281551,0.23810877
2.184591536,-1.706925169,0.16699084
1.643160524,-1.187547981,0.341388829
1.513534706,-1.155071562,0.295527514
1.388811288,-1.092547328,0.30012153
1.773972259,-1.434222857,0.186307969
2.1511367,-1.737522098,0.065003666
2.081859788,-1.65708524,0.032325544
2.231230568,-1.743670695,0.004913261
2.141826341,-1.670358503,-0.018808131
2.260951899,-1.783428555,-0.107345491
2.090986557,-1.573409613,-0.048717911
1.450429794,-1.052221258,0.185171185
1.13287227,-0.853761599,0.301336555
0.746328893,-0.53830368,0.507965196
0.733763339,-0.576735958,0.410729291
0.90825042,-0.753268707,0.285641505
1.193377464,-1.000685989,0.205291808
1.26654465,-1.071035459,0.17723911
1.308765,-1.070892778,-0.007129398
1.442012313,-1.171894639,-0.117413516
1.370318412,-1.061210947,-0.143568482
1.217673739,-0.94957695,-0.158275896
1.299297399,-1.052704696,-0.288074964
1.245310523,-1.007941738,-0.238514904
1.045543109,-0.841166762,-0.17524543
0.799823619,-0.628777611,-0.115756142
0.746334145,-0.571681118,-0.102018892
0.737011448,-0.593984483,-0.206325234
0.716286972,-0.59371963,-0.154164237
0.726766762,-0.586219367,-0.142364148
0.579120797,-0.466175104,-0.106399108
0.573860349,-0.494780823,-0.154397446
0.761095787,-0.659436087,-0.326267096
0.902084003,-0.776669713,-0.430908667
1.107622456,-0.986558911,-0.578843125
1.311804352,-1.177875433,-0.742248685
1.418503797,-1.264613619,-0.882230198
1.617413653,-1.428904336,-1.03642046
1.800777207,-1.589648087,-1.18703514
1.897771137,-1.651336074,-1.309538485
2.07374367,-1.826146382,-1.429098007
2.13850524,-1.885631104,-1.475735681
2.267455372,-1.995383374,-1.616292116
2.408158334,-2.110657444,-1.77494598
2.555867455,-2.235845067,-1.951185247
2.727368279,-2.369738006,-2.068869896
2.825806453,-2.442472781,-2.165975677
2.957923219,-2.566964834,-2.30035459
3.081053512,-2.677326493,-2.349094172
3.073089957,-2.669475418,-2.291646815
3.027430749,-2.640466512,-2.293923246
2.989986468,-2.628207717,-2.377310716
3.013402152,-2.641661251,-2.447774282
2.97882077,-2.648503134,-2.481720574
2.940876043,-2.615586711,-2.610789042
2.92507359,-2.610064868,-2.757102616
2.915039066,-2.545108353,-2.723452738
2.786313242,-2.420699398,-2.734194024
2.628469272,-2.331197511,-2.794983908
2.721695999,-2.435812404,-2.992063751
3.016049896,-2.754424396,-3.238957443
3.096619584,-2.841025023,-3.226201601
3.028949715,-2.798134363,-3.139057393
2.829913741,-2.57547776,-2.957109592
2.620337362,-2.468370676,-2.875616479
2.533679631,-2.437749326,-2.834650161
2.448633174,-2.414000231,-2.790714662
2.270757049,-2.171806899,-2.711223163
2.270216471,-2.15217612,-2.561531624
2.38270283,-2.281108084,-2.688733676
2.579782261,-2.43844631,-2.625176245
2.972480134,-2.856114929,-2.909535896
3.324509772,-3.096143853,-2.723820148
3.267607589,-2.897729526,-2.631127185
3.26822806,-2.916531538,-2.386807487
3.23777301,-2.771984904,-2.150121922
3.037353875,-2.65698876,-2.075739277
2.88022727,-2.523715584,-1.96417544
2.693399893,-2.358162882,-1.850669481
2.656321173,-2.338935994,-1.771563829
2.656903797,-2.34038003,-1.703053948
2.708138001,-2.399931839,-1.605499805
3.093945453,-2.517564773,-1.425675785
3.824975331,-3.213337444,-1.427209066
4.025201714,-3.222950642,-1.432928654
4.675422787,-3.656141775,-1.254550545
5.29343916,-3.923543724,-0.945629452
5.024465346,-3.821786821,-0.833989198
5.755136912,-4.03396072,-0.555551781
5.416375443,-3.720204904,-0.512494946
6.108297862,-3.792660704,-0.238683285
5.420146195,-3.47656489,-0.269989994
5.147111949,-3.292814091,-0.238184254
4.459210936,-2.990818041,-0.362495063
4.118143332,-2.783785794,-0.377478102
4.266848153,-2.75910552,-0.199839611
3.189109313,-2.245985824,-0.48773296
3.204598634,-2.187701696,-0.578623828
2.613105563,-1.789053539,-0.526202733
2.300453338,-1.642933144,-0.458918266
2.070203014,-1.44902102,-0.513585551
1.982074878,-1.214877708,-0.285338292
2.09461995,-1.320887482,-0.20490375
1.938804172,-1.205120889,-0.184856566
1.951725606,-1.318364149,-0.163933845
1.905560141,-1.257300689,-0.188411194
1.971774702,-1.294978874,-0.212555211
1.851989567,-1.242751172,-0.222530832
1.980378282,-1.310144974,-0.413206242
2.002802635,-1.277683846,-0.252792381
1.990211181,-1.265246611,-0.112476912
1.509939828,-0.993801772,0.140212197
1.462995516,-0.951781599,0.006656179
1.533520107,-0.991363123,0.26478716
1.426689238,-0.890510697,0.210625656
1.488112471,-1.006178826,0.143425132
1.428431457,-0.957082402,0.183937126
1.540099578,-1.052034211,0.226520829
1.706413918,-1.171976846,0.146987064
1.84969123,-1.239511313,0.320667538
1.679725794,-1.161690818,0.198637178
1.68566529,-1.143570952,0.2869896
1.794228175,-1.258950393,0.137350988
1.639547102,-1.286301972,0.093263078
1.617559917,-1.234171199,0.040657881
1.499122016,-1.096447843,0.063492745
1.594617933,-1.136577204,0.0517123
1.617555944,-1.145160886,0.120783039
1.530522245,-1.060788456,0.164409153
1.482714362,-0.998551876,0.301131154
1.638433831,-1.034811499,0.253168412
1.567358103,-0.94953559,0.422830593
1.475654949,-0.914282855,0.437986421
1.459165347,-0.871293618,0.509420447
1.346743625,-0.830892696,0.521402688
1.268478009,-0.804281268,0.561678531
1.167281016,-0.689007514,0.595756195
1.086309917,-0.656895599,0.608270415
0.985139622,-0.584918759,0.69574056
0.866170779,-0.444683887,0.750469
0.863027905,-0.349272068,0.891270376
0.865398047,-0.340185425,0.941356561
0.834905092,-0.321931361,0.938836258
0.803254509,-0.290683706,0.904875561
0.83348163,-0.215494758,0.969825534
0.757344747,-0.194899751,0.981071117
0.742140388,-0.206082299,0.909930645
0.801263906,-0.239717573,0.761099023
0.888226878,-0.301345314,0.883826243
0.819286457,-0.280079063,0.768314804
0.878922281,-0.305159087,0.796987298
0.830306996,-0.206743819,0.747359658
0.877852896,-0.266420384,0.646572266
0.866230519,-0.303184778,0.556044948
0.90242624,-0.367776402,0.487341814
0.838125927,-0.30013865,0.498933036
0.843525826,-0.302333538,0.464183209
0.856436526,-0.3145612,0.442837444
0.880789054,-0.362308405,0.403752321
0.913096702,-0.37806049,0.395076562
0.86240833,-0.359496743,0.3453635
0.87223672,-0.378600541,0.238372434
0.877519354,-0.362698214,0.226358454
0.835069208,-0.325126381,0.218762071
0.886869704,-0.410031347,0.12128013
0.893939149,-0.406009284,0.103620546
0.834667614,-0.319163539,0.221914616
0.786061948,-0.269477456,0.232905905
0.836021233,-0.293102186,0.201697473
0.872373017,-0.29918462,0.150886873
0.899626978,-0.366514885,0.107875811
0.895118183,-0.345991395,0.158816291
0.85453262,-0.322499974,0.095987666
0.879476103,-0.334967959,0.068400026
0.870011452,-0.324749005,0.040141654
0.874323432,-0.334873558,0.025702673
0.834609243,-0.289467285,0.044870511
0.858345783,-0.298584851,0.017347916
0.852928065,-0.307814412,-0.021558536
0.87040662,-0.324645488,-0.087459821
0.852560955,-0.312864045,-0.149960809
0.880987793,-0.344432512,-0.138720301
0.9181409,-0.365819817,-0.15343724
0.934415988,-0.379167853,-0.171274522
0.91052132,-0.377324012,-0.212275724
0.906842062,-0.403029428,-0.288622462
0.923737857,-0.37532458,-0.20887198
0.941849769,-0.367261959,-0.204109459
0.891777765,-0.302552047,-0.253723023
0.980722153,-0.360006191,-0.097057391
0.968513204,-0.291473978,-0.019595457
0.987130242,-0.311723894,-0.048128832
1.050958185,-0.41401777,-0.194068706
1.109096765,-0.454427685,-0.298238966
1.18328309,-0.459380697,-0.338892579
1.229332884,-0.507746213,-0.396398123
1.264278873,-0.474696436,-0.382251062
1.234789871,-0.421151849,-0.264975326
1.263231173,-0.411176603,-0.106209226
1.334371092,-0.455209195,0.001712548
1.267829269,-0.425254657,-0.089324904
1.269805943,-0.474911965,-0.07770428
1.242926509,-0.460835848,-0.063095285
1.227954004,-0.451511417,-0.043700478
1.248602188,-0.459142426,0.010175253
1.251745338,-0.457427368,0.04783806
1.251153181,-0.468519111,0.086615743
1.237714642,-0.482856918,0.121557704
1.231224136,-0.518127408,0.11228091
1.17412278,-0.500368972,0.069931335
1.179925178,-0.519035868,0.091229754
1.158161542,-0.517354875,0.12128556
1.12883434,-0.526502707,0.074577919
1.076789534,-0.513121346,0.054115154
1.046352524,-0.487714739,0.086177992
1.053354126,-0.505111995,0.100089503
1.031073703,-0.499570964,0.111977297
0.980446801,-0.467072062,0.105635929
0.954192801,-0.461381711,0.09722748
0.941687247,-0.477236529,0.090511248
0.880646341,-0.458580915,-0.008780589
0.813327699,-0.424634901,-0.087942869
0.799112689,-0.415824838,-0.137351378
0.833323319,-0.43915749,-0.138134945
0.875356807,-0.45522142,-0.095859348
0.818031265,-0.415769539,-0.121966907
0.758834051,-0.398799992,-0.176929444
0.708167016,-0.376087805,-0.240106274
0.698722608,-0.360481611,-0.269661342
0.705540657,-0.365326018,-0.256342691
0.645603283,-0.336535173,-0.345822368
0.688995138,-0.383575672,-0.335469868
0.705508266,-0.377516301,-0.354950491
0.740805019,-0.406495704,-0.204348844
0.842370507,-0.446595755,-0.137684989
0.893599138,-0.509638688,-0.064064372
0.860205624,-0.464289938,-0.026665531
0.905388919,-0.526033686,0.002945034
0.826921643,-0.497266284,-0.061001372
0.728851995,-0.449661093,-0.167670158
0.667254974,-0.403241507,-0.197072659
0.559030159,-0.353182266,-0.288574238
0.467010589,-0.312936586,-0.466401574
0.372447851,-0.272716818,-0.559136564
0.287560345,-0.188724707,-0.625030673
0.266009143,-0.178302025,-0.65189517
0.185081449,-0.114770764,-0.739830348
0.131546992,-0.074247672,-0.76744463
0.053167814,-0.031665856,-0.871736536
-0.031712845,0.013507147,-0.996810033
-0.046808179,0.017074236,-1.056678461
-0.119239823,0.070244742,-1.137081164
-0.253807506,0.166129513,-1.294572535
-0.279315085,0.16480911,-1.387787309
-0.367011878,0.196744011,-1.523545195
-0.480477727,0.257057825,-1.694499326
-0.595888493,0.336528602,-1.844396206
-0.611953707,0.335853256,-1.927494287
-0.605604666,0.31436198,-2.030129915
-0.614253843,0.338349095,-2.107458376
-0.482930074,0.245394535,-2.092693851
-0.642538952,0.369406565,-2.224929242
-0.371700089,0.208808916,-2.094203158
-0.580042608,0.317505352,-2.333904741
-0.517996105,0.287944884,-2.393595062
-0.300143067,0.23639232,-2.17293642
-0.291690335,0.303810425,-2.11694323
-0.260528365,0.247169563,-2.251342825
-0.253737664,0.256153848,-2.434053855
-0.126586312,0.267743715,-2.331173199
-0.174347226,0.378837906,-2.34311456
-0.082631014,0.343976511,-2.292534271
-0.069202754,0.368223952,-2.393000162
0.138723635,0.198003206,-2.304351423
0.091873077,0.243238775,-2.267371159
