Var1,Var2,Var3
-0.407047646,-2.253778031,0.032851865
-0.413076544,-2.171161255,-0.027395304
-0.433475951,-2.104387671,-0.081009597
-0.42953093,-2.056672344,-0.10028093
-0.440219408,-1.984399033,-0.14437499
-0.447247166,-1.937622428,-0.166088307
-0.449304695,-1.870905146,-0.203388153
-0.454049694,-1.817709818,-0.227573414
-0.457358609,-1.771425227,-0.257807888
-0.460044309,-1.704288342,-0.303271632
-0.470026805,-1.653148359,-0.322092364
-0.469769101,-1.6016521,-0.346121213
-0.474059493,-1.548134549,-0.36707337
-0.478444938,-1.488628105,-0.397321857
-0.498262756,-1.417678946,-0.434558012
-0.518134585,-1.34221095,-0.465193492
-0.545003508,-1.256035463,-0.496239664
-0.570577236,-1.175824247,-0.521546503
-0.594279015,-1.079079224,-0.544811243
-0.6228804,-0.993862514,-0.563323425
-0.639680786,-0.893213466,-0.571318733
-0.660109406,-0.796507288,-0.575075503
-0.688341942,-0.706541449,-0.574028102
-0.7156702,-0.621661324,-0.56451918
-0.739402468,-0.544508509,-0.536085861
-0.75081851,-0.491821263,-0.508257464
-0.752634712,-0.454960196,-0.4867918
-0.75354015,-0.431944058,-0.461662538
-0.750487698,-0.417537515,-0.438089909
-0.734996968,-0.42081137,-0.412613671
-0.717683234,-0.440028631,-0.388693212
-0.680132267,-0.48974288,-0.346605843
-0.625357708,-0.567785658,-0.314823092
-0.566992442,-0.645692787,-0.289320304
-0.519908742,-0.704777737,-0.29538322
-0.477497053,-0.778872461,-0.286154639
-0.445957749,-0.818098448,-0.28380031
-0.420831049,-0.853661188,-0.292013274
-0.408186549,-0.880985167,-0.298143746
-0.401876411,-0.88994535,-0.316175582
-0.397785722,-0.88029301,-0.319687558
-0.396052321,-0.874468905,-0.324170985
-0.399713529,-0.85694535,-0.334614883
-0.406400658,-0.835536228,-0.340051372
-0.413491058,-0.812624942,-0.340228476
-0.422608838,-0.788731234,-0.339698242
-0.42606512,-0.779550452,-0.335341471
-0.42348594,-0.768774358,-0.330842438
-0.41515234,-0.759827424,-0.320845529
-0.42100575,-0.744432024,-0.319763067
-0.428872569,-0.737997567,-0.328973704
-0.442069761,-0.711928751,-0.331763582
-0.360463458,-0.721871301,-0.301910758
-0.428559309,-0.682628145,-0.320609347
-0.439757048,-0.673618662,-0.298608207
-0.479155541,-0.642973258,-0.322071557
-0.490854302,-0.639293784,-0.291494957
-0.515275687,-0.592200926,-0.306923497
-0.525261417,-0.59375262,-0.282215361
-0.554602306,-0.542003138,-0.295551744
-0.551198924,-0.544506724,-0.273058811
-0.5727057,-0.513466926,-0.269880071
-0.57785287,-0.497860633,-0.253963005
-0.571615255,-0.486303801,-0.240272907
-0.582685754,-0.470062101,-0.243802458
-0.59043777,-0.454831578,-0.239967066
-0.598470521,-0.436556483,-0.238084988
-0.613033127,-0.40893792,-0.237851976
-0.632891395,-0.380266505,-0.234917245
-0.630820632,-0.363837851,-0.223266127
-0.627381367,-0.345274418,-0.214979956
-0.62903614,-0.332306469,-0.209822152
-0.607266165,-0.326536881,-0.19808867
-0.588725649,-0.32578791,-0.187134446
-0.565392653,-0.32439978,-0.18034097
-0.52449295,-0.336883983,-0.161718546
-0.49073986,-0.345908159,-0.152755387
-0.452487752,-0.35730073,-0.145437028
-0.412541394,-0.375868028,-0.144877659
-0.374180036,-0.39408246,-0.143717128
-0.344739829,-0.407832883,-0.14507398
-0.321231819,-0.418154765,-0.160026847
-0.295543659,-0.424809518,-0.172123335
-0.252314257,-0.447900805,-0.168280998
-0.194827851,-0.478016285,-0.160423632
-0.128728874,-0.513597239,-0.158517523
-0.117117849,-0.528068657,-0.183182808
-0.076095389,-0.541659199,-0.17124545
-0.053307957,-0.554310054,-0.1812662
-0.031138139,-0.567384951,-0.184205698
0.058715318,-0.612481732,-0.162782675
0.109701635,-0.640416254,-0.174443209
0.147554659,-0.676937223,-0.176578909
0.150591024,-0.657262491,-0.215119956
0.250151256,-0.745458629,-0.30098694
0.60156756,-1.056236685,-0.365249945
0.103670967,-0.639573227,-0.074925684
-0.714778311,0.013256152,0.104910382
-0.644963191,0.111087966,0.043523742
-0.672311318,0.166435458,-0.253775074
-0.363165571,-0.366859727,-0.262538754
0.058446579,-0.567010509,-0.334451989
0.200548676,-0.673957586,-0.513971764
0.217574668,-0.83048794,-0.462592001
0.171457136,-0.829681253,-0.554506073
0.279589948,-0.99485527,-0.598384693
0.385899209,-1.142013009,-0.626891299
0.672121888,-1.424731374,-0.745576686
0.832806496,-1.627546898,-0.667921923
1.293872629,-1.998029485,-0.773985429
1.599989145,-2.25836172,-0.932037217
1.832620855,-2.542642769,-0.99232009
2.497928203,-3.039073578,-1.078157691
2.560447576,-3.076192222,-1.208980657
3.096123056,-3.500972767,-1.129126557
3.326073986,-3.639065751,-1.209237098
3.878079255,-4.10615749,-1.333047942
4.324002282,-4.416701219,-1.468984018
4.37286823,-4.542348996,-1.419583394
4.461201665,-4.589816401,-1.482348121
4.103407206,-4.40970221,-1.545310935
3.791052148,-4.240682838,-1.666952344
3.870203425,-4.263364071,-1.801859747
3.47929416,-3.982288437,-1.783689103
3.121577142,-3.771054869,-1.650763427
3.019991858,-3.592747111,-1.747072464
2.236043907,-3.034035742,-1.386362105
1.902448265,-2.760703751,-1.197483811
1.840261022,-2.68668529,-1.331619028
2.524450771,-3.2470094,-1.475118893
2.681006177,-3.267612848,-1.753351869
3.258039518,-3.572679791,-1.817507285
3.392669291,-3.774376548,-1.861856386
3.07890806,-3.39771289,-1.786542828
3.25017454,-3.543151048,-1.954714613
3.385615879,-3.637857726,-2.126862788
3.781769921,-3.976495648,-2.117291565
3.720739813,-3.841431808,-2.046867612
3.723855923,-3.914967598,-2.211496103
3.599832872,-3.832952969,-2.048809553
3.555830904,-3.73222148,-2.198807284
3.793632211,-3.916906762,-2.281166482
3.886098761,-3.891571993,-2.279826419
3.862848774,-3.919114678,-2.134364934
3.77084624,-3.799385893,-2.081704943
3.991297165,-4.063468476,-2.066493899
3.999721261,-3.975764732,-2.074870967
4.241988916,-4.222094874,-2.058079172
4.468342049,-4.276241809,-1.995123449
4.518039629,-4.296100839,-1.865989209
4.495127632,-4.303728259,-1.783881951
4.67406197,-4.45981407,-1.723561548
5.065778403,-4.706486294,-1.694620277
5.5628977,-5.04097103,-1.623047032
5.904008207,-5.249881542,-1.636567281
7.138646371,-6.248815021,-1.666592277
7.236528205,-6.298253552,-1.632319006
8.274917161,-6.895160418,-1.772130017
8.889394972,-7.102116945,-1.496646928
9.477279331,-7.189622347,-1.572575691
9.461328157,-7.097923626,-1.393965803
9.652010444,-7.133475485,-1.523877556
9.292714228,-6.871986991,-1.686756964
8.813272468,-6.534137154,-1.792789936
8.020219191,-6.340973832,-2.104946782
7.820741133,-6.245590124,-2.345705229
7.989601893,-6.232892733,-2.57742606
8.005420171,-6.11821156,-2.651842658
7.414449926,-5.854254698,-2.713699873
6.854311357,-5.305732728,-2.853690491
5.851241376,-4.814453276,-2.803690559
4.774774416,-4.167870997,-2.620874911
4.769761037,-4.048829477,-2.667883375
4.53223071,-3.856283878,-2.501218036
4.522597925,-3.736289542,-2.472625153
4.941584006,-3.743890195,-2.424991287
5.191395863,-3.835549575,-2.508660268
5.031635831,-3.686739537,-2.488610904
4.843664863,-3.446545611,-2.591688602
5.11094733,-3.479026206,-2.571702052
5.599739156,-3.538128886,-2.484556653
5.288966827,-3.380997336,-2.221517
5.884064547,-3.525779098,-2.063305297
5.172997739,-3.388152639,-2.02022043
6.235479524,-3.649783955,-2.033788887
5.025506143,-2.820310572,-1.87605051
4.996664733,-2.765911708,-1.84309677
4.934895525,-2.503287961,-1.756114382
4.555708947,-2.35903714,-1.385033296
4.857501622,-2.355985553,-1.40327667
5.357615664,-2.598512553,-1.380274473
5.277334033,-2.589903351,-1.320867588
5.313648372,-2.65411855,-1.195374872
5.296027845,-2.475314501,-1.119485021
4.704114618,-2.309257294,-1.224816225
5.431302561,-2.659238191,-1.227110301
5.982658708,-2.941815435,-1.570261833
6.221217461,-2.988269598,-1.564595594
5.603510592,-2.574914202,-1.291301016
4.574477144,-2.045172363,-1.01648633
4.422386877,-1.966002939,-1.028537155
4.240555877,-1.979227823,-1.074790706
4.025546646,-1.901646787,-0.836258536
3.660950202,-1.762014702,-0.7434054
3.24105145,-1.498815916,-0.723298347
2.993001789,-1.344972931,-0.575530752
2.941860259,-1.20426093,-0.640303868
3.044395053,-1.152060053,-0.585513781
2.761828683,-1.124975625,-0.371761656
3.106721657,-1.257344833,-0.480545864
3.125448972,-1.262526264,-0.319181393
2.923824461,-1.306346906,-0.173085991
3.466783403,-1.620864608,-0.280179763
4.153019463,-1.937827524,-0.317893253
2.777179506,-1.531953984,0.064678855
3.024479188,-1.557755677,-0.10533527
2.429444932,-1.287439467,0.08774263
3.247679987,-1.84642251,-0.396603559
2.864333516,-1.801484898,-0.226561281
2.243204949,-1.699924085,0.183182958
1.705922689,-1.309029442,0.399731743
1.100067315,-1.106502871,0.536272421
0.980145699,-0.892681611,0.485136248
1.347496065,-1.141003396,0.287527678
0.648046655,-0.853356076,0.593869648
0.944984856,-1.139374369,0.384282533
1.583951931,-1.255019358,-0.211654321
1.745240878,-1.422113673,-0.243750404
1.873608482,-1.453838438,-0.474495411
1.81499202,-1.384341713,-0.504787768
1.803745776,-1.297492619,-0.516284154
1.836269068,-1.23964783,-0.541763934
1.889484907,-1.282211737,-0.517860146
2.016467749,-1.294937521,-0.50382829
2.090061517,-1.229071874,-0.465979695
2.042267626,-1.22055229,-0.353275599
2.203546484,-1.236995308,-0.347620242
2.113056349,-1.120956583,-0.286115803
2.35791767,-1.239430665,-0.358419473
2.338197251,-1.273963925,-0.232299307
2.810669464,-1.442978276,-0.45024875
2.805911763,-1.45774023,-0.424677873
3.106690589,-1.582741457,-0.611302505
3.390872923,-1.633104323,-0.639243902
3.574792664,-1.716099908,-0.877270887
3.398287847,-1.628440766,-0.641867939
2.93967134,-1.35746187,-0.276498919
2.722771962,-1.233119893,-0.073090121
2.721322901,-1.255068231,-0.108696631
2.870102628,-1.364717152,-0.107574555
2.741129915,-1.344589451,-0.049729635
2.696899183,-1.355472746,-0.003912892
2.520944263,-1.287664805,0.131897696
2.392647566,-1.158857051,0.149591095
2.30970338,-1.134401917,0.158741056
2.478875561,-1.256642082,0.058834354
2.497638261,-1.230824724,0.024621605
2.629139216,-1.269548364,0.009323665
2.463055153,-1.179467746,0.022710989
2.436127403,-1.178414612,0.02058188
2.444930936,-1.165200583,0.015129908
2.62400699,-1.246038395,-0.059558499
2.154285603,-1.041269342,0.545692756
2.331604421,-1.17898608,0.291885312
2.97689699,-1.723448405,-0.394768941
3.651493281,-2.019020652,-0.71234114
3.674212862,-2.030628994,-0.985443714
3.58855064,-1.879040155,-1.12850035
3.434009854,-1.607305359,-1.198332132
2.821427938,-1.20785762,-0.715108982
2.622800906,-1.108993109,-0.602534846
2.45236304,-1.141178538,-0.525764988
3.025843287,-1.39132543,-0.833450143
3.532870308,-1.674840044,-1.250851079
3.396117113,-1.558538454,-1.222963195
3.677312005,-1.546969698,-1.342307565
3.510549096,-1.429459593,-1.361094611
3.613059333,-1.46074152,-1.488500894
3.358131502,-1.270860017,-1.316970577
2.728228044,-1.095969325,-0.724190015
2.331869442,-0.868390763,-0.425290739
1.930733022,-0.625508833,0.032224893
1.756692037,-0.728845269,0.073167105
1.877200549,-0.905349824,-0.168537855
2.235656688,-1.163398603,-0.405337335
2.299157926,-1.131832951,-0.600585077
2.203729531,-0.994597427,-0.799902141
2.390485492,-0.898046838,-1.040761797
2.270648169,-0.703362939,-1.057785475
2.068166356,-0.611021502,-1.013090675
2.122530558,-0.594670898,-1.21835048
2.075176889,-0.518603507,-1.200059777
1.800132686,-0.436075043,-1.04365566
1.525959691,-0.347734716,-0.795885567
1.410936776,-0.187843246,-0.685344797
1.274173573,-0.241128379,-0.768357167
1.253675581,-0.292285705,-0.714370769
1.217983264,-0.226002068,-0.679576122
0.969526816,-0.196945932,-0.620523892
0.906775813,-0.22702177,-0.642268447
0.963883299,-0.24044771,-0.893519768
1.105644343,-0.281548463,-1.139663986
1.257871142,-0.351712,-1.444689969
1.426632954,-0.462379801,-1.772744914
1.451790332,-0.40958115,-2.01661348
1.616241527,-0.429510158,-2.304454115
1.779417823,-0.5102579,-2.617703657
1.84348814,-0.483110013,-2.816975494
2.003438212,-0.557874306,-3.126034729
2.086963454,-0.581890146,-3.263554346
2.173783716,-0.569625551,-3.490257796
2.274207612,-0.565038478,-3.759855294
2.352866222,-0.546272399,-4.077055773
2.557757442,-0.493654761,-4.324706861
2.666566541,-0.416827189,-4.484435309
2.723882453,-0.443019867,-4.720340039
2.889857018,-0.450959612,-4.858235521
3.079269636,-0.446002042,-4.811401905
3.154919461,-0.470224732,-4.782053863
3.075282124,-0.455716288,-4.900616213
2.955010875,-0.411123379,-5.026375727
2.839662887,-0.360307482,-5.090958989
2.694094098,-0.192213308,-5.214444803
2.485133636,0.009635213,-5.419826724
2.463711697,0.12257455,-5.392092654
2.127613908,0.360122282,-5.326805569
1.772715557,0.4782198,-5.330692445
1.789675563,0.456621119,-5.594055025
1.884983642,0.417549002,-6.079905299
1.937263685,0.445157646,-6.15269801
1.878063129,0.514602426,-5.997300227
1.868350677,0.520705657,-5.60964563
1.655505841,0.41748782,-5.458309486
1.656553727,0.341715393,-5.37106666
1.529407925,0.388383838,-5.360949928
1.380621739,0.547942502,-5.084042626
1.685445961,0.578424856,-4.969776399
1.819743837,0.601715003,-5.219849274
2.542140341,0.225679612,-5.234198193
2.873776436,0.177553229,-5.850864252
4.46785047,-0.186815272,-5.810861867
4.567579222,0.10238871,-5.339757415
5.391408026,-0.177088666,-5.216998206
5.985330428,-0.249320899,-4.751696102
5.675201048,-0.30975894,-4.406519528
5.634059373,-0.287275897,-4.192658184
5.219339504,-0.203287442,-3.771227613
5.214305918,-0.324544812,-3.688336818
5.403593816,-0.434621355,-3.544219247
5.764391227,-0.523712434,-3.476261821
7.329318514,-0.52166246,-3.244891605
9.726940444,-1.188949196,-4.171195332
9.920769613,-1.07383589,-3.751039559
12.45205296,-1.683010875,-4.205739638
14.72679952,-2.306424888,-4.029209585
13.88548046,-2.306787133,-3.735509371
15.8322563,-2.858303583,-3.841182756
15.07144037,-2.531929053,-3.506608293
16.92790549,-3.057456168,-3.486253248
15.71608421,-2.708425999,-2.904455283
15.26202249,-2.566800533,-2.607610886
13.8100541,-2.017040518,-2.272236786
12.81182723,-1.755697055,-2.133780137
13.74482618,-2.18898583,-1.964070613
10.90754738,-1.280427289,-1.614582588
11.25304793,-1.064122091,-1.787362037
10.24053195,-0.730706501,-1.303233854
10.01652416,-0.741193208,-1.203671475
9.748809421,-0.514558687,-1.149719033
10.03773433,-0.596203835,-0.909346144
10.27385773,-0.701251424,-1.149892656
10.06134245,-0.667264492,-1.005958432
10.08785673,-0.737493368,-1.156843873
9.927753309,-0.740093154,-1.037345761
10.18609534,-0.587549086,-1.119873803
9.994876241,-0.60210122,-1.004483087
9.902936809,-0.187263797,-1.212508089
10.4640634,-0.468071598,-1.168028479
10.57327957,-0.690919773,-1.173281138
10.05547883,-0.75823321,-0.619566758
9.498609597,-0.588697763,-0.630065109
10.08986158,-1.13585384,-0.43668591
9.766402489,-0.815620659,-0.41911871
9.42169724,-0.828947919,-0.487430653
9.107488696,-0.841009859,-0.464324342
9.544790203,-0.96055955,-0.436002261
9.305474017,-0.971289425,-0.572845545
9.815743627,-1.300052555,-0.475107292
8.93053487,-1.0264831,-0.596340943
9.050146586,-1.085952868,-0.468639611
8.751788696,-0.894035005,-0.701375055
8.503969417,-0.877815528,-0.652778705
8.275618766,-0.890736402,-0.809228353
8.000051593,-0.813529919,-0.65904749
7.988664262,-0.798431294,-0.657910553
8.039802402,-0.834740747,-0.52161274
7.849302912,-0.806357938,-0.355934873
7.803070419,-0.924773541,-0.210839447
7.787885351,-0.850539363,-0.187603672
7.92119819,-0.949438018,0.055123218
7.522728609,-0.846741799,0.184938843
7.437857243,-0.937917809,0.299664754
7.121335119,-0.91027565,0.342522406
6.918046206,-0.870248075,0.438342069
6.550845299,-0.743933113,0.622605437
6.356907585,-0.714339115,0.74205811
6.173728156,-0.773092146,0.876161545
5.804535262,-0.689582984,1.04851633
5.932187518,-0.76902937,1.303873917
5.928681996,-0.782678048,1.373121097
5.768476671,-0.757444289,1.378317266
5.535445843,-0.688436275,1.359300949
5.538777087,-0.652802411,1.491123779
5.36889157,-0.697203,1.558098392
5.137445261,-0.709873116,1.413876313
4.964946258,-0.657372855,1.189938306
5.218549496,-0.791995626,1.274285516
4.872142589,-0.655026788,1.23663728
4.946425399,-0.707336226,1.141747877
4.752245314,-0.632980663,1.177461732
4.614888069,-0.605311222,0.936098289
4.418167647,-0.597556232,0.831339042
4.21417986,-0.530558229,0.661333314
4.179783486,-0.502742648,0.689945714
4.085030235,-0.467238732,0.659062554
4.07542306,-0.494486751,0.593345538
3.991964951,-0.486959053,0.545840481
4.006713472,-0.465299041,0.506380652
3.814129509,-0.459458858,0.465899139
3.571880468,-0.404096461,0.29921368
3.540562994,-0.356138299,0.302408568
3.470850105,-0.336386548,0.310897864
3.45561305,-0.348763252,0.125627946
3.356919711,-0.255435952,0.143055125
3.39610201,-0.24910677,0.32423414
3.331917028,-0.243165487,0.388423034
3.286778781,-0.276542125,0.286476802
3.245144059,-0.281486035,0.223932585
3.283950472,-0.242829997,0.179381281
3.290175038,-0.262272028,0.268504063
3.049800653,-0.206595604,0.155915679
3.059847727,-0.240233212,0.091185541
2.960650319,-0.18715201,0.125349685
2.935985209,-0.164480714,0.08608543
2.85873545,-0.164929083,0.116139104
2.798481336,-0.132622919,0.102617991
2.715197429,-0.118694333,0.004447443
2.633320707,-0.071606636,-0.058046874
2.457685566,-0.02619034,-0.1082343
2.487418079,-0.051738651,-0.113364601
2.544569739,-0.062027441,-0.144386245
2.571164517,-0.070810746,-0.187610526
2.427545385,-0.037078179,-0.2351613
2.293398938,-0.032037688,-0.402844665
2.422517463,-0.043900832,-0.262480216
2.528818537,-0.056003844,-0.243648594
2.358603099,0.026030069,-0.251173134
2.705883532,-0.08172923,-0.0984666
2.872070047,-0.052428233,0.122740751
2.849636577,-0.065212824,0.062110865
2.764304046,-0.017065664,-0.152118453
2.562055224,0.106971668,-0.273401469
2.651284334,0.07047681,-0.385453202
2.611745862,0.133047239,-0.624551098
2.814535695,0.190502585,-0.578533464
3.013280157,0.203803069,-0.327123158
3.3432486,0.022918899,-0.145464786
3.793282417,-0.111747891,-0.032936839
3.614273206,-0.059246331,-0.10165706
3.698882001,-0.104223389,-0.090214885
3.669476271,-0.126019233,-0.071343801
3.770265702,-0.164345517,-0.04965186
3.923257796,-0.175264109,-0.00564695
3.993527752,-0.214299289,0.037572125
4.109568607,-0.26718422,0.077585553
4.122458758,-0.327954108,0.125901681
4.154107451,-0.373340661,0.08401089
3.984420959,-0.351751088,0.048514375
4.056595376,-0.403492712,0.07400269
4.089680807,-0.455342364,0.141699521
3.952468969,-0.441568564,0.060505041
3.800366044,-0.429373647,0.026456773
3.78689411,-0.44508469,0.121497005
3.793830385,-0.465122772,0.146155885
3.75004093,-0.466362521,0.156792301
3.605093011,-0.45656917,0.171990777
3.515289426,-0.476517941,0.192049767
3.454707148,-0.499716642,0.190423506
3.157925763,-0.417700544,0.025884024
2.855122233,-0.341515323,-0.082581234
2.747414443,-0.277132711,-0.107241928
2.836224545,-0.276015159,-0.103991089
3.05842616,-0.306167872,-0.064341345
2.964826619,-0.261165068,-0.021191559
2.679582582,-0.164000221,-0.146179176
2.488224363,-0.117646701,-0.252686917
2.376156087,-0.030539621,-0.263768771
2.437034531,-0.048086048,-0.296722362
2.25481837,0.050976779,-0.425944709
2.396997003,0.045986516,-0.448264452
2.480312849,0.098075607,-0.452705546
2.817953244,-0.080493036,-0.251819387
3.190393793,-0.198900419,-0.036230443
3.460284948,-0.270534139,-0.082103571
3.498861168,-0.329034568,0.005413639
3.642717003,-0.44746145,0.004825495
3.426527741,-0.387247597,-0.124767697
3.036395362,-0.289897181,-0.234299766
2.803979549,-0.220081981,-0.233345065
2.467615743,-0.130749139,-0.459341471
2.060137068,0.074359177,-0.697551228
1.746019404,0.220773674,-0.899116076
1.442985836,0.381525389,-0.891400236
1.419549449,0.430340844,-1.014288329
1.176272907,0.609522166,-1.111897239
1.059360382,0.656434079,-1.175819605
0.798740077,0.790651531,-1.312044279
0.48474602,0.942128678,-1.571452316
0.37693624,1.085073278,-1.64799947
0.211732827,1.142994581,-1.820903416
-0.260707318,1.403875928,-2.086688966
-0.440140381,1.565839948,-2.242945246
-0.718058902,1.814470658,-2.487278264
-1.151462131,2.048677547,-2.811763065
-1.618978625,2.454330006,-3.027253593
-1.797943109,2.668309761,-3.438473134
-1.852420612,2.72213341,-3.551622969
-1.889593213,2.794477799,-3.653001472
-1.571978841,2.776503623,-3.78456498
-2.067627141,2.978681282,-3.842671412
-1.194363541,2.740507992,-3.776797575
-1.995474378,3.062990838,-4.485819031
-1.964475197,3.388716203,-4.268140157
