"Timestamp","TZ","V_(S8)_SHI (5S) (V)","I_(S8)_SHI (5S) (mA)","V_(S10)_SHI (5S) (V)","I_(S10)_SHI (5S) (mA)","Manual Channel (mV)","22SV","3CV","21SV","2CV","20SV","1CV"
2024/10/07 23:45:05.008,n,-2193.3528,-867.9132,53.737656,882.20984
2024/10/07 23:45:10.000,n,-2193.3304,-867.93272,53.965196,882.20984
2024/10/07 23:45:15.000,n,-2193.3762,-867.9728,53.7899,881.83976
2024/10/07 23:45:20.001,n,-2193.4456,-867.99232,53.965196,882.0868
2024/10/07 23:45:25.000,n,-2193.3304,-867.9728,53.667344,882.00968
2024/10/07 23:45:30.004,n,-2193.3996,-867.93272,53.91246,881.74648
2024/10/07 23:45:35.000,n,-2193.3528,-868.17056,53.825056,882.03992
2024/10/07 23:45:40.092,n,-2193.4456,-867.95224,53.737656,882.20984
2024/10/07 23:45:45.000,n,-2193.5158,-867.93272,53.7025,881.82408
2024/10/07 23:45:50.000,n,-2193.4456,-867.95224,53.614608,881.79336
2024/10/07 23:45:55.004,n,-2193.3996,-867.93272,53.59752,881.77768
2024/10/07 23:46:00.000,n,-2193.3996,-867.93272,53.7025,881.63904
2024/10/07 23:46:05.000,n,-2193.423,-868.01184,53.737656,882.03992
2024/10/07 23:46:10.000,n,-2193.3762,-867.8932,53.667344,881.76208
2024/10/07 23:46:15.000,n,-2193.3996,-867.99232,53.772324,881.94816
2024/10/07 23:46:20.003,n,-2193.4456,-867.95224,53.544784,881.70056
2024/10/07 23:46:25.000,n,-2193.469,-868.01184,53.59752,881.62344
2024/10/07 23:46:30.006,n,-2193.469,-867.8732,53.737656,881.8856
2024/10/07 23:46:35.016,n,-2193.3996,-867.9728,53.895372,882.02432
2024/10/07 23:46:40.000,n,-2193.4456,-867.95224,53.649764,881.994
2024/10/07 23:46:45.090,n,-2193.2834,-867.99232,53.649764,881.74648
2024/10/07 23:46:50.000,n,-2193.3996,-867.9728,53.68492,881.90128
2024/10/07 23:46:55.005,n,-2193.3762,-868.01184,53.772324,882.36464
2024/10/07 23:47:00.000,n,-2193.3068,-867.99232,53.59752,881.93248
2024/10/07 23:47:05.000,n,-2193.3996,-868.03136,53.737656,882.13272
2024/10/07 23:47:10.002,n,-2193.3528,-868.05184,53.755232,881.9784
2024/10/07 23:47:15.000,n,-2193.3528,-867.99232,53.755232,882.19472
2024/10/07 23:47:20.005,n,-2193.3762,-867.9728,53.860216,882.13272
2024/10/07 23:47:25.000,n,-2193.423,-867.95224,53.614608,882.02432
2024/10/07 23:47:30.000,n,-2193.3996,-867.99232,53.7025,882.10144
2024/10/07 23:47:35.001,n,-2193.5384,-867.9728,53.720076,881.8856
2024/10/07 23:47:40.000,n,-2193.4456,-867.8932,53.842636,881.94816
2024/10/07 23:47:45.004,n,-2193.4914,-868.01184,53.80748,881.994
2024/10/07 23:47:50.000,n,-2193.4914,-867.9132,53.667344,882.03992
2024/10/07 23:47:55.000,n,-2193.5384,-867.99232,53.667344,882.17904
2024/10/07 23:48:00.001,n,-2193.5842,-867.8336,53.825056,881.79336
2024/10/07 23:48:05.000,n,-2193.4914,-867.9728,53.825056,882.14832
2024/10/07 23:48:10.004,n,-2193.4914,-867.9132,53.614608,882.05552
2024/10/07 23:48:15.000,n,-2193.5384,-867.99232,53.562364,881.77768
2024/10/07 23:48:20.014,n,-2193.5384,-867.9132,53.737656,881.77768
2024/10/07 23:48:25.001,n,-2193.4914,-867.9728,53.632188,881.63904
2024/10/07 23:48:30.000,n,-2193.5618,-868.03136,53.57994,882.00968
2024/10/07 23:48:35.004,n,-2193.5384,-867.99232,53.667344,881.80896
2024/10/07 23:48:40.000,n,-2193.5158,-867.99232,53.562364,881.83976
2024/10/07 23:48:45.006,n,-2193.6076,-867.99232,53.632188,882.13272
2024/10/07 23:48:50.000,n,-2193.6076,-867.99232,53.59752,882.00968
2024/10/07 23:48:55.159,n,-2193.5618,-867.95224,53.7899,881.91688
2024/10/07 23:49:00.003,n,-2193.6076,-867.99232,53.720076,881.77768
2024/10/07 23:49:05.000,n,-2193.6312,-867.9728,53.737656,882.03992
2024/10/07 23:49:10.006,n,-2193.6076,-867.99232,53.842636,882.16344
2024/10/07 23:49:15.000,n,-2193.6546,-867.8336,53.632188,882.00968
2024/10/07 23:49:20.000,n,-2193.5618,-867.9728,53.667344,881.70056
2024/10/07 23:49:25.002,n,-2193.5842,-868.01184,53.720076,882.14832
2024/10/07 23:49:30.024,n,-2193.6546,-867.8932,53.50914,881.91688
2024/10/07 23:49:35.005,n,-2193.677,-867.95224,53.562364,881.59264
2024/10/07 23:49:40.000,n,-2193.6076,-867.9728,53.614608,881.87048
2024/10/07 23:49:45.000,n,-2193.7238,-868.01184,53.68492,881.8856
2024/10/07 23:49:50.001,n,-2193.7474,-867.8732,53.59752,881.73184
2024/10/07 23:49:55.000,n,-2193.7004,-867.9728,53.544784,882.03992
2024/10/07 23:50:00.005,n,-2193.7004,-867.99232,53.632188,881.80896
2024/10/07 23:50:05.000,n,-2193.6312,-867.99232,53.527208,881.9784
2024/10/07 23:50:10.000,n,-2193.7932,-868.05184,53.527208,881.57752
2024/10/07 23:50:15.003,n,-2193.8636,-868.01184,53.7899,882.11704
2024/10/07 23:50:20.000,n,-2193.8166,-867.95224,53.755232,882.11704
2024/10/07 23:50:25.004,n,-2193.8636,-867.95224,53.527208,881.73184
2024/10/07 23:50:30.080,n,-2193.8392,-868.05184,53.649764,882.10144
2024/10/07 23:50:35.000,n,-2193.7932,-868.09096,53.7025,881.73184
