Time,V(v),E.Y,E.Y.00,E.Y.01,E.Y.02,E.Y.03,E.Y.04,E.Y.05,E.Y.06,E.Y.07,E.Y.08,E.Y.09,E.Y.10,E.Y.11,E.Y.12,E.Y.13,E.Y.14,E.Y.15,E.Y.16,E.Y.17,E.Y.18,E.Y.19,E.Y.20,E.Y.21,E.Y.22,E.X,E.X.00,E.X.01,E.X.02,E.X.03,E.X.04,E.X.05,E.X.06,E.X.07,E.X.08,E.X.09,E.X.10,E.X.11,E.X.12,E.X.13,E.X.14,E.X.15,E.X.16,E.X.17,E.X.18,E.X.19,E.X.20,E.X.21,E.X.22,V(v).00,V(v).01,V(v).02,V(v).03,V(v).04,V(v).05,V(v).06,V(v).07,V(v).08,V(v).09,V(v).10,V(v).11,V(v).12,V(v).13,V(v).14,V(v).15,V(v).16,V(v).17,V(v).18,V(v).19,V(v).20,V(v).21,V(v).22,Vt(v),U0,U1
2024-05-10 01:44:00,49.6233,-35.0756,-5.03217,-5.03217,-5.03217,-5.03217,-5.03217,-0.852582,-0.852582,-0.852582,-0.852582,-0.852582,-0.852582,-0.852582,-0.907833,-0.907833,-0.907833,-0.907833,-0.907833,-0.907833,-0.907833,1.08692,-0.852582,1.08692,1.08692,95.1479,-0.3756,-0.3756,-0.3756,-0.3756,-0.3756,8.69002,8.69002,8.69002,8.69002,8.69002,8.69002,8.69002,6.10039,6.10039,6.10039,6.10039,6.10039,6.10039,6.10039,-5.06568,8.69002,-5.06568,-5.06568,-0.415964,-1.381,-1.18489,-0.806732,-1.21098,4.73641,3.34345,1.66513,1.63029,1.52983,1.5764,2.50766,2.89662,2.44448,0.974655,1.96318,1.86188,4.43989,4.77455,-18.8416,36.989,0.119022,0.0119581,41.8233,2.01,9.81
2024-05-10 01:45:00,29.1769,-30.0405,-5.02728,-5.02728,-5.02728,-5.02728,-5.02728,-0.364646,-0.364646,-0.364646,-0.364646,-0.364646,-0.364646,-0.364646,-0.460881,-0.460881,-0.460881,-0.460881,-0.460881,-0.460881,-0.460881,0.41308,-0.364646,0.41308,0.41308,66.8596,0.269496,0.269496,0.269496,0.269496,0.269496,5.69122,5.69122,5.69122,5.69122,5.69122,5.69122,5.69122,4.84437,4.84437,4.84437,4.84437,4.84437,4.84437,4.84437,-4.64274,5.69122,-4.64274,-4.64274,-0.398898,-1.25113,-0.961617,-0.57713,-0.734272,3.15785,2.19917,1.1001,1.08694,1.04536,1.06629,1.6617,2.33929,2.01888,0.838301,1.63554,1.49111,3.56251,3.89594,-18.4394,24.6797,-0.0744965,-0.16481,24.5669,1.48,6.09
2024-05-10 01:46:00,26.4288,-29.4765,-5.00065,-5.00065,-5.00065,-5.00065,-5.00065,-0.324775,-0.324775,-0.324775,-0.324775,-0.324775,-0.324775,-0.324775,-0.398911,-0.398911,-0.398911,-0.398911,-0.398911,-0.398911,-0.398911,0.305761,-0.324775,0.305761,0.305761,62.8674,0.325356,0.325356,0.325356,0.325356,0.325356,5.29043,5.29043,5.29043,5.29043,5.29043,5.29043,5.29043,4.64228,4.64228,4.64228,4.64228,4.64228,4.64228,4.64228,-4.52624,5.29043,-4.52624,-4.52624,-0.395304,-1.23308,-0.936788,-0.553742,-0.68813,2.93956,2.04499,1.02332,1.01181,0.974928,0.993684,1.5461,2.24812,1.94744,0.813904,1.5799,1.43097,3.41994,3.75059,-18.1714,22.975,-0.103152,-0.189901,22.2788,1.44,5.59
2024-05-10 01:47:00,45.1491,-31.9832,-4.81613,-4.81613,-4.81613,-4.81613,-4.81613,-0.688855,-0.688855,-0.688855,-0.688855,-0.688855,-0.688855,-0.688855,-0.782677,-0.782677,-0.782677,-0.782677,-0.782677,-0.782677,-0.782677,1.02901,-0.688855,1.02901,1.02901,88.1244,-0.259937,-0.259937,-0.259937,-0.259937,-0.259937,7.84864,7.84864,7.84864,7.84864,7.84864,7.84864,7.84864,5.90257,5.90257,5.90257,5.90257,5.90257,5.90257,5.90257,-4.89432,7.84864,-4.89432,-4.89432,-0.395534,-1.30187,-1.09972,-0.736771,-1.08558,4.30125,3.02371,1.50792,1.48051,1.39992,1.43797,2.273,2.81707,2.39381,0.966724,1.9277,1.80613,4.30944,4.65816,-18.2467,33.5984,0.108339,0.00518086,38.1391,1.83,8.84
2024-05-10 01:48:00,57.197,-34.0137,-4.65397,-4.65397,-4.65397,-4.65397,-4.65397,-1.0054,-1.0054,-1.0054,-1.0054,-1.0054,-1.0054,-1.0054,-1.03167,-1.03167,-1.03167,-1.03167,-1.03167,-1.03167,-1.03167,1.50701,-1.0054,1.50701,1.50701,104.397,-0.735837,-0.735837,-0.735837,-0.735837,-0.735837,9.4831,9.4831,9.4831,9.4831,9.4831,9.4831,9.4831,6.77729,6.77729,6.77729,6.77729,6.77729,6.77729,6.77729,-5.0765,9.4831,-5.0765,-5.0765,-0.394741,-1.35465,-1.22966,-0.883968,-1.40649,5.14703,3.64491,1.81339,1.77162,1.65263,1.70715,2.72901,3.21456,2.70881,1.07709,2.17421,2.06735,4.92927,5.29505,-18.0428,40.1886,0.250808,0.13792,48.487,2.2,10.91
2024-05-10 01:49:00,43.449,-31.7814,-4.69265,-4.69265,-4.69265,-4.69265,-4.69265,-0.729457,-0.729457,-0.729457,-0.729457,-0.729457,-0.729457,-0.729457,-0.790754,-0.790754,-0.790754,-0.790754,-0.790754,-0.790754,-0.790754,1.01761,-0.729457,1.01761,1.01761,85.4971,-0.341646,-0.341646,-0.341646,-0.341646,-0.341646,7.58757,7.58757,7.58757,7.58757,7.58757,7.58757,7.58757,5.84152,5.84152,5.84152,5.84152,5.84152,5.84152,5.84152,-4.79528,7.58757,-4.79528,-4.79528,-0.387677,-1.28611,-1.10197,-0.749245,-1.12292,4.13985,2.92002,1.45462,1.42495,1.33911,1.37903,2.19103,2.7855,2.36422,0.952725,1.903,1.78667,4.26259,4.60349,-17.8585,32.3316,0.109114,0.00791651,36.849,1.92,8.52
2024-05-10 01:50:00,24.4291,-28.1387,-4.80993,-4.80993,-4.80993,-4.80993,-4.80993,-0.282418,-0.282418,-0.282418,-0.282418,-0.282418,-0.282418,-0.282418,-0.368331,-0.368331,-0.368331,-0.368331,-0.368331,-0.368331,-0.368331,0.249542,-0.282418,0.249542,0.249542,59.043,0.342154,0.342154,0.342154,0.342154,0.342154,4.9596,4.9596,4.9596,4.9596,4.9596,4.9596,4.9596,4.37894,4.37894,4.37894,4.37894,4.37894,4.37894,4.37894,-4.33238,4.9596,-4.33238,-4.33238,-0.379473,-1.18023,-0.890998,-0.522257,-0.640343,2.7621,1.91819,0.960423,0.950724,0.918908,0.935402,1.45163,2.12179,1.83934,0.7697,1.49262,1.35018,3.22706,3.54102,-17.4797,21.5901,-0.112311,-0.194766,20.5691,1.36,5.22
2024-05-10 01:51:00,27.0643,-28.1823,-4.74352,-4.74352,-4.74352,-4.74352,-4.74352,-0.317983,-0.317983,-0.317983,-0.317983,-0.317983,-0.317983,-0.317983,-0.439493,-0.439493,-0.439493,-0.439493,-0.439493,-0.439493,-0.439493,0.385217,-0.317983,0.385217,0.385217,62.2411,0.262425,0.262425,0.262425,0.262425,0.262425,5.29496,5.29496,5.29496,5.29496,5.29496,5.29496,5.29496,4.51757,4.51757,4.51757,4.51757,4.51757,4.51757,4.51757,-4.35122,5.29496,-4.35122,-4.35122,-0.376172,-1.17889,-0.904536,-0.541666,-0.686823,2.94412,2.04709,1.02455,1.01338,0.977349,0.995772,1.54814,2.18002,1.87979,0.77935,1.52235,1.39005,3.32081,3.62923,-17.2855,23.0113,-0.0704251,-0.155042,22.7843,1.39,5.67
2024-05-10 01:52:00,49.6566,-32.3232,-4.72181,-4.72181,-4.72181,-4.72181,-4.72181,-0.691147,-0.691147,-0.691147,-0.691147,-0.691147,-0.691147,-0.691147,-1.02457,-1.02457,-1.02457,-1.02457,-1.02457,-1.02457,-1.02457,1.32898,-0.691147,1.32898,1.32898,91.7953,-0.328834,-0.328834,-0.328834,-0.328834,-0.328834,8.22273,8.22273,8.22273,8.22273,8.22273,8.22273,8.22273,5.86487,5.86487,5.86487,5.86487,5.86487,5.86487,5.86487,-4.46546,8.22273,-4.46546,-4.46546,-0.3897,-1.29113,-1.10368,-0.748601,-1.11889,4.51507,3.16933,1.5813,1.5541,1.4735,1.51185,2.38439,2.76199,2.30474,0.899482,1.84269,1.78265,4.24702,4.52925,-15.8644,35.2715,0.221679,0.122333,41.9666,1.83,9.52
2024-05-10 01:53:00,58.0905,-36.4795,-5.08706,-5.08706,-5.08706,-5.08706,-5.08706,-0.920612,-0.920612,-0.920612,-0.920612,-0.920612,-0.920612,-0.920612,-1.2562,-1.2562,-1.2562,-1.2562,-1.2562,-1.2562,-1.2562,1.70469,-0.920612,1.70469,1.70469,101.875,-0.835361,-0.835361,-0.835361,-0.835361,-0.835361,9.50568,9.50568,9.50568,9.50568,9.50568,9.50568,9.50568,6.16872,6.16872,6.16872,6.16872,6.16872,6.16872,6.16872,-4.39154,9.50568,-4.39154,-4.39154,-0.432278,-1.48691,-1.35479,-0.977248,-1.56027,5.18444,3.65786,1.82201,1.7845,1.67612,1.72646,2.74424,2.87827,2.37079,0.901918,1.88559,1.86637,4.44182,4.6922,-14.8031,40.4891,0.343224,0.240195,49.4405,2.54,11.19
2024-05-10 01:54:00,39.3754,-32.0339,-4.93153,-4.93153,-4.93153,-4.93153,-4.93153,-0.596598,-0.596598,-0.596598,-0.596598,-0.596598,-0.596598,-0.596598,-0.760856,-0.760856,-0.760856,-0.760856,-0.760856,-0.760856,-0.760856,0.907506,-0.596598,0.907506,0.907506,77.2538,-0.242066,-0.242066,-0.242066,-0.242066,-0.242066,6.97487,6.97487,6.97487,6.97487,6.97487,6.97487,6.97487,5.04119,5.04119,5.04119,5.04119,5.04119,5.04119,5.04119,-4.20772,6.97487,-4.20772,-4.20772,-0.404388,-1.32826,-1.11777,-0.745871,-1.09381,3.8269,2.68785,1.34082,1.31723,1.24756,1.28061,2.02151,2.39209,2.01686,0.802792,1.61918,1.53809,3.66749,3.94127,-15.641,29.8946,0.100336,0.0113427,33.4554,1.97,7.89
2024-05-10 01:55:00,20.1326,-26.0533,-4.55743,-4.55743,-4.55743,-4.55743,-4.55743,-0.214087,-0.214087,-0.214087,-0.214087,-0.214087,-0.214087,-0.214087,-0.27048,-0.27048,-0.27048,-0.27048,-0.27048,-0.27048,-0.27048,0.113281,-0.214087,0.113281,0.113281,52.1376,0.399722,0.399722,0.399722,0.399722,0.399722,4.34192,4.34192,4.34192,4.34192,4.34192,4.34192,4.34192,3.98087,3.98087,3.98087,3.98087,3.98087,3.98087,3.98087,-4.15414,4.34192,-4.15414,-4.15414,-0.3576,-1.10322,-0.818203,-0.468035,-0.55102,2.42767,1.68092,0.842449,0.835613,0.811902,0.824705,1.27416,1.93857,1.69137,0.715651,1.37588,1.23056,2.9428,3.24498,-17.0136,18.9791,-0.147359,-0.224734,16.9026,1.23,4.46
2024-05-10 01:56:00,29.4275,-28.3951,-4.66753,-4.66753,-4.66753,-4.66753,-4.66753,-0.376489,-0.376489,-0.376489,-0.376489,-0.376489,-0.376489,-0.376489,-0.504931,-0.504931,-0.504931,-0.504931,-0.504931,-0.504931,-0.504931,0.49633,-0.376489,0.49633,0.49633,64.0662,0.127811,0.127811,0.127811,0.127811,0.127811,5.55401,5.55401,5.55401,5.55401,5.55401,5.55401,5.55401,4.48232,4.48232,4.48232,4.48232,4.48232,4.48232,4.48232,-4.12705,5.55401,-4.12705,-4.12705,-0.373517,-1.186,-0.934973,-0.579272,-0.772007,3.07576,2.14514,1.07255,1.05869,1.01553,1.03698,1.61958,2.15267,1.84455,0.756235,1.4902,1.37588,3.28517,3.57326,-16.132,24.0362,-0.0255656,-0.107577,24.8675,1.5,6.06
2024-05-10 01:57:00,54.0295,-34.1082,-5.05364,-5.05364,-5.05364,-5.05364,-5.05364,-0.714183,-0.714183,-0.714183,-0.714183,-0.714183,-0.714183,-0.714183,-1.11621,-1.11621,-1.11621,-1.11621,-1.11621,-1.11621,-1.11621,1.5623,-0.714183,1.5623,1.5623,95.7623,-0.421648,-0.421648,-0.421648,-0.421648,-0.421648,8.7175,8.7175,8.7175,8.7175,8.7175,8.7175,8.7175,5.78531,5.78531,5.78531,5.78531,5.78531,5.78531,5.78531,-4.1222,8.7175,-4.1222,-4.1222,-0.418888,-1.39576,-1.20525,-0.825947,-1.24893,4.7921,3.36094,1.67737,1.64946,1.56632,1.60607,2.52972,2.70868,2.24194,0.861175,1.78662,1.75337,4.1745,4.42543,-13.9712,37.4374,0.31026,0.214057,45.8095,2.06,10.28
2024-05-10 01:58:00,58.3787,-33.392,-5.0276,-5.0276,-5.0276,-5.0276,-5.0276,-0.633498,-0.633498,-0.633498,-0.633498,-0.633498,-0.633498,-0.633498,-1.23352,-1.23352,-1.23352,-1.23352,-1.23352,-1.23352,-1.23352,1.8162,-0.633498,1.8162,1.8162,101.139,-0.369256,-0.369256,-0.369256,-0.369256,-0.369256,9.01155,9.01155,9.01155,9.01155,9.01155,9.01155,9.01155,6.14594,6.14594,6.14594,6.14594,6.14594,6.14594,6.14594,-4.04283,9.01155,-4.04283,-4.04283,-0.415432,-1.37855,-1.18174,-0.803869,-1.20545,4.98398,3.47944,1.73913,1.71551,1.64265,1.67857,2.62555,2.87035,2.36743,0.90305,1.88394,1.86035,4.42796,4.68212,-13.1319,38.9464,0.393695,0.29554,49.5287,1.93,10.78
2024-05-10 01:59:00,33.7454,-27.2085,-4.54391,-4.54391,-4.54391,-4.54391,-4.54391,-0.325789,-0.325789,-0.325789,-0.325789,-0.325789,-0.325789,-0.325789,-0.600492,-0.600492,-0.600492,-0.600492,-0.600492,-0.600492,-0.600492,0.773596,-0.325789,0.773596,0.773596,69.0675,0.142342,0.142342,0.142342,0.142342,0.142342,5.87208,5.87208,5.87208,5.87208,5.87208,5.87208,5.87208,4.79221,4.79221,4.79221,4.79221,4.79221,4.79221,4.79221,-4.05547,5.87208,-4.05547,-4.05547,-0.36316,-1.15102,-0.904037,-0.557571,-0.738345,3.27276,2.27153,1.13755,1.1265,1.0899,1.109,1.71956,2.29239,1.95394,0.793515,1.57537,1.46806,3.50372,3.79594,-15.278,25.5825,0.0648834,-0.0195356,28.5254,1.37,6.59
2024-05-10 02:00:00,17.1348,-24.3323,-4.27001,-4.27001,-4.27001,-4.27001,-4.27001,-0.188737,-0.188737,-0.188737,-0.188737,-0.188737,-0.188737,-0.188737,-0.211347,-0.211347,-0.211347,-0.211347,-0.211347,-0.211347,-0.211347,0.0023725,-0.188737,0.0023725,0.0023725,47.0102,0.400211,0.400211,0.400211,0.400211,0.400211,3.89897,3.89897,3.89897,3.89897,3.89897,3.89897,3.89897,3.67253,3.67253,3.67253,3.67253,3.67253,3.67253,3.67253,-3.96347,3.89897,-3.96347,-3.96347,-0.334384,-1.02852,-0.757751,-0.429399,-0.497317,2.18102,1.50961,0.756679,0.750716,0.729863,0.741186,1.14453,1.79416,1.57178,0.669666,1.28056,1.13709,2.72026,3.00898,-16.445,17.0512,-0.173877,-0.246284,14.3548,1.14,3.92
2024-05-10 02:01:00,33.2806,-26.6729,-4.46032,-4.46032,-4.46032,-4.46032,-4.46032,-0.36551,-0.36551,-0.36551,-0.36551,-0.36551,-0.36551,-0.36551,-0.550676,-0.550676,-0.550676,-0.550676,-0.550676,-0.550676,-0.550676,0.802492,-0.36551,0.802492,0.802492,68.3438,0.0936744,0.0936744,0.0936744,0.0936744,0.0936744,5.75765,5.75765,5.75765,5.75765,5.75765,5.75765,5.75765,4.84555,4.84555,4.84555,4.84555,4.84555,4.84555,4.84555,-4.03487,5.75765,-4.03487,-4.03487,-0.35767,-1.13902,-0.903271,-0.563657,-0.758727,3.19568,2.225,1.1131,1.09997,1.05832,1.07933,1.68144,2.32639,1.99258,0.816323,1.60953,1.48714,3.5507,3.86088,-15.1345,24.9757,0.0748884,-0.00954159,28.2406,1.42,6.46
2024-05-10 02:02:00,58.0912,-31.6542,-4.92313,-4.92313,-4.92313,-4.92313,-4.92313,-0.743609,-0.743609,-0.743609,-0.743609,-0.743609,-0.743609,-0.743609,-1.03809,-1.03809,-1.03809,-1.03809,-1.03809,-1.03809,-1.03809,2.059,-0.743609,2.059,2.059,101.245,-0.509179,-0.509179,-0.509179,-0.509179,-0.509179,8.60014,8.60014,8.60014,8.60014,8.60014,8.60014,8.60014,6.73572,6.73572,6.73572,6.73572,6.73572,6.73572,6.73572,-4.0534,8.60014,-4.0534,-4.0534,-0.410614,-1.37933,-1.20803,-0.839547,-1.28927,4.71632,3.31378,1.65286,1.62337,1.53647,1.57762,2.49176,3.19293,2.68839,1.06733,2.15712,2.05406,4.89724,5.25746,-12.6881,36.8417,0.469673,0.368072,49.8612,2.12,10.35
2024-05-10 02:03:00,54.2391,-29.9553,-4.77706,-4.77706,-4.77706,-4.77706,-4.77706,-0.702277,-0.702277,-0.702277,-0.702277,-0.702277,-0.702277,-0.702277,-0.90618,-0.90618,-0.90618,-0.90618,-0.90618,-0.90618,-0.90618,1.96381,-0.702277,1.96381,1.96381,96.39,-0.403543,-0.403543,-0.403543,-0.403543,-0.403543,8.00127,8.00127,8.00127,8.00127,8.00127,8.00127,8.00127,6.65835,6.65835,6.65835,6.65835,6.65835,6.65835,6.65835,-4.0703,8.00127,-4.0703,-4.0703,-0.396091,-1.32036,-1.141,-0.782508,-1.18424,4.38489,3.08251,1.53725,1.50929,1.42714,1.46593,2.3172,3.17427,2.69336,1.08475,2.16767,2.03627,4.85795,5.24525,-12.9494,34.2517,0.438959,0.338324,46.6191,1.97,9.59
2024-05-10 02:04:00,26.6477,-25.0528,-4.29352,-4.29352,-4.29352,-4.29352,-4.29352,-0.296883,-0.296883,-0.296883,-0.296883,-0.296883,-0.296883,-0.296883,-0.397923,-0.397923,-0.397923,-0.397923,-0.397923,-0.397923,-0.397923,0.525088,-0.296883,0.525088,0.525088,58.6991,0.197953,0.197953,0.197953,0.197953,0.197953,4.89331,4.89331,4.89331,4.89331,4.89331,4.89331,4.89331,4.29815,4.29815,4.29815,4.29815,4.29815,4.29815,4.29815,-3.84139,4.89331,-3.84139,-3.84139,-0.341509,-1.07494,-0.83236,-0.504326,-0.650857,2.71992,1.89166,0.946685,0.936206,0.902535,0.91971,1.4304,2.07717,1.79453,0.746498,1.45436,1.32351,3.16237,3.46108,-14.8886,21.2587,-0.00392568,-0.0811063,22.6077,1.3,5.34
2024-05-10 02:05:00,15.4606,-22.9989,-4.03122,-4.03122,-4.03122,-4.03122,-4.03122,-0.161081,-0.161081,-0.161081,-0.161081,-0.161081,-0.161081,-0.161081,-0.203938,-0.203938,-0.203938,-0.203938,-0.203938,-0.203938,-0.203938,-0.0421834,-0.161081,-0.0421834,-0.0421834,43.5094,0.382066,0.382066,0.382066,0.382066,0.382066,3.6643,3.6643,3.6643,3.6643,3.6643,3.6643,3.6643,3.38583,3.38583,3.38583,3.38583,3.38583,3.38583,3.38583,-3.80538,3.6643,-3.80538,-3.80538,-0.315575,-0.970158,-0.713915,-0.403882,-0.46638,2.05445,1.41955,0.711942,0.70715,0.689589,0.699426,1.07727,1.65273,1.44635,0.615138,1.17791,1.04788,2.50661,2.77042,-15.8784,16.0632,-0.18094,-0.249864,12.8706,1.06,3.65
2024-05-10 02:06:00,38.7341,-27.3169,-4.57699,-4.57699,-4.57699,-4.57699,-4.57699,-0.445945,-0.445945,-0.445945,-0.445945,-0.445945,-0.445945,-0.445945,-0.64696,-0.64696,-0.64696,-0.64696,-0.64696,-0.64696,-0.64696,1.22145,-0.445945,1.22145,1.22145,73.9982,-0.0388463,-0.0388463,-0.0388463,-0.0388463,-0.0388463,6.15479,6.15479,6.15479,6.15479,6.15479,6.15479,6.15479,5.14532,5.14532,5.14532,5.14532,5.14532,5.14532,5.14532,-3.68773,6.15479,-3.68773,-3.68773,-0.370514,-1.19573,-0.973397,-0.626302,-0.878123,3.40018,2.37577,1.18715,1.17035,1.11894,1.14412,1.79189,2.46097,2.09726,0.851436,1.69079,1.57613,3.76157,4.07474,-12.8524,26.5688,0.222089,0.138386,33.1741,1.61,7.17
2024-05-10 02:07:00,61.332,-32.3765,-5.22135,-5.22135,-5.22135,-5.22135,-5.22135,-0.738141,-0.738141,-0.738141,-0.738141,-0.738141,-0.738141,-0.738141,-1.15481,-1.15481,-1.15481,-1.15481,-1.15481,-1.15481,-1.15481,2.573,-0.738141,2.573,2.573,103.037,-0.585781,-0.585781,-0.585781,-0.585781,-0.585781,8.59706,8.59706,8.59706,8.59706,8.59706,8.59706,8.59706,6.83622,6.83622,6.83622,6.83622,6.83622,6.83622,6.83622,-3.5548,8.59706,-3.5548,-3.5548,-0.436669,-1.472,-1.29697,-0.906642,-1.40111,4.71614,3.31285,1.65252,1.62331,1.53709,1.57796,2.49139,3.22537,2.69825,1.05821,2.1595,2.07981,4.956,5.29525,-9.58655,36.8408,0.653471,0.554089,53.022,2.36,10.67
2024-05-10 02:08:00,48.9864,-28.5613,-4.72282,-4.72282,-4.72282,-4.72282,-4.72282,-0.553884,-0.553884,-0.553884,-0.553884,-0.553884,-0.553884,-0.553884,-0.890865,-0.890865,-0.890865,-0.890865,-0.890865,-0.890865,-0.890865,1.90664,-0.553884,1.90664,1.90664,87.4709,-0.245707,-0.245707,-0.245707,-0.245707,-0.245707,7.12743,7.12743,7.12743,7.12743,7.12743,7.12743,7.12743,6.10065,6.10065,6.10065,6.10065,6.10065,6.10065,6.10065,-3.67486,7.12743,-3.67486,-3.67486,-0.387633,-1.27481,-1.07525,-0.719233,-1.05776,3.92669,2.74938,1.3729,1.35158,1.28736,1.31837,2.07131,2.8993,2.44966,0.978903,1.96827,1.86278,4.44248,4.78158,-11.423,30.6794,0.438382,0.345735,42.1964,1.83,8.62
2024-05-10 02:09:00,19.5486,-22.617,-3.93578,-3.93578,-3.93578,-3.93578,-3.93578,-0.199613,-0.199613,-0.199613,-0.199613,-0.199613,-0.199613,-0.199613,-0.290163,-0.290163,-0.290163,-0.290163,-0.290163,-0.290163,-0.290163,0.229978,-0.199613,0.229978,0.229978,48.1883,0.284783,0.284783,0.284783,0.284783,0.284783,4.0119,4.0119,4.0119,4.0119,4.0119,4.0119,4.0119,3.68302,3.68302,3.68302,3.68302,3.68302,3.68302,3.68302,-3.70397,4.0119,-3.70397,-3.70397,-0.310384,-0.96478,-0.727412,-0.425635,-0.520419,2.24263,1.55307,0.778328,0.771922,0.749789,0.761707,1.17713,1.78753,1.55289,0.652231,1.26118,1.13656,2.71697,2.98615,-14.9109,17.5323,-0.0907842,-0.161502,16.4486,1.1,4.2
2024-05-10 02:10:00,15.8447,-21.9335,-3.81299,-3.81299,-3.81299,-3.81299,-3.81299,-0.169779,-0.169779,-0.169779,-0.169779,-0.169779,-0.169779,-0.169779,-0.217842,-0.217842,-0.217842,-0.217842,-0.217842,-0.217842,-0.217842,0.00485327,-0.169779,0.00485327,0.00485327,42.9977,0.335971,0.335971,0.335971,0.335971,0.335971,3.62377,3.62377,3.62377,3.62377,3.62377,3.62377,3.62377,3.32413,3.32413,3.32413,3.32413,3.32413,3.32413,3.32413,-3.64708,3.62377,-3.64708,-3.64708,-0.299148,-0.922705,-0.684022,-0.391037,-0.459876,2.0287,1.40334,0.703549,0.698288,0.679611,0.689857,1.06431,1.61996,1.41473,0.59957,1.15126,1.02794,2.45845,2.71286,-15.1269,15.8609,-0.159157,-0.22582,13.2247,1.03,3.65
2024-05-10 02:11:00,42.9568,-24.7206,-4.28213,-4.28213,-4.28213,-4.28213,-4.28213,-0.424665,-0.424665,-0.424665,-0.424665,-0.424665,-0.424665,-0.424665,-0.715596,-0.715596,-0.715596,-0.715596,-0.715596,-0.715596,-0.715596,1.69885,-0.424665,1.69885,1.69885,79.0725,-0.138702,-0.138702,-0.138702,-0.138702,-0.138702,6.23297,6.23297,6.23297,6.23297,6.23297,6.23297,6.23297,5.85273,5.85273,5.85273,5.85273,5.85273,5.85273,5.85273,-3.68894,6.23297,-3.68894,-3.68894,-0.34929,-1.1391,-0.945951,-0.622281,-0.897048,3.45114,2.40727,1.20356,1.1879,1.1392,1.16337,1.81735,2.80236,2.39167,0.973519,1.92923,1.79381,4.2816,4.64312,-11.8988,26.9696,0.37234,0.282219,37.0468,1.56,7.47
2024-05-10 02:12:00,61.3517,-26.1509,-4.62694,-4.62694,-4.62694,-4.62694,-4.62694,-0.602644,-0.602644,-0.602644,-0.602644,-0.602644,-0.602644,-0.602644,-0.93329,-0.93329,-0.93329,-0.93329,-0.93329,-0.93329,-0.93329,2.77932,-0.602644,2.77932,2.77932,103.133,-0.474308,-0.474308,-0.474308,-0.474308,-0.474308,7.98106,7.98106,7.98106,7.98106,7.98106,7.98106,7.98106,7.50092,7.50092,7.50092,7.50092,7.50092,7.50092,7.50092,-3.61676,7.98106,-3.61676,-3.61676,-0.385801,-1.2955,-1.1339,-0.787534,-1.20858,4.40205,3.07952,1.5382,1.5152,1.44548,1.47934,2.32114,3.58911,3.06036,1.24367,2.46776,2.29818,5.48507,5.94418,-9.4294,34.3951,0.715699,0.612422,53.2917,1.96,10.02
2024-05-10 02:13:00,42.4115,-24.7818,-4.36417,-4.36417,-4.36417,-4.36417,-4.36417,-0.379199,-0.379199,-0.379199,-0.379199,-0.379199,-0.379199,-0.379199,-0.662005,-0.662005,-0.662005,-0.662005,-0.662005,-0.662005,-0.662005,1.56891,-0.379199,1.56891,1.56891,77.337,-0.114421,-0.114421,-0.114421,-0.114421,-0.114421,6.21061,6.21061,6.21061,6.21061,6.21061,6.21061,6.21061,5.52817,5.52817,5.52817,5.52817,5.52817,5.52817,5.52817,-3.49096,6.21061,-3.49096,-3.49096,-0.355285,-1.15555,-0.954794,-0.624643,-0.894366,3.45144,2.40078,1.20142,1.188,1.14496,1.16688,1.81523,2.64905,2.26319,0.922973,1.82634,1.695,4.04614,4.39122,-11.338,26.976,0.340152,0.255387,36.5415,1.57,7.44
2024-05-10 02:14:00,13.9314,-21.1724,-3.66217,-3.66217,-3.66217,-3.66217,-3.66217,-0.149124,-0.149124,-0.149124,-0.149124,-0.149124,-0.149124,-0.149124,-0.195841,-0.195841,-0.195841,-0.195841,-0.195841,-0.195841,-0.195841,-0.0992124,-0.149124,-0.0992124,-0.0992124,39.5362,0.339529,0.339529,0.339529,0.339529,0.339529,3.39668,3.39668,3.39668,3.39668,3.39668,3.39668,3.39668,3.02326,3.02326,3.02326,3.02326,3.02326,3.02326,3.02326,-3.49921,3.39668,-3.49921,-3.49921,-0.28688,-0.882849,-0.651162,-0.36959,-0.429259,1.90446,1.31588,0.659954,0.655522,0.639267,0.648376,0.998612,1.47368,1.28737,0.545867,1.04773,0.935007,2.23625,2.46823,-14.7222,14.8905,-0.185406,-0.247975,11.5414,0.97,3.36
2024-05-10 02:15:00,17.736,-21.687,-3.78338,-3.78338,-3.78338,-3.78338,-3.78338,-0.176958,-0.176958,-0.176958,-0.176958,-0.176958,-0.176958,-0.176958,-0.24822,-0.24822,-0.24822,-0.24822,-0.24822,-0.24822,-0.24822,0.127709,-0.176958,0.127709,0.127709,44.3456,0.266976,0.266976,0.266976,0.266976,0.266976,3.78531,3.78531,3.78531,3.78531,3.78531,3.78531,3.78531,3.30801,3.30801,3.30801,3.30801,3.30801,3.30801,3.30801,-3.47593,3.78531,-3.47593,-3.47593,-0.298541,-0.928774,-0.701581,-0.411561,-0.505269,2.11925,1.46591,0.73493,0.729454,0.709993,0.720676,1.11179,1.60739,1.39848,0.588887,1.13642,1.02143,2.44208,2.68708,-14.1698,16.5688,-0.112936,-0.17812,14.886,1.08,3.93
