Date_UTC,Extent,IAGA,GEOLON,GEOLAT,MLT,MCOLAT,IGRF_DECL,SZA,dbn_nez,dbe_nez,dbz_nez,dbn_geo,dbe_geo,dbz_geo
2024-05-10T11:57:00,60,GUA,144.87,13.59,21.55,84.36,179.62,133.33,0.8,2.2,-2.6,0.8,2.2,-2.6
2024-05-10T11:57:00,60,KAK,140.18,36.23,21.29,60.88,179.67,114.22,22.3,5.6,-9.7,22.3,5.6,-9.7
2024-05-10T11:58:00,60,CNB,150.70,-34.10,22.37,133.54,179.69,149.51,-0.7,-15.0,0.3,15.0,-0.7,0.3
2024-05-10T11:58:00,60,CTA,146.30,-20.10,21.86,118.92,179.63,148.48,-2.6,-6.5,-0.8,2.6,6.5,-0.8
2024-05-10T11:58:00,60,GUA,144.87,13.59,21.57,84.36,179.62,133.52,0.8,2.2,-2.6,0.8,2.2,-2.6
2024-05-10T11:58:00,60,KAK,140.18,36.23,21.31,60.88,179.67,114.35,22.2,5.6,-9.7,22.2,5.6,-9.7
2024-05-10T11:59:00,60,CNB,150.70,-34.10,22.38,133.54,179.69,149.70,-0.6,-15.7,0.5,15.7,-0.6,0.5
2024-05-10T11:59:00,60,CTA,146.30,-20.10,21.88,118.92,179.63,148.71,-2.6,-7.0,-0.7,2.6,7.0,-0.7
2024-05-10T11:59:00,60,GUA,144.87,13.59,21.58,84.36,179.62,133.70,0.7,2.1,-2.5,0.7,2.1,-2.5
2024-05-10T11:59:00,60,KAK,140.18,36.23,21.32,60.88,179.67,114.48,22.1,5.7,-9.7,22.1,5.7,-9.7
2024-05-10T12:00:00,60,CNB,150.70,-34.10,22.40,133.54,179.69,149.89,-0.4,-16.4,0.9,16.4,-0.4,0.9
2024-05-10T12:00:00,60,CTA,146.30,-20.10,21.89,118.92,179.63,148.95,-2.5,-7.4,-0.7,2.5,7.4,-0.7
2024-05-10T12:00:00,60,GUA,144.87,13.59,21.60,84.36,179.62,133.88,0.8,2.1,-2.6,0.8,2.1,-2.6
2024-05-10T12:00:00,60,KAK,140.18,36.23,21.34,60.88,179.67,114.62,22.2,5.9,-9.9,22.2,5.9,-9.9
2024-05-10T12:01:00,60,CNB,150.70,-34.10,22.41,133.54,179.69,150.08,-0.1,-16.7,1.1,16.7,-0.1,1.1
2024-05-10T12:01:00,60,CTA,146.30,-20.10,21.91,118.92,179.64,149.18,-2.3,-7.6,-0.7,2.3,7.6,-0.7
2024-05-10T12:01:00,60,GUA,144.87,13.59,21.61,84.36,179.62,134.06,0.8,2.1,-2.6,0.8,2.1,-2.6
2024-05-10T12:01:00,60,KAK,140.18,36.23,21.35,60.88,179.67,114.75,22.2,5.9,-9.9,22.2,5.9,-9.9
2024-05-10T12:02:00,60,CNB,150.70,-34.10,22.43,133.54,179.69,150.26,0.4,-16.5,1.2,16.5,0.4,1.2
2024-05-10T12:02:00,60,CTA,146.30,-20.10,21.92,118.92,179.64,149.42,-2.0,-7.5,-0.7,2.0,7.5,-0.7
2024-05-10T12:02:00,60,GUA,144.87,13.59,21.63,84.36,179.62,134.24,1.0,2.1,-2.6,1.0,2.1,-2.6
2024-05-10T12:02:00,60,KAK,140.18,36.23,21.37,60.88,179.67,114.88,22.5,6.2,-9.8,22.5,6.2,-9.8
2024-05-10T12:03:00,60,CNB,150.70,-34.10,22.44,133.54,179.69,150.45,0.3,-16.3,1.2,16.3,0.3,1.2
2024-05-10T12:03:00,60,CTA,146.30,-20.10,21.94,118.92,179.64,149.65,-2.1,-7.4,-0.7,2.1,7.4,-0.7
2024-05-10T12:03:00,60,GUA,144.87,13.59,21.64,84.36,179.62,134.42,0.9,2.2,-2.6,0.9,2.2,-2.6
2024-05-10T12:03:00,60,KAK,140.18,36.23,21.38,60.88,179.67,115.01,22.4,6.4,-10.0,22.4,6.4,-10.0
2024-05-10T12:04:00,60,CNB,150.70,-34.10,22.46,133.54,179.69,150.63,0.1,-15.9,1.1,15.9,0.1,1.1
2024-05-10T12:04:00,60,CTA,146.30,-20.10,21.95,118.92,179.64,149.89,-2.3,-7.3,-0.7,2.3,7.3,-0.7
2024-05-10T12:04:00,60,GUA,144.87,13.59,21.66,84.36,179.62,134.60,0.8,2.2,-2.6,0.8,2.2,-2.6
2024-05-10T12:04:00,60,KAK,140.18,36.23,21.40,60.88,179.67,115.14,22.3,6.5,-9.8,22.3,6.5,-9.8
2024-05-10T12:05:00,60,CNB,150.70,-34.10,22.47,133.54,179.69,150.82,0.1,-15.7,1.1,15.7,0.1,1.1
2024-05-10T12:05:00,60,CTA,146.30,-20.10,21.97,118.92,179.64,150.12,-2.3,-7.3,-0.7,2.3,7.3,-0.7
2024-05-10T12:05:00,60,GUA,144.87,13.59,21.67,84.36,179.62,134.77,0.8,2.2,-2.6,0.8,2.2,-2.6
2024-05-10T12:05:00,60,KAK,140.18,36.23,21.41,60.88,179.68,115.27,22.5,6.5,-9.6,22.5,6.5,-9.6
2024-05-10T12:06:00,60,CNB,150.70,-34.10,22.49,133.54,179.69,151.00,-0.0,-15.5,1.0,15.5,-0.0,1.0
2024-05-10T12:06:00,60,CTA,146.30,-20.10,21.98,118.92,179.64,150.35,-2.6,-7.3,-0.7,2.6,7.3,-0.7
2024-05-10T12:06:00,60,GUA,144.87,13.59,21.69,84.36,179.62,134.95,0.6,2.2,-2.6,0.6,2.2,-2.6
2024-05-10T12:06:00,60,KAK,140.18,36.23,21.43,60.88,179.68,115.40,22.3,6.5,-9.7,22.3,6.5,-9.7
2024-05-10T12:07:00,60,CNB,150.70,-34.10,22.50,133.54,179.69,151.19,-0.0,-15.3,1.0,15.3,-0.0,1.0
2024-05-10T12:07:00,60,CTA,146.30,-20.10,21.99,118.92,179.64,150.59,-2.6,-7.3,-0.7,2.6,7.3,-0.7
2024-05-10T12:07:00,60,GUA,144.87,13.59,21.70,84.36,179.62,135.13,0.6,2.2,-2.6,0.6,2.2,-2.6
2024-05-10T12:07:00,60,KAK,140.18,36.23,21.44,60.88,179.68,115.53,22.3,6.6,-9.6,22.3,6.6,-9.6
2024-05-10T12:08:00,60,CNB,150.70,-34.10,22.52,133.54,179.69,151.37,-0.1,-15.1,0.8,15.1,-0.1,0.8
2024-05-10T12:08:00,60,CTA,146.30,-20.10,22.01,118.92,179.64,150.82,-2.5,-7.2,-0.7,2.5,7.2,-0.7
2024-05-10T12:08:00,60,GUA,144.87,13.59,21.72,84.36,179.62,135.30,0.6,2.2,-2.7,0.6,2.2,-2.7
2024-05-10T12:08:00,60,KAK,140.18,36.23,21.46,60.88,179.68,115.66,22.4,6.8,-9.7,22.4,6.8,-9.7
2024-05-10T12:09:00,60,CNB,150.70,-34.10,22.53,133.54,179.69,151.55,-0.4,-14.9,0.7,14.9,-0.4,0.7
2024-05-10T12:09:00,60,CTA,146.30,-20.10,22.02,118.92,179.64,151.06,-2.8,-7.2,-0.7,2.8,7.2,-0.7
2024-05-10T12:09:00,60,GUA,144.87,13.59,21.73,84.36,179.62,135.48,0.5,2.2,-2.6,0.5,2.2,-2.6
2024-05-10T12:09:00,60,KAK,140.18,36.23,21.47,60.88,179.68,115.79,22.4,6.9,-9.7,22.4,6.9,-9.7
2024-05-10T12:10:00,60,CNB,150.70,-34.10,22.55,133.54,179.69,151.73,-0.8,-14.4,0.5,14.4,-0.8,0.5
2024-05-10T12:10:00,60,CTA,146.30,-20.10,22.04,118.92,179.64,151.29,-3.2,-7.2,-0.7,3.2,7.2,-0.7
2024-05-10T12:10:00,60,GUA,144.87,13.59,21.75,84.36,179.62,135.65,0.2,2.2,-2.6,0.2,2.2,-2.6
2024-05-10T12:10:00,60,KAK,140.18,36.23,21.49,60.88,179.68,115.91,22.1,6.8,-10.0,22.1,6.8,-10.0
2024-05-10T12:11:00,60,CNB,150.70,-34.10,22.56,133.54,179.69,151.92,-1.2,-13.9,0.3,13.9,-1.2,0.3
2024-05-10T12:11:00,60,CTA,146.30,-20.10,22.05,118.92,179.64,151.53,-3.5,-7.1,-0.7,3.5,7.1,-0.7
2024-05-10T12:11:00,60,GUA,144.87,13.59,21.76,84.36,179.63,135.82,-0.0,2.1,-2.5,-0.0,2.1,-2.5
2024-05-10T12:11:00,60,KAK,140.18,36.23,21.50,60.88,179.68,116.04,21.9,6.5,-9.6,21.9,6.5,-9.6
2024-05-10T12:12:00,60,CNB,150.70,-34.10,22.58,133.54,179.69,152.10,-1.7,-13.5,0.0,13.5,-1.7,0.0
2024-05-10T12:12:00,60,CTA,146.30,-20.10,22.07,118.92,179.64,151.76,-3.8,-7.0,-0.6,3.8,7.0,-0.6
2024-05-10T12:12:00,60,GUA,144.87,13.59,21.78,84.36,179.63,136.00,-0.2,2.0,-2.4,-0.2,2.0,-2.4
2024-05-10T12:12:00,60,KAK,140.18,36.23,21.52,60.88,179.68,116.16,21.8,6.4,-10.2,21.8,6.4,-10.2
2024-05-10T12:13:00,60,CNB,150.70,-34.10,22.59,133.54,179.69,152.28,-2.0,-12.9,-0.3,12.9,-2.0,-0.3
2024-05-10T12:13:00,60,CTA,146.30,-20.10,22.08,118.92,179.64,152.00,-4.0,-6.7,-0.7,-4.0,-6.7,-0.7
2024-05-10T12:13:00,60,GUA,144.87,13.59,21.79,84.36,179.63,136.17,-0.4,2.1,-2.4,-0.4,2.1,-2.4
2024-05-10T12:13:00,60,KAK,140.18,36.23,21.53,60.88,179.68,116.29,21.6,6.3,-10.0,21.6,6.3,-10.0
2024-05-10T12:14:00,60,CNB,150.70,-34.10,22.61,133.54,179.69,152.46,-2.4,-12.0,-0.7,12.0,-2.4,-0.7
2024-05-10T12:14:00,60,CTA,146.30,-20.10,22.10,118.92,179.64,152.23,-4.1,-6.4,-0.6,-4.1,-6.4,-0.6
2024-05-10T12:14:00,60,GUA,144.87,13.59,21.81,84.36,179.63,136.34,-0.6,2.1,-2.4,-0.6,2.1,-2.4
2024-05-10T12:14:00,60,KAK,140.18,36.23,21.54,60.88,179.68,116.41,21.5,6.2,-9.8,21.5,6.2,-9.8
2024-05-10T12:15:00,60,CNB,150.70,-34.10,22.62,133.54,179.69,152.64,-2.9,-11.3,-1.0,11.3,-2.9,-1.0
2024-05-10T12:15:00,60,CTA,146.30,-20.10,22.11,118.92,179.64,152.47,-4.3,-6.0,-0.6,-4.3,-6.0,-0.6
2024-05-10T12:15:00,60,GUA,144.87,13.59,21.82,84.36,179.63,136.51,-0.8,2.3,-2.4,-0.8,2.3,-2.4
2024-05-10T12:15:00,60,KAK,140.18,36.23,21.56,60.88,179.68,116.54,21.4,6.2,-10.3,21.4,6.2,-10.3
2024-05-10T12:16:00,60,CNB,150.70,-34.10,22.64,133.54,179.70,152.82,-3.4,-10.6,-1.3,10.6,-3.4,-1.3
2024-05-10T12:16:00,60,CTA,146.30,-20.10,22.13,118.92,179.64,152.70,-4.5,-5.6,-0.7,-4.5,-5.6,-0.7
2024-05-10T12:16:00,60,GUA,144.87,13.59,21.84,84.36,179.63,136.68,-0.9,2.3,-2.4,-0.9,2.3,-2.4
2024-05-10T12:16:00,60,KAK,140.18,36.23,21.57,60.88,179.68,116.66,21.3,6.1,-10.3,21.3,6.1,-10.3
2024-05-10T12:17:00,60,CNB,150.70,-34.10,22.65,133.54,179.70,152.99,-4.3,-10.0,-1.7,10.0,-4.3,-1.7
2024-05-10T12:17:00,60,CTA,146.30,-20.10,22.14,118.92,179.64,152.94,-4.8,-5.2,-0.7,-4.8,-5.2,-0.7
2024-05-10T12:17:00,60,GUA,144.87,13.59,21.85,84.36,179.63,136.85,-1.1,2.3,-2.4,-1.1,2.3,-2.4
2024-05-10T12:17:00,60,KAK,140.18,36.23,21.59,60.88,179.68,116.78,21.2,6.0,-10.4,21.2,6.0,-10.4
2024-05-10T12:18:00,60,CNB,150.70,-34.10,22.67,133.54,179.70,153.17,-5.3,-9.6,-2.1,9.6,-5.3,-2.1
2024-05-10T12:18:00,60,CTA,146.30,-20.10,22.16,118.92,179.65,153.17,-5.1,-4.8,-0.7,-5.1,-4.8,-0.7
2024-05-10T12:18:00,60,GUA,144.87,13.59,21.87,84.36,179.63,137.02,-1.3,2.4,-2.4,-1.3,2.4,-2.4
2024-05-10T12:18:00,60,KAK,140.18,36.23,21.60,60.88,179.68,116.90,20.9,5.9,-10.4,20.9,5.9,-10.4
2024-05-10T12:19:00,60,CNB,150.70,-34.10,22.68,133.54,179.70,153.35,-5.9,-9.2,-2.4,9.2,-5.9,-2.4
2024-05-10T12:19:00,60,CTA,146.30,-20.10,22.17,118.92,179.65,153.41,-5.5,-4.7,-0.7,-5.5,-4.7,-0.7
2024-05-10T12:19:00,60,GUA,144.87,13.59,21.88,84.36,179.63,137.19,-1.4,2.4,-2.4,-1.4,2.4,-2.4
2024-05-10T12:19:00,60,KAK,140.18,36.23,21.62,60.88,179.68,117.03,21.0,5.8,-10.5,21.0,5.8,-10.5
2024-05-10T12:20:00,60,CNB,150.70,-34.10,22.70,133.54,179.70,153.52,-6.6,-9.1,-2.7,9.1,-6.6,-2.7
2024-05-10T12:20:00,60,CTA,146.30,-20.10,22.19,118.92,179.65,153.64,-5.6,-4.4,-0.7,-5.6,-4.4,-0.7
2024-05-10T12:20:00,60,GUA,144.87,13.59,21.90,84.36,179.63,137.35,-1.6,2.4,-2.4,-1.6,2.4,-2.4
2024-05-10T12:20:00,60,KAK,140.18,36.23,21.63,60.88,179.68,117.15,20.8,5.6,-10.6,20.8,5.6,-10.6
2024-05-10T12:21:00,60,CNB,150.70,-34.10,22.71,133.54,179.70,153.70,-7.2,-9.0,-2.9,9.0,-7.2,-2.9
2024-05-10T12:21:00,60,CTA,146.30,-20.10,22.20,118.92,179.65,153.88,-5.9,-4.2,-0.7,-5.9,-4.2,-0.7
2024-05-10T12:21:00,60,GUA,144.87,13.59,21.91,84.36,179.63,137.52,-1.7,2.4,-2.4,-1.7,2.4,-2.4
2024-05-10T12:21:00,60,KAK,140.18,36.23,21.65,60.88,179.68,117.27,20.7,5.3,-10.4,20.7,5.3,-10.4
2024-05-10T12:22:00,60,CNB,150.70,-34.10,22.73,133.54,179.70,153.87,-7.6,-9.2,-3.0,9.2,-7.6,-3.0
2024-05-10T12:22:00,60,CTA,146.30,-20.10,22.22,118.92,179.65,154.11,-6.0,-4.2,-0.7,-6.0,-4.2,-0.7
2024-05-10T12:22:00,60,GUA,144.87,13.59,21.93,84.36,179.63,137.69,-1.7,2.4,-2.4,-1.7,2.4,-2.4
2024-05-10T12:22:00,60,KAK,140.18,36.23,21.66,60.88,179.68,117.39,20.7,5.3,-10.8,20.7,5.3,-10.8
2024-05-10T12:23:00,60,CNB,150.70,-34.10,22.74,133.54,179.70,154.05,-8.0,-9.5,-3.1,9.5,-8.0,-3.1
2024-05-10T12:23:00,60,CTA,146.30,-20.10,22.23,118.92,179.65,154.35,-6.2,-4.2,-0.7,-6.2,-4.2,-0.7
2024-05-10T12:23:00,60,GUA,144.87,13.59,21.94,84.36,179.63,137.85,-1.8,2.4,-2.4,-1.8,2.4,-2.4
2024-05-10T12:23:00,60,KAK,140.18,36.23,21.68,60.88,179.69,117.50,20.5,5.1,-10.7,20.5,5.1,-10.7
2024-05-10T12:24:00,60,CNB,150.70,-34.10,22.75,133.54,179.70,154.22,-8.3,-9.7,-3.1,9.7,-8.3,-3.1
2024-05-10T12:24:00,60,CTA,146.30,-20.10,22.25,118.92,179.65,154.58,-6.4,-4.2,-0.7,-6.4,-4.2,-0.7
2024-05-10T12:24:00,60,GUA,144.87,13.59,21.96,84.36,179.63,138.01,-1.8,2.5,-2.4,-1.8,2.5,-2.4
2024-05-10T12:24:00,60,KAK,140.18,36.23,21.69,60.88,179.69,117.62,20.6,5.1,-10.6,20.6,5.1,-10.6
2024-05-10T12:25:00,60,CNB,150.70,-34.10,22.77,133.54,179.70,154.39,-8.4,-9.9,-3.1,9.9,-8.4,-3.1
2024-05-10T12:25:00,60,CTA,146.30,-20.10,22.26,118.92,179.65,154.82,-6.3,-4.2,-0.7,-6.3,-4.2,-0.7
2024-05-10T12:25:00,60,GUA,144.87,13.59,21.97,84.36,179.63,138.18,-1.8,2.6,-2.5,-1.8,2.6,-2.5
2024-05-10T12:25:00,60,KAK,140.18,36.23,21.71,60.88,179.69,117.74,20.6,5.1,-10.6,20.6,5.1,-10.6
2024-05-10T12:26:00,60,CNB,150.70,-34.10,22.78,133.54,179.70,154.56,-8.2,-10.2,-3.1,10.2,-8.2,-3.1
2024-05-10T12:26:00,60,CTA,146.30,-20.10,22.28,118.92,179.65,155.05,-6.2,-4.2,-0.8,-6.2,-4.2,-0.8
2024-05-10T12:26:00,60,GUA,144.87,13.59,21.98,84.36,179.63,138.34,-1.5,2.6,-2.6,-1.5,2.6,-2.6
2024-05-10T12:26:00,60,KAK,140.18,36.23,21.72,60.88,179.69,117.86,20.7,5.2,-10.4,20.7,5.2,-10.4
2024-05-10T12:27:00,60,CNB,150.70,-34.10,22.80,133.54,179.70,154.74,-8.1,-10.3,-3.0,10.3,-8.1,-3.0
2024-05-10T12:27:00,60,CTA,146.30,-20.10,22.29,118.92,179.65,155.29,-6.0,-4.2,-0.9,-6.0,-4.2,-0.9
2024-05-10T12:27:00,60,GUA,144.87,13.59,22.00,84.36,179.63,138.50,-1.5,2.8,-2.7,-1.5,2.8,-2.7
2024-05-10T12:27:00,60,KAK,140.18,36.23,21.74,60.88,179.69,117.97,20.8,5.2,-10.5,20.8,5.2,-10.5
2024-05-10T12:28:00,60,CNB,150.70,-34.10,22.81,133.54,179.70,154.91,-8.2,-10.2,-3.0,10.2,-8.2,-3.0
2024-05-10T12:28:00,60,CTA,146.30,-20.10,22.30,118.92,179.65,155.52,-6.2,-4.1,-0.9,-6.2,-4.1,-0.9
2024-05-10T12:28:00,60,GUA,144.87,13.59,22.01,84.36,179.64,138.66,-1.6,2.8,-2.7,-1.6,2.8,-2.7
2024-05-10T12:28:00,60,KAK,140.18,36.23,21.75,60.88,179.69,118.09,20.8,5.3,-10.7,20.8,5.3,-10.7
2024-05-10T12:29:00,60,CNB,150.70,-34.10,22.83,133.54,179.70,155.08,-7.9,-10.6,-3.0,10.6,-7.9,-3.0
2024-05-10T12:29:00,60,CTA,146.30,-20.10,22.32,118.92,179.65,155.75,-6.2,-4.2,-0.9,-6.2,-4.2,-0.9
2024-05-10T12:29:00,60,GUA,144.87,13.59,22.03,84.36,179.64,138.82,-1.6,2.9,-2.7,-1.6,2.9,-2.7
2024-05-10T12:29:00,60,KAK,140.18,36.23,21.77,60.88,179.69,118.20,20.6,5.2,-10.4,20.6,5.2,-10.4
2024-05-10T12:30:00,60,CNB,150.70,-34.10,22.84,133.54,179.70,155.24,-7.5,-10.8,-2.9,10.8,-7.5,-2.9
2024-05-10T12:30:00,60,CTA,146.30,-20.10,22.33,118.92,179.65,155.99,-6.1,-4.4,-0.9,-6.1,-4.4,-0.9
2024-05-10T12:30:00,60,GUA,144.87,13.59,22.04,84.36,179.64,138.98,-1.7,2.9,-2.7,-1.7,2.9,-2.7
2024-05-10T12:30:00,60,KAK,140.18,36.23,21.78,60.88,179.69,118.32,20.5,5.2,-10.6,20.5,5.2,-10.6
2024-05-10T12:31:00,60,CNB,150.70,-34.10,22.86,133.54,179.70,155.41,-7.4,-10.9,-2.8,10.9,-7.4,-2.8
2024-05-10T12:31:00,60,CTA,146.30,-20.10,22.35,118.92,179.65,156.22,-6.0,-4.4,-0.9,-6.0,-4.4,-0.9
2024-05-10T12:31:00,60,GUA,144.87,13.59,22.06,84.36,179.64,139.14,-1.7,2.9,-2.7,-1.7,2.9,-2.7
2024-05-10T12:31:00,60,KAK,140.18,36.23,21.79,60.88,179.69,118.43,20.4,5.1,-10.4,20.4,5.1,-10.4
2024-05-10T12:32:00,60,CNB,150.70,-34.10,22.87,133.54,179.70,155.58,-7.1,-11.1,-2.8,11.1,-7.1,-2.8
2024-05-10T12:32:00,60,CTA,146.30,-20.10,22.36,118.92,179.65,156.46,-6.1,-4.5,-0.9,-6.1,-4.5,-0.9
2024-05-10T12:32:00,60,GUA,144.87,13.59,22.07,84.36,179.64,139.29,-1.8,2.9,-2.7,-1.8,2.9,-2.7
2024-05-10T12:32:00,60,KAK,140.18,36.23,21.81,60.88,179.69,118.54,20.1,5.1,-10.6,20.1,5.1,-10.6
2024-05-10T12:33:00,60,CNB,150.70,-34.10,22.89,133.54,179.70,155.74,-6.6,-10.9,-2.7,10.9,-6.6,-2.7
2024-05-10T12:33:00,60,CTA,146.30,-20.10,22.38,118.92,179.65,156.69,-5.8,-4.4,-0.9,-5.8,-4.4,-0.9
2024-05-10T12:33:00,60,GUA,144.87,13.59,22.09,84.36,179.64,139.45,-1.8,3.0,-2.7,-1.8,3.0,-2.7
2024-05-10T12:33:00,60,KAK,140.18,36.23,21.82,60.88,179.69,118.65,20.1,5.1,-10.9,20.1,5.1,-10.9
2024-05-10T12:34:00,60,CNB,150.70,-34.10,22.90,133.54,179.70,155.91,-6.2,-10.7,-2.7,10.7,-6.2,-2.7
2024-05-10T12:34:00,60,CTA,146.30,-20.10,22.39,118.92,179.65,156.93,-5.7,-4.3,-0.9,-5.7,-4.3,-0.9
2024-05-10T12:34:00,60,GUA,144.87,13.59,22.10,84.36,179.64,139.61,-1.8,3.1,-2.8,-1.8,3.1,-2.8
2024-05-10T12:34:00,60,KAK,140.18,36.23,21.84,60.88,179.69,118.76,19.8,5.1,-10.6,19.8,5.1,-10.6
2024-05-10T12:35:00,60,CNB,150.70,-34.10,22.91,133.54,179.70,156.07,-5.8,-10.5,-2.7,10.5,-5.8,-2.7
2024-05-10T12:35:00,60,CTA,146.30,-20.10,22.41,118.92,179.65,157.16,-5.5,-4.3,-1.0,-5.5,-4.3,-1.0
2024-05-10T12:35:00,60,GUA,144.87,13.59,22.11,84.36,179.64,139.76,-1.7,3.3,-2.9,-1.7,3.3,-2.9
2024-05-10T12:35:00,60,KAK,140.18,36.23,21.85,60.88,179.69,118.87,19.9,5.3,-10.7,19.9,5.3,-10.7
2024-05-10T12:36:00,60,CNB,150.70,-34.10,22.93,133.54,179.70,156.24,-5.2,-10.3,-2.7,10.3,-5.2,-2.7
2024-05-10T12:36:00,60,CTA,146.30,-20.10,22.42,118.92,179.66,157.40,-5.1,-4.3,-1.0,-5.1,-4.3,-1.0
2024-05-10T12:36:00,60,GUA,144.87,13.59,22.13,84.36,179.64,139.91,-1.5,3.3,-2.9,-1.5,3.3,-2.9
2024-05-10T12:36:00,60,KAK,140.18,36.23,21.87,60.88,179.69,118.98,20.0,5.4,-10.8,20.0,5.4,-10.8
2024-05-10T12:37:00,60,CNB,150.70,-34.10,22.94,133.54,179.71,156.40,-4.6,-10.1,-2.7,10.1,-4.6,-2.7
2024-05-10T12:37:00,60,CTA,146.30,-20.10,22.43,118.92,179.66,157.63,-4.7,-4.2,-1.1,-4.7,-4.2,-1.1
2024-05-10T12:37:00,60,GUA,144.87,13.59,22.14,84.36,179.64,140.07,-1.3,3.4,-3.0,-1.3,3.4,-3.0
2024-05-10T12:37:00,60,KAK,140.18,36.23,21.88,60.88,179.69,119.09,20.3,5.6,-10.8,20.3,5.6,-10.8
2024-05-10T12:38:00,60,CNB,150.70,-34.10,22.96,133.54,179.71,156.56,-4.2,-9.9,-2.7,9.9,-4.2,-2.7
2024-05-10T12:38:00,60,CTA,146.30,-20.10,22.45,118.92,179.66,157.87,-4.5,-4.2,-1.1,-4.5,-4.2,-1.1
2024-05-10T12:38:00,60,GUA,144.87,13.59,22.16,84.36,179.64,140.22,-1.1,3.5,-3.1,-1.1,3.5,-3.1
2024-05-10T12:38:00,60,KAK,140.18,36.23,21.90,60.88,179.69,119.20,20.5,5.7,-10.5,20.5,5.7,-10.5
2024-05-10T12:39:00,60,CNB,150.70,-34.10,22.97,133.54,179.71,156.72,-3.8,-9.5,-2.7,9.5,-3.8,-2.7
2024-05-10T12:39:00,60,CTA,146.30,-20.10,22.46,118.92,179.66,158.10,-4.3,-4.1,-1.1,-4.3,-4.1,-1.1
2024-05-10T12:39:00,60,GUA,144.87,13.59,22.17,84.36,179.64,140.37,-1.0,3.5,-3.1,-1.0,3.5,-3.1
2024-05-10T12:39:00,60,KAK,140.18,36.23,21.91,60.88,179.69,119.31,20.7,5.7,-10.1,20.7,5.7,-10.1
2024-05-10T12:40:00,60,CNB,150.70,-34.10,22.99,133.54,179.71,156.88,-3.3,-9.3,-2.7,9.3,-3.3,-2.7
2024-05-10T12:40:00,60,CTA,146.30,-20.10,22.48,118.92,179.66,158.34,-3.8,-3.9,-1.2,-3.8,-3.9,-1.2
2024-05-10T12:40:00,60,GUA,144.87,13.59,22.19,84.36,179.64,140.52,-0.9,3.6,-3.1,-0.9,3.6,-3.1
2024-05-10T12:40:00,60,KAK,140.18,36.23,21.92,60.88,179.69,119.42,20.7,5.7,-10.3,20.7,5.7,-10.3
2024-05-10T12:41:00,60,CNB,150.70,-34.10,23.00,133.54,179.71,157.04,-3.1,-9.1,-2.8,9.1,-3.1,-2.8
2024-05-10T12:41:00,60,CTA,146.30,-20.10,22.49,118.92,179.66,158.57,-3.8,-3.9,-1.2,-3.8,-3.9,-1.2
2024-05-10T12:41:00,60,GUA,144.87,13.59,22.20,84.36,179.64,140.67,-1.0,3.6,-3.1,-1.0,3.6,-3.1
2024-05-10T12:41:00,60,KAK,140.18,36.23,21.94,60.88,179.69,119.52,20.5,5.6,-10.3,20.5,5.6,-10.3
2024-05-10T12:42:00,60,CNB,150.70,-34.10,23.02,133.54,179.71,157.19,-3.1,-8.9,-2.8,8.9,-3.1,-2.8
2024-05-10T12:42:00,60,CTA,146.30,-20.10,22.51,118.92,179.66,158.81,-3.7,-3.9,-1.3,-3.7,-3.9,-1.3
2024-05-10T12:42:00,60,GUA,144.87,13.59,22.22,84.36,179.64,140.82,-0.9,3.6,-3.1,-0.9,3.6,-3.1
2024-05-10T12:42:00,60,KAK,140.18,36.23,21.95,60.88,179.70,119.63,20.7,5.6,-10.1,20.7,5.6,-10.1
2024-05-10T12:43:00,60,CNB,150.70,-34.10,23.03,133.54,179.71,157.35,-3.1,-9.0,-2.9,9.0,-3.1,-2.9
2024-05-10T12:43:00,60,CTA,146.30,-20.10,22.52,118.92,179.66,159.04,-3.6,-3.9,-1.3,-3.6,-3.9,-1.3
2024-05-10T12:43:00,60,GUA,144.87,13.59,22.23,84.36,179.64,140.96,-0.8,3.5,-3.1,-0.8,3.5,-3.1
2024-05-10T12:43:00,60,KAK,140.18,36.23,21.97,60.88,179.70,119.73,20.7,5.6,-10.3,20.7,5.6,-10.3
2024-05-10T12:44:00,60,CNB,150.70,-34.10,23.04,133.54,179.71,157.50,-3.1,-8.9,-2.9,8.9,-3.1,-2.9
2024-05-10T12:44:00,60,CTA,146.30,-20.10,22.54,118.92,179.66,159.28,-3.7,-3.9,-1.3,-3.7,-3.9,-1.3
2024-05-10T12:44:00,60,GUA,144.87,13.59,22.24,84.36,179.64,141.11,-0.8,3.5,-3.1,-0.8,3.5,-3.1
2024-05-10T12:44:00,60,KAK,140.18,36.23,21.98,60.88,179.70,119.84,20.8,5.4,-9.8,20.8,5.4,-9.8
2024-05-10T12:45:00,60,CNB,150.70,-34.10,23.06,133.54,179.71,157.66,-3.2,-9.0,-2.9,9.0,-3.2,-2.9
2024-05-10T12:45:00,60,CTA,146.30,-20.10,22.55,118.92,179.66,159.51,-3.7,-3.8,-1.3,-3.7,-3.8,-1.3
2024-05-10T12:45:00,60,GUA,144.87,13.59,22.26,84.36,179.65,141.25,-0.8,3.6,-3.1,-0.8,3.6,-3.1
2024-05-10T12:45:00,60,KAK,140.18,36.23,22.00,60.88,179.70,119.94,20.9,5.5,-10.0,20.9,5.5,-10.0
2024-05-10T12:46:00,60,CNB,150.70,-34.10,23.07,133.54,179.71,157.81,-3.1,-8.8,-3.0,8.8,-3.1,-3.0
