"Timestamp","TZ","V_(S2)_OXF (1S) (V)","I_(S2)_OXF (1S) (mA)","Calculation (watts)"
2024/10/10 23:45:05.006,n,-207.84176,-600.53456,124.81616
2024/10/10 23:45:10.016,n,-207.93308,-600.38124,124.83912
2024/10/10 23:45:15.000,n,-207.8608,-600.4198,124.80374
2024/10/10 23:45:20.003,n,-208.38572,-600.3622,125.1069
2024/10/10 23:45:25.000,n,-208.15036,-600.45788,124.98554
2024/10/10 23:45:30.006,n,-208.6401,-600.40076,125.26768
2024/10/10 23:45:35.000,n,-208.22262,-600.40076,125.01702
2024/10/10 23:45:40.000,n,-208.16842,-600.53456,125.01234
2024/10/10 23:45:45.002,n,-207.98728,-600.43932,124.88374
2024/10/10 23:45:50.000,n,-208.09616,-600.43932,124.94912
2024/10/10 23:45:55.022,n,-208.24118,-600.4198,125.03214
2024/10/10 23:46:00.000,n,-208.20504,-600.45788,125.01836
2024/10/10 23:46:05.000,n,-208.18698,-600.43932,125.00366
2024/10/10 23:46:10.002,n,-208.27732,-600.43932,125.0579
2024/10/10 23:46:15.029,n,-208.22262,-600.40076,125.01702
2024/10/10 23:46:20.005,n,-207.95066,-600.43932,124.86176
2024/10/10 23:46:25.000,n,-208.22262,-600.40076,125.01702
2024/10/10 23:46:30.009,n,-207.84176,-600.43932,124.79638
2024/10/10 23:46:35.002,n,-208.35006,-600.45788,125.10544
2024/10/10 23:46:40.000,n,-208.54978,-600.40076,125.21346
2024/10/10 23:46:45.004,n,-207.9692,-600.47692,124.88072
2024/10/10 23:46:50.000,n,-207.69724,-600.45788,124.71346
2024/10/10 23:46:55.008,n,-207.87838,-600.45788,124.82222
2024/10/10 23:47:00.001,n,-208.15036,-600.4198,124.9776
2024/10/10 23:47:05.000,n,-208.0781,-600.45788,124.94214
2024/10/10 23:47:10.004,n,-208.11374,-600.45788,124.96354
2024/10/10 23:47:15.000,n,-207.80612,-600.43932,124.77498
2024/10/10 23:47:20.007,n,-207.87838,-600.34364,124.79848
2024/10/10 23:47:25.001,n,-207.95066,-600.43932,124.86176
2024/10/10 23:47:30.000,n,-207.82418,-600.40076,124.7778
2024/10/10 23:47:35.004,n,-208.11374,-600.4198,124.95562
2024/10/10 23:47:40.000,n,-207.9692,-600.45788,124.87676
2024/10/10 23:47:45.007,n,-207.89646,-600.45788,124.83306
2024/10/10 23:47:50.000,n,-208.13278,-600.4198,124.96706
2024/10/10 23:47:55.000,n,-208.6401,-600.43932,125.27574
2024/10/10 23:48:00.003,n,-208.20504,-600.43932,125.0145
2024/10/10 23:48:05.000,n,-208.16842,-600.3622,124.97646
2024/10/10 23:48:10.106,n,-207.67868,-600.43932,124.69846
2024/10/10 23:48:15.000,n,-208.24118,-600.49596,125.048
2024/10/10 23:48:20.000,n,-208.20504,-600.43932,125.0145
2024/10/10 23:48:25.003,n,-208.51316,-600.45788,125.20338
2024/10/10 23:48:30.000,n,-208.36814,-600.4198,125.10836
2024/10/10 23:48:35.006,n,-208.0781,-600.43932,124.93828
2024/10/10 23:48:40.000,n,-208.25924,-600.4198,125.04298
2024/10/10 23:48:45.076,n,-208.42234,-600.43932,125.14498
2024/10/10 23:48:50.130,n,-208.0781,-600.47692,124.9461
2024/10/10 23:48:55.000,n,-207.84176,-600.43932,124.79638
2024/10/10 23:49:00.154,n,-208.16842,-600.40076,124.98448
2024/10/10 23:49:05.000,n,-207.95066,-600.4198,124.8577
2024/10/10 23:49:10.008,n,-207.95066,-600.43932,124.86176
2024/10/10 23:49:15.001,n,-208.04148,-600.45788,124.92014
2024/10/10 23:49:20.000,n,-208.0239,-600.34364,124.88582
2024/10/10 23:49:25.006,n,-208.09616,-600.4198,124.94506
2024/10/10 23:49:30.000,n,-207.93308,-600.4198,124.84714
2024/10/10 23:49:35.009,n,-207.98728,-600.4198,124.87968
2024/10/10 23:49:40.157,n,-208.0239,-600.45788,124.90958
2024/10/10 23:49:45.000,n,-208.05954,-600.4198,124.92308
2024/10/10 23:49:50.005,n,-208.24118,-600.43932,125.0362
2024/10/10 23:49:55.000,n,-208.00534,-600.45788,124.89846
2024/10/10 23:50:00.007,n,-208.15036,-600.43932,124.98168
2024/10/10 23:50:05.001,n,-208.0239,-600.4198,124.90166
2024/10/10 23:50:10.000,n,-208.29586,-600.40076,125.061
2024/10/10 23:50:15.004,n,-208.22262,-600.43932,125.02506
2024/10/10 23:50:20.000,n,-208.00534,-600.47692,124.9024
2024/10/10 23:50:25.120,n,-208.18698,-600.34364,124.98374
2024/10/10 23:50:30.000,n,-208.13278,-600.45788,124.97498
2024/10/10 23:50:35.000,n,-208.04148,-600.49596,124.92808
2024/10/10 23:50:40.003,n,-208.4404,-600.4198,125.15174
2024/10/10 23:50:45.000,n,-208.09616,-600.4198,124.94506
2024/10/10 23:50:50.006,n,-208.51316,-600.45788,125.20338
2024/10/10 23:50:55.000,n,-208.58542,-600.43932,125.2429
2024/10/10 23:51:00.027,n,-208.33152,-600.38124,125.07834
2024/10/10 23:51:05.003,n,-208.00534,-600.43932,124.89458
2024/10/10 23:51:10.000,n,-208.05954,-600.4198,124.92308
2024/10/10 23:51:15.006,n,-208.0239,-600.38124,124.89364
2024/10/10 23:51:20.000,n,-208.05954,-600.45788,124.931
2024/10/10 23:51:25.010,n,-208.00534,-600.4198,124.89054
2024/10/10 23:51:30.002,n,-208.25924,-600.51552,125.0629
2024/10/10 23:51:35.097,n,-208.27732,-600.4198,125.05382
2024/10/10 23:51:40.005,n,-208.54978,-600.45788,125.22536
2024/10/10 23:51:45.000,n,-208.0781,-600.40076,124.93024
2024/10/10 23:51:50.091,n,-208.4946,-600.45788,125.19224
