"Timestamp","TZ","V_(S2)_OXF (1S) (V)","I_(S2)_OXF (1S) (mA)","Calculation (watts)"
2024/10/07 23:45:05.003,n,-208.76708,-600.62572,125.39088
2024/10/07 23:45:10.000,n,-209.1123,-600.6062,125.59416
2024/10/07 23:45:15.000,n,-209.05762,-600.68236,125.57722
2024/10/07 23:45:20.066,n,-208.94874,-600.56764,125.48786
2024/10/07 23:45:25.000,n,-208.82178,-600.6062,125.41966
2024/10/07 23:45:30.003,n,-208.85792,-600.6062,125.44136
2024/10/07 23:45:35.000,n,-208.94874,-600.64476,125.50396
2024/10/07 23:45:40.000,n,-208.89404,-600.56764,125.455
2024/10/07 23:45:45.000,n,-208.82178,-600.6062,125.41966
2024/10/07 23:45:50.000,n,-208.49512,-600.64476,125.2315
2024/10/07 23:45:55.003,n,-208.56738,-600.62572,125.27094
2024/10/07 23:46:00.000,n,-208.89404,-600.62572,125.46714
2024/10/07 23:46:05.000,n,-208.4043,-600.64476,125.17696
2024/10/07 23:46:10.000,n,-208.94874,-600.62572,125.49998
2024/10/07 23:46:15.000,n,-208.51318,-600.66332,125.24622
2024/10/07 23:46:20.002,n,-208.4043,-600.62572,125.17298
2024/10/07 23:46:25.000,n,-209.03906,-600.64476,125.55822
2024/10/07 23:46:30.005,n,-208.94874,-600.64476,125.50396
2024/10/07 23:46:35.000,n,-208.69482,-600.66332,125.35534
2024/10/07 23:46:40.000,n,-208.83936,-600.62572,125.4343
2024/10/07 23:46:45.001,n,-208.51318,-600.58716,125.23036
2024/10/07 23:46:50.000,n,-208.47656,-600.64476,125.22036
2024/10/07 23:46:55.089,n,-208.4043,-600.58716,125.16496
2024/10/07 23:47:00.000,n,-208.64062,-600.64476,125.3189
2024/10/07 23:47:05.000,n,-208.5498,-600.64476,125.26436
2024/10/07 23:47:10.001,n,-208.45898,-600.64476,125.2098
2024/10/07 23:47:15.000,n,-208.18702,-600.6062,125.03842
2024/10/07 23:47:20.005,n,-209.1665,-600.6062,125.6267
2024/10/07 23:47:25.000,n,-209.07568,-600.62572,125.57624
2024/10/07 23:47:30.000,n,-208.74952,-600.6062,125.37626
2024/10/07 23:47:35.001,n,-208.49512,-600.62572,125.22754
2024/10/07 23:47:40.000,n,-208.62208,-600.56764,125.29166
2024/10/07 23:47:45.152,n,-209.29296,-600.58716,125.69868
2024/10/07 23:47:50.000,n,-208.64062,-600.6062,125.31086
2024/10/07 23:47:55.000,n,-208.80372,-600.6062,125.40882
2024/10/07 23:48:00.001,n,-208.7129,-600.64476,125.3623
2024/10/07 23:48:05.000,n,-209.1123,-600.6062,125.59416
2024/10/07 23:48:10.003,n,-208.82178,-600.56764,125.4116
2024/10/07 23:48:15.000,n,-208.604,-600.6062,125.28886
2024/10/07 23:48:20.000,n,-208.42236,-600.6062,125.17976
2024/10/07 23:48:25.000,n,-208.58594,-600.58716,125.27404
2024/10/07 23:48:30.020,n,-208.85792,-600.62572,125.44544
2024/10/07 23:48:35.003,n,-208.67626,-600.62572,125.33634
2024/10/07 23:48:40.000,n,-208.7129,-600.64476,125.3623
2024/10/07 23:48:45.006,n,-208.89404,-600.58716,125.45908
2024/10/07 23:48:50.000,n,-208.64062,-600.62572,125.31494
2024/10/07 23:48:55.000,n,-209.03906,-600.64476,125.55822
2024/10/07 23:49:00.002,n,-208.76708,-600.56764,125.37876
2024/10/07 23:49:05.000,n,-208.69482,-600.6062,125.34342
2024/10/07 23:49:10.005,n,-208.7129,-600.6062,125.35426
2024/10/07 23:49:15.000,n,-208.62208,-600.64476,125.30776
2024/10/07 23:49:20.000,n,-208.6582,-600.58716,125.31744
2024/10/07 23:49:25.002,n,-208.53124,-600.53004,125.22928
2024/10/07 23:49:30.000,n,-208.5498,-600.62572,125.26038
2024/10/07 23:49:35.005,n,-208.7129,-600.6062,125.35426
2024/10/07 23:49:40.000,n,-208.6582,-600.58716,125.31744
