"Timestamp","TZ","V_(S2)_OXF (1S) (V)","I_(S2)_OXF (1S) (mA)","Calculation (watts)"
2024/05/12 23:45:05.000,n,-208.76574,-600.59204,125.38306
2024/05/12 23:45:10.000,n,-209.21936,-600.59204,125.6555
2024/05/12 23:45:15.000,n,-208.9469,-600.6306,125.49992
2024/05/12 23:45:20.000,n,-209.05578,-600.59204,125.55724
2024/05/12 23:45:25.000,n,-208.9469,-600.57348,125.48798
2024/05/12 23:45:30.049,n,-208.91076,-600.57348,125.46626
2024/05/12 23:45:35.000,n,-209.43664,-600.61156,125.79008
2024/05/12 23:45:40.055,n,-209.2013,-600.53492,125.63268
2024/05/12 23:45:45.000,n,-209.12806,-600.51588,125.58472
2024/05/12 23:45:50.000,n,-209.29212,-600.59204,125.69918
2024/05/12 23:45:55.000,n,-209.07386,-600.59204,125.5681
2024/05/12 23:46:00.000,n,-208.80188,-600.53492,125.39282
2024/05/12 23:46:05.000,n,-209.34632,-600.57348,125.72784
2024/05/12 23:46:10.000,n,-208.87464,-600.57348,125.44458
2024/05/12 23:46:15.006,n,-208.9469,-600.45876,125.464
2024/05/12 23:46:20.000,n,-209.11048,-600.55444,125.58224
2024/05/12 23:46:25.000,n,-209.0924,-600.55444,125.57138
2024/05/12 23:46:30.007,n,-209.49134,-600.61156,125.82292
2024/05/12 23:46:35.012,n,-209.56408,-600.65016,125.8747
2024/05/12 23:46:40.000,n,-209.0382,-600.6306,125.55476
2024/05/12 23:46:45.000,n,-209.0924,-600.61156,125.58332
2024/05/12 23:46:50.000,n,-209.34632,-600.57348,125.72784
2024/05/12 23:46:55.052,n,-209.07386,-600.6306,125.57616
2024/05/12 23:47:00.000,n,-209.1466,-600.6306,125.61986
2024/05/12 23:47:05.000,n,-209.23792,-600.57348,125.66274
2024/05/12 23:47:10.000,n,-209.21936,-600.61156,125.65958
2024/05/12 23:47:15.000,n,-208.91076,-600.59204,125.47014
2024/05/12 23:47:20.127,n,-208.9469,-600.59204,125.49184
2024/05/12 23:47:25.000,n,-208.8927,-600.6306,125.46736
2024/05/12 23:47:30.009,n,-208.96496,-600.57348,125.49882
2024/05/12 23:47:35.000,n,-208.98352,-600.59204,125.51384
2024/05/12 23:47:40.000,n,-209.0382,-600.57348,125.5428
2024/05/12 23:47:45.001,n,-208.76574,-600.61156,125.38712
2024/05/12 23:47:50.098,n,-208.91076,-600.55444,125.4623
2024/05/12 23:47:55.000,n,-208.67492,-600.6306,125.33656
2024/05/12 23:48:00.021,n,-209.00158,-600.57348,125.52082
2024/05/12 23:48:05.000,n,-209.0382,-600.57348,125.5428
2024/05/12 23:48:10.000,n,-209.36438,-600.57348,125.7387
2024/05/12 23:48:15.000,n,-209.11048,-600.55444,125.58224
2024/05/12 23:48:20.000,n,-209.21936,-600.61156,125.65958
2024/05/12 23:48:25.060,n,-209.01916,-600.51588,125.51934
2024/05/12 23:48:30.000,n,-208.98352,-600.53492,125.5019
2024/05/12 23:48:35.000,n,-208.71154,-600.55444,125.34266
2024/05/12 23:48:40.000,n,-208.78382,-600.57348,125.39002
2024/05/12 23:48:45.053,n,-208.83802,-600.49684,125.40656
2024/05/12 23:48:50.000,n,-208.83802,-600.53492,125.41452
2024/05/12 23:48:55.000,n,-208.83802,-600.57348,125.42258
2024/05/12 23:49:00.000,n,-208.91076,-600.51588,125.45424
2024/05/12 23:49:05.004,n,-209.05578,-600.57348,125.55336
2024/05/12 23:49:10.002,n,-209.00158,-600.59204,125.5247
2024/05/12 23:49:15.000,n,-208.83802,-600.55444,125.4186
2024/05/12 23:49:20.000,n,-208.9469,-600.57348,125.48798
2024/05/12 23:49:25.000,n,-208.8927,-600.57348,125.45542
2024/05/12 23:49:30.174,n,-209.1466,-600.59204,125.6118
2024/05/12 23:49:35.003,n,-208.693,-600.53492,125.32744
2024/05/12 23:49:40.027,n,-209.11048,-600.61156,125.59418
2024/05/12 23:49:45.000,n,-208.92932,-600.65016,125.49344
2024/05/12 23:49:50.000,n,-209.1466,-600.55444,125.60392
2024/05/12 23:49:55.075,n,-208.72962,-600.49684,125.34148
2024/05/12 23:50:00.002,n,-209.00158,-600.51588,125.50878
2024/05/12 23:50:05.000,n,-208.65686,-600.57348,125.31378
2024/05/12 23:50:10.000,n,-208.5841,-600.59204,125.27396
2024/05/12 23:50:15.000,n,-208.82044,-600.51588,125.4
