"Timestamp","TZ","V_(S2)_OXF (1S) (V)","I_(S2)_OXF (1S) (mA)","Calculation (watts)"
2024/05/10 23:45:05.014,n,-209.26722,-600.72692,125.71246
2024/05/10 23:45:10.007,n,-209.77552,-600.66932,126.00572
2024/05/10 23:45:15.000,n,-209.48498,-600.66932,125.8312
2024/05/10 23:45:20.076,n,-209.4303,-600.68836,125.80236
2024/05/10 23:45:25.004,n,-209.35804,-600.6122,125.74298
2024/05/10 23:45:30.013,n,-209.90246,-600.66932,126.08198
2024/05/10 23:45:35.007,n,-209.90246,-600.70788,126.09008
2024/05/10 23:45:40.000,n,-209.72132,-600.66932,125.97316
2024/05/10 23:45:45.010,n,-209.6847,-600.66932,125.95116
2024/05/10 23:45:50.053,n,-209.19494,-600.6122,125.64504
2024/05/10 23:45:55.013,n,-209.28528,-600.63172,125.70338
2024/05/10 23:46:00.006,n,-209.1217,-600.65028,125.60902
2024/05/10 23:46:05.066,n,-209.34046,-600.65028,125.7404
2024/05/10 23:46:10.010,n,-209.21302,-600.68836,125.67182
2024/05/10 23:46:15.201,n,-208.94056,-600.68836,125.50816
2024/05/10 23:46:20.012,n,-209.24914,-600.63172,125.68168
2024/05/10 23:46:25.006,n,-209.61242,-600.59312,125.8918
2024/05/10 23:46:30.015,n,-209.35804,-600.63172,125.74708
2024/05/10 23:46:35.153,n,-209.3761,-600.68836,125.76978
2024/05/10 23:46:40.003,n,-209.3219,-600.66932,125.73326
2024/05/10 23:46:45.012,n,-209.53918,-600.66932,125.86376
2024/05/10 23:46:50.005,n,-209.61242,-600.6122,125.89578
2024/05/10 23:46:55.015,n,-209.41272,-600.65028,125.78382
2024/05/10 23:47:00.008,n,-209.7389,-600.63172,125.97584
2024/05/10 23:47:05.000,n,-209.55774,-600.66932,125.87492
2024/05/10 23:47:10.000,n,-209.35804,-600.65028,125.75096
2024/05/10 23:47:15.005,n,-209.28528,-600.70788,125.71932
2024/05/10 23:47:20.058,n,-209.3761,-600.66932,125.7658
2024/05/10 23:47:25.008,n,-209.72132,-600.74548,125.98914
2024/05/10 23:47:30.001,n,-209.41272,-600.65028,125.78382
2024/05/10 23:47:35.011,n,-210.01136,-600.68836,126.15138
2024/05/10 23:47:40.104,n,-209.92102,-600.68836,126.09712
2024/05/10 23:47:45.014,n,-209.75696,-600.65028,125.99058
2024/05/10 23:47:50.007,n,-209.77552,-600.68836,126.00972
2024/05/10 23:47:55.001,n,-209.77552,-600.63172,125.99784
2024/05/10 23:48:00.000,n,-210.15638,-600.63172,126.22658
2024/05/10 23:48:05.000,n,-209.53918,-600.65028,125.85976
