"Timestamp","TZ","V_(S2)_OXF (1S) (V)","I_(S2)_OXF (1S) (mA)","Calculation (watts)"
2024/05/09 23:45:05.004,n,-209.83132,-600.67552,126.04054
2024/05/09 23:45:10.000,n,-209.97682,-600.65648,126.12396
2024/05/09 23:45:15.000,n,-209.75904,-600.67552,125.99714
2024/05/09 23:45:20.001,n,-209.83132,-600.65648,126.03654
2024/05/09 23:45:25.000,n,-209.55934,-600.65648,125.87318
2024/05/09 23:45:30.004,n,-209.7405,-600.6946,125.98998
2024/05/09 23:45:35.000,n,-209.7405,-600.73268,125.99798
2024/05/09 23:45:40.000,n,-209.75904,-600.6946,126.00112
2024/05/09 23:45:45.000,n,-209.95876,-600.71412,126.1252
2024/05/09 23:45:50.000,n,-209.7947,-600.6946,126.02254
2024/05/09 23:45:55.004,n,-209.70484,-600.6946,125.96856
2024/05/09 23:46:00.000,n,-209.77712,-600.73268,126.01998
2024/05/09 23:46:05.000,n,-209.65016,-600.6946,125.93572
2024/05/09 23:46:10.005,n,-209.81374,-600.6946,126.03398
2024/05/09 23:46:15.042,n,-209.6863,-600.71412,125.96152
2024/05/09 23:46:20.119,n,-209.92214,-600.65648,126.0911
2024/05/09 23:46:25.000,n,-210.03102,-600.77124,126.1806
2024/05/09 23:46:30.007,n,-209.54128,-600.6946,125.87032
2024/05/09 23:46:35.000,n,-209.81374,-600.6946,126.03398
2024/05/09 23:46:40.000,n,-209.83132,-600.71412,126.04864
2024/05/09 23:46:45.003,n,-209.7947,-600.71412,126.02664
2024/05/09 23:46:50.145,n,-209.84938,-600.65648,126.0474
2024/05/09 23:46:55.006,n,-209.83132,-600.6946,126.04454
2024/05/09 23:47:00.000,n,-209.75904,-600.73268,126.00912
2024/05/09 23:47:05.000,n,-209.83132,-600.65648,126.03654
2024/05/09 23:47:10.002,n,-209.75904,-600.6946,126.00112
2024/05/09 23:47:15.000,n,-209.9402,-600.71412,126.11404
2024/05/09 23:47:20.005,n,-209.59596,-600.65648,125.89518
2024/05/09 23:47:25.001,n,-210.0857,-600.67552,126.19334
2024/05/09 23:47:30.058,n,-209.97682,-600.6946,126.13194
2024/05/09 23:47:35.002,n,-209.54128,-600.65648,125.86234
2024/05/09 23:47:40.000,n,-209.70484,-600.65648,125.96058
2024/05/09 23:47:45.005,n,-209.37818,-600.6946,125.77236
2024/05/09 23:47:50.000,n,-210.06764,-600.63696,126.1744
2024/05/09 23:47:55.000,n,-209.886,-600.67552,126.0734
2024/05/09 23:48:00.003,n,-209.81374,-600.6946,126.03398
2024/05/09 23:48:05.000,n,-209.886,-600.63696,126.0653
2024/05/09 23:48:10.005,n,-209.99488,-600.65648,126.1348
2024/05/09 23:48:15.000,n,-209.59596,-600.6946,125.90316
2024/05/09 23:48:20.000,n,-209.75904,-600.65648,125.99314
2024/05/09 23:48:25.002,n,-209.65016,-600.6946,125.93572
2024/05/09 23:48:30.000,n,-210.2488,-600.67552,126.29132
2024/05/09 23:48:35.085,n,-209.86794,-600.71412,126.07064
2024/05/09 23:48:40.000,n,-209.84938,-600.71412,126.0595
2024/05/09 23:48:45.007,n,-209.7405,-600.65648,125.982
2024/05/09 23:48:50.002,n,-210.03102,-600.67552,126.1605
2024/05/09 23:48:55.051,n,-209.86794,-600.6184,126.05054
2024/05/09 23:49:00.004,n,-210.06764,-600.73268,126.1945
2024/05/09 23:49:05.000,n,-209.95876,-600.65648,126.1131
2024/05/09 23:49:10.007,n,-209.72242,-600.65648,125.97114
2024/05/09 23:49:15.000,n,-210.1399,-600.6184,126.2139
2024/05/09 23:49:20.000,n,-209.99488,-600.67552,126.1388
2024/05/09 23:49:25.003,n,-209.92214,-600.71412,126.1032
2024/05/09 23:49:30.000,n,-209.72242,-600.71412,125.98322
2024/05/09 23:49:35.007,n,-209.886,-600.63696,126.0653
2024/05/09 23:49:40.000,n,-210.26686,-600.6946,126.30618
2024/05/09 23:49:45.000,n,-209.84938,-600.65648,126.0474
2024/05/09 23:49:50.003,n,-209.65016,-600.6946,125.93572
2024/05/09 23:49:55.079,n,-210.01344,-600.63696,126.14184
2024/05/09 23:50:00.006,n,-209.81374,-600.67552,126.02998
2024/05/09 23:50:05.065,n,-209.6316,-600.63696,125.9125
2024/05/09 23:50:10.000,n,-210.12184,-600.6946,126.21906
2024/05/09 23:50:15.002,n,-209.81374,-600.67552,126.02998
2024/05/09 23:50:20.000,n,-210.10328,-600.79028,126.22802
2024/05/09 23:50:25.075,n,-209.46852,-600.65648,125.81864
2024/05/09 23:50:30.000,n,-209.7405,-600.67552,125.98598
2024/05/09 23:50:35.108,n,-209.6316,-600.65648,125.9166
2024/05/09 23:50:40.002,n,-209.50514,-600.6946,125.8486
2024/05/09 23:50:45.000,n,-209.7947,-600.6946,126.02254
2024/05/09 23:50:50.005,n,-209.97682,-600.75172,126.14394
2024/05/09 23:50:55.065,n,-210.0857,-600.63696,126.18524
2024/05/09 23:51:00.140,n,-209.9402,-600.67552,126.10594
