"Timestamp","TZ","V_(S2)_OXF (1S) (V)","I_(S2)_OXF (1S) (mA)","Calculation (watts)"
2024/10/11 23:45:05.009,n,-207.46706,-600.70384,124.62626
2024/10/11 23:45:10.002,n,-207.3948,-600.6848,124.5789
2024/10/11 23:45:15.000,n,-207.6487,-600.66624,124.72756
2024/10/11 23:45:20.006,n,-207.70338,-600.64672,124.75636
2024/10/11 23:45:25.000,n,-207.70338,-600.66624,124.76042
2024/10/11 23:45:30.009,n,-207.3948,-600.58912,124.55906
2024/10/11 23:45:35.002,n,-207.32252,-600.66624,124.53166
2024/10/11 23:45:40.000,n,-207.68482,-600.70384,124.75708
2024/10/11 23:45:45.005,n,-207.46706,-600.64672,124.6144
2024/10/11 23:45:50.000,n,-207.41286,-600.64672,124.58186
2024/10/11 23:45:55.008,n,-207.41286,-600.66624,124.58592
2024/10/11 23:46:00.002,n,-207.0862,-600.66624,124.3897
2024/10/11 23:46:05.061,n,-207.43142,-600.66624,124.59706
2024/10/11 23:46:10.005,n,-207.37672,-600.66624,124.5642
2024/10/11 23:46:15.000,n,-207.46706,-600.6848,124.62232
2024/10/11 23:46:20.008,n,-207.53982,-600.6848,124.66602
2024/10/11 23:46:25.001,n,-207.3401,-600.6848,124.54606
2024/10/11 23:46:30.011,n,-207.37672,-600.64672,124.56016
2024/10/11 23:46:35.005,n,-207.2317,-600.6848,124.48094
2024/10/11 23:46:40.005,n,-207.46706,-600.6848,124.62232
2024/10/11 23:46:45.092,n,-207.21364,-600.62768,124.45826
2024/10/11 23:46:50.001,n,-206.95974,-600.64672,124.30968
2024/10/11 23:46:55.011,n,-207.61208,-600.70384,124.71338
2024/10/11 23:47:00.136,n,-207.37672,-600.58912,124.5482
2024/10/11 23:47:05.000,n,-207.3948,-600.7234,124.5869
2024/10/11 23:47:10.007,n,-207.55788,-600.62768,124.66502
2024/10/11 23:47:15.000,n,-207.41286,-600.64672,124.58186
2024/10/11 23:47:20.010,n,-207.48562,-600.66624,124.62962
2024/10/11 23:47:25.003,n,-207.24928,-600.62768,124.47966
2024/10/11 23:47:30.000,n,-207.79322,-600.62768,124.80638
2024/10/11 23:47:35.006,n,-207.3948,-600.64672,124.571
2024/10/11 23:47:40.000,n,-208.02956,-600.64672,124.95228
2024/10/11 23:47:45.125,n,-207.0862,-600.6848,124.39354
2024/10/11 23:47:50.002,n,-207.43142,-600.62768,124.58906
2024/10/11 23:47:55.000,n,-207.75758,-600.64672,124.78892
2024/10/11 23:48:00.006,n,-207.15944,-600.6848,124.43754
2024/10/11 23:48:05.000,n,-207.68482,-600.62768,124.74126
2024/10/11 23:48:10.009,n,-207.88404,-600.64672,124.86488
2024/10/11 23:48:15.002,n,-207.52126,-600.70384,124.65882
2024/10/11 23:48:20.030,n,-207.15944,-600.66624,124.4337
2024/10/11 23:48:25.005,n,-207.37672,-600.66624,124.5642
2024/10/11 23:48:30.000,n,-207.41286,-600.66624,124.58592
2024/10/11 23:48:35.008,n,-207.26784,-600.70384,124.50658
2024/10/11 23:48:40.002,n,-207.05056,-600.60864,124.35636
2024/10/11 23:48:45.011,n,-207.41286,-600.62768,124.5779
