"Timestamp","TZ","V_(S2)_OXF (1S) (V)","I_(S2)_OXF (1S) (mA)","Calculation (watts)"
2024/05/08 23:45:05.004,n,-210.08606,-600.63788,126.18566
2024/05/08 23:45:10.000,n,-209.6139,-600.6574,125.90614
2024/05/08 23:45:15.000,n,-209.7052,-600.63788,125.9569
2024/05/08 23:45:20.001,n,-209.37854,-600.58076,125.74872
2024/05/08 23:45:25.000,n,-209.83216,-600.59932,126.02506
2024/05/08 23:45:30.007,n,-209.94104,-600.52312,126.07446
2024/05/08 23:45:35.000,n,-209.79602,-600.54268,125.99146
2024/05/08 23:45:40.106,n,-209.72278,-600.58076,125.95546
2024/05/08 23:45:45.000,n,-209.72278,-600.6574,125.97154
2024/05/08 23:45:50.000,n,-209.66858,-600.59932,125.9268
2024/05/08 23:45:55.003,n,-209.7594,-600.63788,125.98944
2024/05/08 23:46:00.000,n,-210.10462,-600.67596,126.2048
2024/05/08 23:46:05.000,n,-209.94104,-600.58076,126.08656
2024/05/08 23:46:10.133,n,-209.92248,-600.56172,126.0714
2024/05/08 23:46:15.000,n,-209.79602,-600.61884,126.00746
2024/05/08 23:46:20.002,n,-210.068,-600.61884,126.1708
2024/05/08 23:46:25.095,n,-209.83216,-600.56172,126.01716
2024/05/08 23:46:30.005,n,-209.63244,-600.61884,125.9092
2024/05/08 23:46:35.000,n,-209.57824,-600.6574,125.88474
2024/05/08 23:46:40.000,n,-210.15882,-600.58076,126.21734
2024/05/08 23:46:45.002,n,-209.92248,-600.63788,126.0874
2024/05/08 23:46:50.000,n,-209.94104,-600.6574,126.10264
2024/05/08 23:46:55.005,n,-209.5597,-600.67596,125.87748
2024/05/08 23:47:00.011,n,-210.04992,-600.61884,126.15994
2024/05/08 23:47:05.140,n,-209.85022,-600.54268,126.02402
2024/05/08 23:47:10.084,n,-209.54162,-600.58076,125.84666
2024/05/08 23:47:15.000,n,-209.97718,-600.56172,126.10426
2024/05/08 23:47:20.005,n,-209.66858,-600.59932,125.9268
2024/05/08 23:47:25.000,n,-210.0133,-600.59932,126.13384
2024/05/08 23:47:30.000,n,-209.77796,-600.59932,125.9925
2024/05/08 23:47:35.001,n,-209.7052,-600.61884,125.9529
2024/05/08 23:47:40.000,n,-209.59632,-600.58076,125.87952
2024/05/08 23:47:45.004,n,-209.99572,-600.59932,126.1233
2024/05/08 23:47:50.000,n,-209.32386,-600.61884,125.72386
2024/05/08 23:47:55.000,n,-209.9591,-600.59932,126.1013
2024/05/08 23:48:00.001,n,-209.79602,-600.61884,126.00746
2024/05/08 23:48:05.000,n,-209.7052,-600.63788,125.9569
2024/05/08 23:48:10.004,n,-209.97718,-600.56172,126.10426
2024/05/08 23:48:15.000,n,-209.7594,-600.59932,125.98136
2024/05/08 23:48:20.000,n,-209.26966,-600.59932,125.68722
2024/05/08 23:48:25.001,n,-209.26966,-600.58076,125.68334
2024/05/08 23:48:30.000,n,-209.54162,-600.58076,125.84666
2024/05/08 23:48:35.003,n,-209.68714,-600.61884,125.94204
2024/05/08 23:48:40.063,n,-210.04992,-600.56172,126.14794
2024/05/08 23:48:45.022,n,-209.7594,-600.58076,125.97746
2024/05/08 23:48:50.000,n,-209.79602,-600.6574,126.01554
2024/05/08 23:48:55.000,n,-209.79602,-600.59932,126.00334
2024/05/08 23:49:00.003,n,-209.7594,-600.52312,125.96538
2024/05/08 23:49:05.000,n,-209.77796,-600.58076,125.9886
