"Timestamp","TZ","V_(S2)_OXF (1S) (V)","I_(S2)_OXF (1S) (mA)","Calculation (watts)"
2024/10/08 23:45:05.013,n,-209.00888,-600.43116,125.49546
2024/10/08 23:45:10.006,n,-208.80918,-600.45068,125.37962
2024/10/08 23:45:15.000,n,-208.8453,-600.46972,125.40528
2024/10/08 23:45:20.009,n,-209.02646,-600.48876,125.51804
2024/10/08 23:45:25.004,n,-209.1539,-600.50732,125.59844
2024/10/08 23:45:30.029,n,-208.82676,-600.39256,125.37804
2024/10/08 23:45:35.006,n,-208.93662,-600.45068,125.45614
2024/10/08 23:45:40.000,n,-208.93662,-600.43116,125.45206
2024/10/08 23:45:45.009,n,-208.93662,-600.41212,125.44808
2024/10/08 23:45:50.002,n,-208.91758,-600.37404,125.42868
2024/10/08 23:45:55.012,n,-209.0997,-600.46972,125.55804
2024/10/08 23:46:00.006,n,-208.75448,-600.43116,125.3427
2024/10/08 23:46:05.000,n,-209.11728,-600.43116,125.56054
2024/10/08 23:46:10.008,n,-209.06308,-600.41212,125.52402
2024/10/08 23:46:15.002,n,-208.86338,-600.46972,125.41614
2024/10/08 23:46:20.012,n,-208.9542,-600.37404,125.45068
2024/10/08 23:46:25.005,n,-209.17196,-600.43116,125.59338
2024/10/08 23:46:30.014,n,-209.28036,-600.46972,125.66654
2024/10/08 23:46:35.009,n,-209.17196,-600.48876,125.60542
2024/10/08 23:46:40.001,n,-209.06308,-600.45068,125.53208
2024/10/08 23:46:45.011,n,-209.1539,-600.46972,125.59058
2024/10/08 23:46:50.005,n,-208.86338,-600.46972,125.41614
2024/10/08 23:46:55.014,n,-208.8453,-600.41212,125.39326
2024/10/08 23:47:00.007,n,-209.1539,-600.41212,125.57854
2024/10/08 23:47:05.033,n,-208.86338,-600.46972,125.41614
2024/10/08 23:47:10.011,n,-209.24472,-600.46972,125.64512
2024/10/08 23:47:15.004,n,-209.00888,-600.43116,125.49546
2024/10/08 23:47:20.014,n,-208.7911,-600.43116,125.3647
2024/10/08 23:47:25.007,n,-208.88192,-600.46972,125.42728
2024/10/08 23:47:30.000,n,-209.2994,-600.39256,125.66182
2024/10/08 23:47:35.010,n,-209.24472,-600.39256,125.62898
2024/10/08 23:47:40.003,n,-209.19052,-600.45068,125.6086
2024/10/08 23:47:45.013,n,-208.8453,-600.39256,125.38918
2024/10/08 23:47:50.006,n,-208.86338,-600.41212,125.4041
2024/10/08 23:47:55.000,n,-208.82676,-600.46972,125.39414
2024/10/08 23:48:00.009,n,-208.97226,-600.45068,125.47754
2024/10/08 23:48:05.002,n,-209.04502,-600.45068,125.52122
2024/10/08 23:48:10.012,n,-208.75448,-600.45068,125.34678
2024/10/08 23:48:15.006,n,-208.7369,-600.46972,125.3402
2024/10/08 23:48:20.000,n,-208.77256,-600.39256,125.3455
2024/10/08 23:48:25.009,n,-208.7911,-600.43116,125.3647
2024/10/08 23:48:30.002,n,-209.13584,-600.39256,125.5636
2024/10/08 23:48:35.013,n,-208.7369,-600.41212,125.32816
2024/10/08 23:48:40.072,n,-208.77256,-600.39256,125.3455
2024/10/08 23:48:45.015,n,-208.68222,-600.43116,125.2993
2024/10/08 23:48:50.009,n,-208.75448,-600.41212,125.33872
2024/10/08 23:48:55.002,n,-208.86338,-600.43116,125.40808
2024/10/08 23:49:00.012,n,-208.9542,-600.45068,125.4667
2024/10/08 23:49:05.005,n,-208.68222,-600.43116,125.2993
2024/10/08 23:49:10.015,n,-208.60946,-600.41212,125.25166
2024/10/08 23:49:15.008,n,-209.00888,-600.45068,125.49954
2024/10/08 23:49:20.002,n,-208.88192,-600.37404,125.40728
2024/10/08 23:49:25.011,n,-209.08114,-600.46972,125.5469
2024/10/08 23:49:30.005,n,-209.00888,-600.41212,125.49146
2024/10/08 23:49:35.014,n,-208.91758,-600.46972,125.44868
2024/10/08 23:49:40.008,n,-208.64608,-600.45068,125.28168
2024/10/08 23:49:45.001,n,-208.71836,-600.43116,125.321
2024/10/08 23:49:50.011,n,-208.80918,-600.45068,125.37962
2024/10/08 23:49:55.004,n,-209.33506,-600.41212,125.6873
2024/10/08 23:50:00.014,n,-209.00888,-600.43116,125.49546
2024/10/08 23:50:05.008,n,-208.9542,-600.43116,125.46262
2024/10/08 23:50:10.003,n,-209.08114,-600.29736,125.51086
2024/10/08 23:50:15.126,n,-208.7369,-600.43116,125.33214
2024/10/08 23:50:20.003,n,-209.00888,-600.46972,125.50352
2024/10/08 23:50:25.014,n,-209.02646,-600.48876,125.51804
2024/10/08 23:50:30.007,n,-208.5372,-600.43116,125.21224
2024/10/08 23:50:35.000,n,-208.86338,-600.41212,125.4041
2024/10/08 23:50:40.010,n,-208.8453,-600.43116,125.39722
2024/10/08 23:50:45.004,n,-208.9542,-600.48876,125.47466
2024/10/08 23:50:50.013,n,-208.75448,-600.43116,125.3427
2024/10/08 23:50:55.006,n,-208.71836,-600.45068,125.32508
2024/10/08 23:51:00.016,n,-209.13584,-600.43116,125.57168
2024/10/08 23:51:05.010,n,-208.86338,-600.45068,125.41216
2024/10/08 23:51:10.004,n,-208.9542,-600.43116,125.46262
2024/10/08 23:51:15.012,n,-208.93662,-600.45068,125.45614
2024/10/08 23:51:20.053,n,-208.7369,-600.45068,125.33622
2024/10/08 23:51:25.000,n,-208.5372,-600.39256,125.2042
2024/10/08 23:51:30.000,n,-208.91758,-600.48876,125.45266
2024/10/08 23:51:35.002,n,-209.2081,-600.45068,125.61916
2024/10/08 23:51:40.012,n,-208.7369,-600.41212,125.32816
2024/10/08 23:51:45.000,n,-208.48252,-600.45068,125.18348
2024/10/08 23:51:50.065,n,-208.7369,-600.37404,125.32022
2024/10/08 23:51:55.010,n,-208.44638,-600.39256,125.14966
2024/10/08 23:52:00.000,n,-208.8453,-600.41212,125.39326
2024/10/08 23:52:05.011,n,-209.22616,-600.39256,125.61784
2024/10/08 23:52:10.081,n,-208.97226,-600.37404,125.46152
