"Timestamp","TZ","V_(S2)_OXF (1S) (V)","I_(S2)_OXF (1S) (mA)","Calculation (watts)"
2024/10/12 23:45:05.001,n,-207.55938,-600.6684,124.67438
2024/10/12 23:45:10.000,n,-207.39582,-600.706,124.58392
2024/10/12 23:45:15.000,n,-207.43194,-600.59224,124.58202
2024/10/12 23:45:20.000,n,-207.99444,-600.57268,124.91578
2024/10/12 23:45:25.000,n,-207.41388,-600.59224,124.57118
2024/10/12 23:45:30.001,n,-207.54034,-600.62984,124.65492
2024/10/12 23:45:35.000,n,-207.70392,-600.68744,124.76514
2024/10/12 23:45:40.000,n,-207.68586,-600.68744,124.75428
2024/10/12 23:45:45.000,n,-207.84894,-600.72552,124.86016
2024/10/12 23:45:50.000,n,-207.74006,-600.64888,124.77884
2024/10/12 23:45:55.000,n,-207.5047,-600.64888,124.63746
2024/10/12 23:46:00.126,n,-207.0877,-600.62984,124.38306
2024/10/12 23:46:05.000,n,-207.79474,-600.64888,124.81168
2024/10/12 23:46:10.000,n,-207.63166,-600.64888,124.71372
2024/10/12 23:46:15.008,n,-207.99444,-600.57268,124.91578
2024/10/12 23:46:20.000,n,-207.75812,-600.62984,124.78572
2024/10/12 23:46:25.000,n,-207.54034,-600.6684,124.66292
2024/10/12 23:46:30.003,n,-207.77668,-600.61076,124.79292
2024/10/12 23:46:35.000,n,-207.39582,-600.62984,124.56812
2024/10/12 23:46:40.000,n,-207.54034,-600.706,124.67072
2024/10/12 23:46:45.000,n,-207.61358,-600.706,124.71474
2024/10/12 23:46:50.000,n,-207.59504,-600.6684,124.69578
2024/10/12 23:46:55.002,n,-207.72248,-600.62984,124.76432
2024/10/12 23:47:00.000,n,-207.64924,-600.62984,124.72032
2024/10/12 23:47:05.000,n,-207.83088,-600.64888,124.83338
2024/10/12 23:47:10.000,n,-207.70392,-600.62984,124.75318
2024/10/12 23:47:15.000,n,-207.32306,-600.59224,124.51662
2024/10/12 23:47:20.002,n,-208.01202,-600.64888,124.94218
2024/10/12 23:47:25.000,n,-207.97638,-600.59224,124.909
2024/10/12 23:47:30.000,n,-208.04864,-600.64888,124.96418
2024/10/12 23:47:35.070,n,-207.9212,-600.64888,124.88764
2024/10/12 23:47:40.072,n,-207.75812,-600.64888,124.78968
2024/10/12 23:47:45.001,n,-207.88556,-600.62984,124.86228
2024/10/12 23:47:50.000,n,-207.77668,-600.61076,124.79292
2024/10/12 23:47:55.000,n,-207.48614,-600.62984,124.62238
2024/10/12 23:48:00.000,n,-207.5047,-600.64888,124.63746
2024/10/12 23:48:05.000,n,-207.99444,-600.62984,124.92768
2024/10/12 23:48:10.001,n,-207.63166,-600.62984,124.70976
2024/10/12 23:48:15.000,n,-207.35968,-600.61076,124.54246
2024/10/12 23:48:20.000,n,-208.04864,-600.64888,124.96418
2024/10/12 23:48:25.000,n,-207.95782,-600.72552,124.92558
2024/10/12 23:48:30.000,n,-207.48614,-600.62984,124.62238
2024/10/12 23:48:35.001,n,-207.61358,-600.59224,124.69112
2024/10/12 23:48:40.000,n,-207.70392,-600.6684,124.76118
2024/10/12 23:48:45.003,n,-207.75812,-600.59224,124.77792
2024/10/12 23:48:50.201,n,-207.75812,-600.64888,124.78968
2024/10/12 23:48:55.000,n,-207.84894,-600.64888,124.84422
2024/10/12 23:49:00.000,n,-207.63166,-600.62984,124.70976
