Time,Voltage,dT
1989-03-12 12:03:00,17.505192626528924,222.60586208090797
1989-03-12 12:03:20,22.68863452586998,237.57673365626704
1989-03-12 12:03:40,27.490084408620643,252.8574672752838
1989-03-12 12:04:00,31.92033886704381,268.4394421985668
1989-03-12 12:04:20,35.99019449340239,284.31403768672465
1989-03-12 12:04:40,39.710447879959226,300.47263300036605
1989-03-12 12:05:00,43.09189561897724,316.9066074000993
1989-03-12 12:05:20,46.14533430271931,333.6073401465332
1989-03-12 12:05:40,48.88156052344835,350.5662105002764
1989-03-12 12:06:00,51.3113708734272,367.77459772193714
1989-03-12 12:06:20,53.44556194491878,385.2238810721243
1989-03-12 12:06:40,55.29493033018598,402.9054398114463
1989-03-12 12:07:00,56.87027262149168,420.81065320051187
1989-03-12 12:07:20,58.18238541109878,438.93090049992946
1989-03-12 12:07:40,59.24206529127015,457.2575609703077
1989-03-12 12:08:00,60.06010885426871,475.7820138722552
1989-03-12 12:08:20,60.647312692357296,494.49563846638046
1989-03-12 12:08:40,61.014473397798845,513.389814013292
1989-03-12 12:09:00,61.17238756285623,532.4559197735987
1989-03-12 12:09:20,61.131851779792335,551.6853350079087
1989-03-12 12:09:40,60.90366264087005,571.0694389768311
1989-03-12 12:10:00,60.49861673835228,590.5996109409738
1989-03-12 12:10:20,59.927510664501916,610.2672301609462
1989-03-12 12:10:40,59.20114101158182,630.0636758973563
1989-03-12 12:11:00,58.33030437185486,649.9803274108126
1989-03-12 12:11:20,57.32579733758399,670.0085639619241
1989-03-12 12:11:40,56.19841650103206,690.1397648112992
1989-03-12 12:12:00,54.958958454461964,710.3653092195464
1989-03-12 12:12:20,53.61821979013659,730.6765764472743
1989-03-12 12:12:40,52.186997100318834,751.0649457550917
1989-03-12 12:13:00,50.67608697727158,771.5217964036068
1989-03-12 12:13:20,49.096286013257725,792.0385076534285
1989-03-12 12:13:40,47.45839080054014,812.6064587651654
1989-03-12 12:14:00,45.773197931381716,833.2170289994256
1989-03-12 12:14:20,44.05150399804535,853.8615976168181
1989-03-12 12:14:40,42.30410559279394,874.5315438779514
1989-03-12 12:15:00,40.54179930789035,895.2182470434342
1989-03-12 12:15:20,38.7753817355975,915.9130863738749
1989-03-12 12:15:40,37.01564946817825,936.6074411298821
1989-03-12 12:16:00,35.273399097895506,957.2926905720645
1989-03-12 12:16:20,33.55942721701216,977.9602139610305
1989-03-12 12:16:40,31.884530417791076,998.6013905573885
1989-03-12 12:17:00,30.259505292495163,1019.2075996217475
1989-03-12 12:17:20,28.695148433387313,1039.7702204147163
1989-03-12 12:17:40,27.201904094246604,1060.2809552728709
1989-03-12 12:18:00,25.784096930911225,1080.73711788415
1989-03-12 12:18:20,24.440865721562155,1101.1407771151685
1989-03-12 12:18:40,23.171185255957667,1121.494152201353
1989-03-12 12:19:00,21.97403032385602,1141.7994623781285
1989-03-12 12:19:20,20.848375715015486,1162.0589268809213
1989-03-12 12:19:40,19.79319621919435,1182.274764945157
1989-03-12 12:20:00,18.80746662615087,1202.449195806261
1989-03-12 12:20:20,17.890161725643328,1222.5844386996596
1989-03-12 12:20:40,17.040256307429985,1242.682712860778
1989-03-12 12:21:00,16.256725161269117,1262.7462375250427
1989-03-12 12:21:20,15.538543076918993,1282.7772319278788
1989-03-12 12:21:40,14.884684844137883,1302.777915304712
1989-03-12 12:22:00,14.294125252684065,1322.7505068909684
1989-03-12 12:22:20,13.765839092315801,1342.6972259220738
1989-03-12 12:22:40,13.298801152791368,1362.6202916334532
1989-03-12 12:23:00,12.891986223869033,1382.5219232605334
1989-03-12 12:23:20,12.544369095307069,1402.404340038739
1989-03-12 12:23:40,12.254924556863752,1422.269761203497
1989-03-12 12:24:00,12.022627398297344,1442.120405990232
1989-03-12 12:24:20,11.846452409366123,1461.9584936343706
1989-03-12 12:24:40,11.725374379828356,1481.7862433713383
1989-03-12 12:25:00,11.658368099442313,1501.6058744365603
1989-03-12 12:25:20,11.644408357966267,1521.4196060654626
1989-03-12 12:25:40,11.682469945158493,1541.2296574934717
1989-03-12 12:26:00,11.771527650777259,1561.0382479560121
1989-03-12 12:26:20,11.910556264580833,1580.8475966885107
1989-03-12 12:26:40,12.098530576327487,1600.659922926392
1989-03-12 12:27:00,12.334425375775496,1620.4774459050834
1989-03-12 12:27:20,12.61721545268313,1640.3023848600094
1989-03-12 12:27:40,12.945875596808657,1660.1369590265958
1989-03-12 12:28:00,13.319380368191812,1679.9833870021507
1989-03-12 12:28:20,13.736482981189626,1699.843272524308
1989-03-12 12:28:40,14.195302477286063,1719.7164577091485
1989-03-12 12:29:00,14.69384503954428,1739.6024711717562
1989-03-12 12:29:20,15.230116851027448,1759.5008415272164
1989-03-12 12:29:40,15.80212409479873,1779.4110973906138
1989-03-12 12:30:00,16.407872953921295,1799.3327673770336
1989-03-12 12:30:20,17.045369611458312,1819.2653801015606
1989-03-12 12:30:40,17.71262025047295,1839.20846417928
1989-03-12 12:31:00,18.407631054028368,1859.1615482252762
1989-03-12 12:31:20,19.12840820518774,1879.1241608546352
1989-03-12 12:31:40,19.872957887014227,1899.095830682441
1989-03-12 12:32:00,20.639286282571,1919.0760863237779
1989-03-12 12:32:20,21.425399574921226,1939.0644563937321
1989-03-12 12:32:40,22.22930394712807,1959.0604695073885
1989-03-12 12:33:00,23.0490055822547,1979.0636542798313
1989-03-12 12:33:20,23.882510663364293,1999.0735393261464
1989-03-12 12:33:40,24.72782537351999,2019.0896532614172
1989-03-12 12:34:00,25.58295589578499,2039.1115247007306
