Time,Z,dT
1958-02-10 14:42:40,44909.12736463664,9760.000000096832
1958-02-10 14:43:00,44909.20758961376,9780.000000115899
1958-02-10 14:43:20,44909.28781459088,9800.000000134964
1958-02-10 14:43:40,44909.368039568,9820.000000154028
1958-02-10 14:44:00,44909.48379720215,9840.000000147691
1958-02-10 14:44:20,44909.60413466765,9860.000000138081
1958-02-10 14:44:40,44909.72447213316,9880.00000012847
1958-02-10 14:45:00,44909.84480959867,9900.00000011886
1958-02-10 14:45:20,44909.96514706418,9920.000000109249
1958-02-10 14:45:40,44910.08548452968,9940.000000099639
1958-02-10 14:46:00,44910.20582199519,9960.000000090027
1958-02-10 14:46:20,44910.326159460696,9980.000000080418
1958-02-10 14:46:40,44910.446496926204,10000.000000070806
1958-02-10 14:47:00,44910.566834391706,10020.000000061196
1958-02-10 14:47:20,44910.687171857215,10040.000000051585
1958-02-10 14:47:40,44910.80750932272,10060.000000041975
1958-02-10 14:48:00,44910.92784678823,10080.000000032363
1958-02-10 14:48:20,44911.048184253734,10100.000000022754
1958-02-10 14:48:40,44911.16852171924,10120.000000013142
1958-02-10 14:49:00,44911.28885918475,10140.000000003532
1958-02-10 14:49:20,44911.40919665026,10159.999999993921
1958-02-10 14:49:40,44911.52953411576,10179.99999998431
1958-02-10 14:50:00,44911.64987158127,10199.9999999747
1958-02-10 14:50:20,44911.77020904678,10219.999999965088
1958-02-10 14:50:40,44911.89054651229,10239.999999955478
1958-02-10 14:51:00,44912.01088397779,10259.999999945867
1958-02-10 14:51:20,44912.1312214433,10279.999999936257
1958-02-10 14:51:40,44912.25155890881,10299.999999926646
1958-02-10 14:52:00,44912.371896374316,10319.999999917036
1958-02-10 14:52:20,44912.49223383982,10339.999999907424
1958-02-10 14:52:40,44912.612571305326,10359.999999897815
1958-02-10 14:53:00,44912.732908770835,10379.999999888203
1958-02-10 14:53:20,44912.853246236344,10399.999999878593
1958-02-10 14:53:40,44912.973583701845,10419.999999868982
1958-02-10 14:54:00,44913.093921167354,10439.999999859372
1958-02-10 14:54:20,44913.21425863286,10459.99999984976
1958-02-10 14:54:40,44913.334596098364,10479.99999984015
1958-02-10 14:55:00,44913.42016065207,10499.99999983054
1958-02-10 14:55:20,44913.455259079514,10519.99999982093
1958-02-10 14:55:40,44913.49035750695,10539.99999981132
1958-02-10 14:56:00,44913.52545593439,10559.999999801708
1958-02-10 14:56:20,44913.56055436183,10579.999999792099
1958-02-10 14:56:40,44913.59565278927,10599.999999782489
1958-02-10 14:57:00,44913.63075121671,10619.999999772877
1958-02-10 14:57:20,44913.665849644145,10639.999999763268
1958-02-10 14:57:40,44913.700948071586,10659.999999753658
1958-02-10 14:58:00,44913.73604649903,10679.999999744046
1958-02-10 14:58:20,44913.77114492647,10699.999999734437
1958-02-10 14:58:40,44913.8062433539,10719.999999724827
1958-02-10 14:59:00,44913.84134178134,10739.999999715215
1958-02-10 14:59:20,44913.87644020878,10759.999999705606
1958-02-10 14:59:40,44913.911538636225,10779.999999695996
1958-02-10 15:00:00,44913.946637063666,10799.999999686384
1958-02-10 15:00:20,44913.9817354911,10819.999999676775
1958-02-10 15:00:40,44914.01683391854,10839.999999667165
1958-02-10 15:01:00,44914.05193234598,10859.999999657553
1958-02-10 15:01:20,44914.08703077342,10879.999999647944
1958-02-10 15:01:40,44914.12212920086,10899.999999638334
1958-02-10 15:02:00,44914.1572276283,10919.999999628722
1958-02-10 15:02:20,44914.19232605574,10939.999999619113
1958-02-10 15:02:40,44914.22742448318,10959.999999609503
1958-02-10 15:03:00,44914.26252291062,10979.999999599891
1958-02-10 15:03:20,44914.29762133806,10999.999999590282
1958-02-10 15:03:40,44914.332719765494,11019.999999580672
1958-02-10 15:04:00,44914.367818192935,11039.99999957106
1958-02-10 15:04:20,44914.402916620376,11059.99999956145
1958-02-10 15:04:40,44914.43801504782,11079.999999551841
1958-02-10 15:05:00,44914.47311347525,11099.99999954223
1958-02-10 15:05:20,44914.50821190269,11119.99999953262
1958-02-10 15:05:40,44914.54331033013,11139.999999523008
1958-02-10 15:06:00,44914.578408757574,11159.999999513399
1958-02-10 15:06:20,44914.66946810181,11179.999999532236
1958-02-10 15:06:40,44914.76473526215,11199.999999553213
1958-02-10 15:07:00,44914.86000242249,11219.99999957419
1958-02-10 15:07:20,44914.95526958283,11239.999999595166
1958-02-10 15:07:40,44915.05053674317,11259.999999616142
1958-02-10 15:08:00,44915.145803903506,11279.99999963712
1958-02-10 15:08:20,44915.24107106384,11299.999999658097
1958-02-10 15:08:40,44915.33633822418,11319.999999679074
1958-02-10 15:09:00,44915.431605384525,11339.99999970005
1958-02-10 15:09:20,44915.52687254486,11359.999999721027
1958-02-10 15:09:40,44915.6221397052,11379.999999742004
1958-02-10 15:10:00,44915.71740686554,11399.99999976298
1958-02-10 15:10:20,44915.812674025874,11419.999999783957
1958-02-10 15:10:40,44915.90794118622,11439.999999804933
1958-02-10 15:11:00,44916.003208346556,11459.99999982591
1958-02-10 15:11:20,44916.09847550689,11479.999999846887
1958-02-10 15:11:40,44916.19374266723,11499.999999867863
1958-02-10 15:12:00,44916.28900982757,11519.99999988884
1958-02-10 15:12:20,44916.38427698791,11539.999999909816
1958-02-10 15:12:40,44916.47954414825,11559.999999930793
1958-02-10 15:13:00,44916.57481130859,11579.999999951771
1958-02-10 15:13:20,44916.670078468924,11599.999999972748
1958-02-10 15:13:40,44916.76534562926,11619.999999993724
1958-02-10 15:14:00,44916.860612789606,11640.000000014701
1958-02-10 15:14:20,44916.95587994994,11660.000000035678
1958-02-10 15:14:40,44917.05114711028,11680.000000056654
1958-02-10 15:15:00,44917.14641427062,11700.00000007763
1958-02-10 15:15:20,44917.241681430954,11720.000000098607
1958-02-10 15:15:40,44917.3369485913,11740.000000119584
1958-02-10 15:16:00,44917.432215751636,11760.00000014056
1958-02-10 15:16:20,44917.52748291197,11780.000000161537
1958-02-10 15:16:40,44917.62275007231,11800.000000182514
1958-02-10 15:17:00,44917.71801723265,11820.00000020349
1958-02-10 15:17:20,44917.77851922995,11840.000000218608
1958-02-10 15:17:40,44917.79690412053,11860.000000226628
1958-02-10 15:18:00,44917.81528901111,11880.000000234648
1958-02-10 15:18:20,44917.83367390169,11900.000000242668
1958-02-10 15:18:40,44917.85205879227,11920.000000250688
1958-02-10 15:19:00,44917.87044368285,11940.000000258708
1958-02-10 15:19:20,44917.88882857343,11960.000000266726
1958-02-10 15:19:40,44917.90721346401,11980.000000274746
1958-02-10 15:20:00,44917.92559835459,12000.000000282766
1958-02-10 15:20:20,44917.94398324517,12020.000000290785
1958-02-10 15:20:40,44917.96236813575,12040.000000298805
1958-02-10 15:21:00,44917.98075302633,12060.000000306825
1958-02-10 15:21:20,44917.99913791691,12080.000000314843
1958-02-10 15:21:40,44918.01752280749,12100.000000322863
1958-02-10 15:22:00,44918.03590769807,12120.000000330883
1958-02-10 15:22:20,44918.05429258865,12140.000000338903
1958-02-10 15:22:40,44918.07267747923,12160.000000346923
1958-02-10 15:23:00,44918.09106236981,12180.000000354943
1958-02-10 15:23:20,44918.10944726039,12200.000000362961
1958-02-10 15:23:40,44918.12783215097,12220.000000370981
1958-02-10 15:24:00,44918.14621704155,12240.000000379001
1958-02-10 15:24:20,44918.16460193213,12260.000000387021
1958-02-10 15:24:40,44918.18298682271,12280.00000039504
1958-02-10 15:25:00,44918.20137171329,12300.00000040306
1958-02-10 15:25:20,44918.21975660387,12320.00000041108
1958-02-10 15:25:40,44918.23814149445,12340.000000419099
1958-02-10 15:26:00,44918.25652638503,12360.000000427119
1958-02-10 15:26:20,44918.284431003565,12380.000000433214
1958-02-10 15:26:40,44918.45838035262,12400.00000040978
1958-02-10 15:27:00,44918.63232970168,12420.000000386346
1958-02-10 15:27:20,44918.80627905074,12440.000000362914
1958-02-10 15:27:40,44918.98022839979,12460.00000033948
1958-02-10 15:28:00,44919.15417774885,12480.000000316046
1958-02-10 15:28:20,44919.32812709791,12500.000000292612
1958-02-10 15:28:40,44919.50207644697,12520.000000269178
1958-02-10 15:29:00,44919.67602579603,12540.000000245745
1958-02-10 15:29:20,44919.84997514509,12560.000000222311
1958-02-10 15:29:40,44920.02392449414,12580.000000198877
1958-02-10 15:30:00,44920.1978738432,12600.000000175443
1958-02-10 15:30:20,44920.37182319226,12620.00000015201
1958-02-10 15:30:40,44920.545772541314,12640.000000128577
1958-02-10 15:31:00,44920.719721890375,12660.000000105143
1958-02-10 15:31:20,44920.893671239435,12680.000000081709
1958-02-10 15:31:40,44921.06762058849,12700.000000058275
1958-02-10 15:32:00,44921.24156993755,12720.000000034841
1958-02-10 15:32:20,44921.41551928661,12740.000000011409
1958-02-10 15:32:40,44921.58946863567,12759.999999987975
1958-02-10 15:33:00,44921.76341798472,12779.99999996454
1958-02-10 15:33:20,44921.93736733378,12799.999999941107
1958-02-10 15:33:40,44922.11131668284,12819.999999917673
1958-02-10 15:34:00,44922.2852660319,12839.99999989424
1958-02-10 15:34:20,44922.45921538096,12859.999999870806
1958-02-10 15:34:40,44922.63316473002,12879.999999847372
1958-02-10 15:35:00,44922.80711407907,12899.999999823938
1958-02-10 15:35:20,44922.98106342813,12919.999999800504
1958-02-10 15:35:40,44923.15501277719,12939.999999777072
1958-02-10 15:36:00,44923.328962126245,12959.999999753638
1958-02-10 15:36:20,44923.502911475305,12979.999999730204
1958-02-10 15:36:40,44923.676860824366,12999.99999970677
1958-02-10 15:37:00,44923.85081017342,13019.999999683336
1958-02-10 15:37:20,44924.02475952248,13039.999999659904
1958-02-10 15:37:40,44924.19870887154,13059.99999963647
1958-02-10 15:38:00,44924.37265822059,13079.999999613035
1958-02-10 15:38:20,44924.54660756965,13099.999999589601
1958-02-10 15:38:40,44924.72055691871,13119.999999566167
1958-02-10 15:39:00,44924.89450626777,13139.999999542735
1958-02-10 15:39:20,44925.06845561683,13159.999999519301
1958-02-10 15:39:40,44925.205834037304,13179.999999517913
1958-02-10 15:40:00,44925.30611525872,13199.999999538892
1958-02-10 15:40:20,44925.406396480124,13219.999999559868
1958-02-10 15:40:40,44925.50667770153,13239.999999580845
1958-02-10 15:41:00,44925.606958922945,13259.999999601821
1958-02-10 15:41:20,44925.70724014435,13279.9999996228
1958-02-10 15:41:40,44925.80752136576,13299.999999643776
1958-02-10 15:42:00,44925.90780258717,13319.999999664753
1958-02-10 15:42:20,44926.00808380858,13339.99999968573
1958-02-10 15:42:40,44926.108365029984,13359.999999706706
1958-02-10 15:43:00,44926.2086462514,13379.999999727685
1958-02-10 15:43:20,44926.308927472804,13399.999999748661
1958-02-10 15:43:40,44926.40920869422,13419.999999769638
1958-02-10 15:44:00,44926.509489915625,13439.999999790614
1958-02-10 15:44:20,44926.60977113703,13459.999999811593
1958-02-10 15:44:40,44926.710052358445,13479.99999983257
1958-02-10 15:45:00,44926.81033357985,13499.999999853546
1958-02-10 15:45:20,44926.91061480126,13519.999999874522
1958-02-10 15:45:40,44927.01089602267,13539.9999998955
1958-02-10 15:46:00,44927.11117724408,13559.999999916477
1958-02-10 15:46:20,44927.21145846549,13579.999999937454
1958-02-10 15:46:40,44927.3117396869,13599.99999995843
1958-02-10 15:47:00,44927.412020908305,13619.999999979409
1958-02-10 15:47:20,44927.51230212972,13640.000000000386
1958-02-10 15:47:40,44927.612583351125,13660.000000021362
1958-02-10 15:48:00,44927.71286457253,13680.000000042339
1958-02-10 15:48:20,44927.813145793945,13700.000000063317
1958-02-10 15:48:40,44927.91342701535,13720.000000084294
1958-02-10 15:49:00,44928.01370823676,13740.00000010527
1958-02-10 15:49:20,44928.11398945817,13760.000000126247
1958-02-10 15:49:40,44928.21427067958,13780.000000147225
1958-02-10 15:50:00,44928.31455190099,13800.000000168202
1958-02-10 15:50:20,44928.4148331224,13820.000000189179
1958-02-10 15:50:40,44928.51610134312,13840.000000209799
1958-02-10 15:51:00,44928.669593801635,13860.00000021157
1958-02-10 15:51:20,44928.82308626015,13880.00000021334
1958-02-10 15:51:40,44928.97657871866,13900.000000215112
1958-02-10 15:52:00,44929.13007117718,13920.000000216882
1958-02-10 15:52:20,44929.28356363569,13940.000000218653
1958-02-10 15:52:40,44929.437056094204,13960.000000220423
1958-02-10 15:53:00,44929.59054855272,13980.000000222195
1958-02-10 15:53:20,44929.74404101123,14000.000000223965
1958-02-10 15:53:40,44929.897533469746,14020.000000225737
1958-02-10 15:54:00,44930.05102592826,14040.000000227506
1958-02-10 15:54:20,44930.20451838677,14060.000000229278
1958-02-10 15:54:40,44930.35801084528,14080.000000231048
1958-02-10 15:55:00,44930.511503303795,14100.00000023282
1958-02-10 15:55:20,44930.66499576231,14120.00000023459
1958-02-10 15:55:40,44930.81848822082,14140.00000023636
1958-02-10 15:56:00,44930.97198067934,14160.000000238131
1958-02-10 15:56:20,44931.12547313785,14180.000000239901
1958-02-10 15:56:40,44931.278965596364,14200.000000241673
1958-02-10 15:57:00,44931.43245805488,14220.000000243443
1958-02-10 15:57:20,44931.58595051339,14240.000000245214
1958-02-10 15:57:40,44931.739442971906,14260.000000246984
1958-02-10 15:58:00,44931.89293543041,14280.000000248756
1958-02-10 15:58:20,44932.04642788893,14300.000000250526
1958-02-10 15:58:40,44932.19992034744,14320.000000252297
1958-02-10 15:59:00,44932.353412805955,14340.000000254067
1958-02-10 15:59:20,44932.50690526447,14360.000000255839
1958-02-10 15:59:40,44932.66039772298,14380.000000257609
1958-02-10 16:00:00,44932.8138901815,14400.00000025938
1958-02-10 16:00:20,44932.96738264001,14420.00000026115
1958-02-10 16:00:40,44933.120875098524,14440.00000026292
1958-02-10 16:01:00,44933.27436755704,14460.000000264692
1958-02-10 16:01:20,44933.42786001555,14480.000000266462
1958-02-10 16:01:40,44933.58135247406,14500.000000268234
1958-02-10 16:02:00,44933.73484493257,14520.000000270004
1958-02-10 16:02:20,44933.88833739109,14540.000000271775
1958-02-10 16:02:40,44934.0418298496,14560.000000273545
1958-02-10 16:03:00,44934.195322308115,14580.000000275317
1958-02-10 16:03:20,44934.34881476663,14600.000000277087
1958-02-10 16:03:40,44934.50230722514,14620.000000278858
1958-02-10 16:04:00,44934.65579968366,14640.000000280628
1958-02-10 16:04:20,44934.80929214217,14660.0000002824
1958-02-10 16:04:40,44934.962784600684,14680.00000028417
1958-02-10 16:05:00,44935.1162770592,14700.000000285941
1958-02-10 16:05:20,44935.269769517705,14720.000000287711
1958-02-10 16:05:40,44935.42326197622,14740.000000289481
1958-02-10 16:06:00,44935.57675443473,14760.000000291253
1958-02-10 16:06:20,44935.73024689325,14780.000000293023
1958-02-10 16:06:40,44935.88373935176,14800.000000294795
1958-02-10 16:07:00,44936.037231810275,14820.000000296564
1958-02-10 16:07:20,44936.162510905924,14840.000000298009
1958-02-10 16:07:40,44936.286085297,14860.000000299433
1958-02-10 16:08:00,44936.40965968807,14880.000000300857
1958-02-10 16:08:20,44936.53323407914,14900.000000302281
1958-02-10 16:08:40,44936.65680847021,14920.000000303706
1958-02-10 16:09:00,44936.78038286128,14940.00000030513
1958-02-10 16:09:20,44936.903957252354,14960.000000306554
1958-02-10 16:09:40,44937.02753164343,14980.000000307979
1958-02-10 16:10:00,44937.1511060345,15000.000000309403
1958-02-10 16:10:20,44937.274680425566,15020.000000310827
1958-02-10 16:10:40,44937.39825481664,15040.000000312251
1958-02-10 16:11:00,44937.52182920771,15060.000000313676
1958-02-10 16:11:20,44937.645403598784,15080.0000003151
1958-02-10 16:11:40,44937.76897798986,15100.000000316524
1958-02-10 16:12:00,44937.89255238092,15120.000000317948
1958-02-10 16:12:20,44938.016126771996,15140.000000319373
1958-02-10 16:12:40,44938.13970116307,15160.000000320797
1958-02-10 16:13:00,44938.26327555414,15180.000000322221
1958-02-10 16:13:20,44938.386849945215,15200.000000323646
1958-02-10 16:13:40,44938.51042433628,15220.000000325068
1958-02-10 16:14:00,44938.63399872735,15240.000000326492
1958-02-10 16:14:20,44938.757573118426,15260.000000327916
1958-02-10 16:14:40,44938.8811475095,15280.00000032934
1958-02-10 16:15:00,44939.00472190057,15300.000000330765
1958-02-10 16:15:20,44939.12829629164,15320.00000033219
