"Timestamp","TZ","V_S6_TNG (V)","I_S6_TNG (mA)"
2024/10/09 23:45:05.006,n,2436.3554,868.49728
2024/10/09 23:45:10.000,n,2435.4802,868.52824
2024/10/09 23:45:15.000,n,2435.9616,868.49728
2024/10/09 23:45:20.002,n,2436.2684,868.57456
2024/10/09 23:45:25.000,n,2435.5682,868.544
2024/10/09 23:45:30.005,n,2435.0568,868.74552
2024/10/09 23:45:35.000,n,2435.655,868.43488
2024/10/09 23:45:40.076,n,2435.6262,868.66744
2024/10/09 23:45:45.001,n,2436.0786,868.66744
2024/10/09 23:45:50.000,n,2436.1514,868.57456
2024/10/09 23:45:55.004,n,2435.8306,868.46592
2024/10/09 23:46:00.000,n,2435.9036,868.60592
2024/10/09 23:46:05.000,n,2435.991,868.65264
2024/10/09 23:46:10.000,n,2435.3344,868.52824
2024/10/09 23:46:15.000,n,2436.0638,868.65264
2024/10/09 23:46:20.004,n,2436.2684,868.5588
2024/10/09 23:46:25.000,n,2436.3852,868.5588
2024/10/09 23:46:30.020,n,2436.5162,868.60592
2024/10/09 23:46:35.000,n,2435.5242,868.5588
2024/10/09 23:46:40.000,n,2436.6622,868.51256
2024/10/09 23:46:45.003,n,2435.991,868.46592
2024/10/09 23:46:50.000,n,2436.341,868.45016
2024/10/09 23:46:55.006,n,2436.3852,868.5588
2024/10/09 23:47:00.000,n,2435.4224,868.6832
2024/10/09 23:47:05.000,n,2435.991,868.6212
2024/10/09 23:47:10.003,n,2436.1368,868.51256
2024/10/09 23:47:15.000,n,2436.2098,868.52824
2024/10/09 23:47:20.006,n,2435.7868,868.51256
2024/10/09 23:47:25.000,n,2436.3262,868.5588
2024/10/09 23:47:30.000,n,2436.3122,868.6212
2024/10/09 23:47:35.002,n,2435.889,868.544
2024/10/09 23:47:40.095,n,2435.845,868.544
2024/10/09 23:47:45.005,n,2436.1224,868.71456
2024/10/09 23:47:50.000,n,2436.0056,868.63688
2024/10/09 23:47:55.000,n,2436.0056,868.51256
2024/10/09 23:48:00.002,n,2436.487,868.71456
2024/10/09 23:48:05.000,n,2436.487,868.544
2024/10/09 23:48:10.005,n,2436.4284,868.65264
2024/10/09 23:48:15.000,n,2436.0206,868.65264
2024/10/09 23:48:20.000,n,2436.1368,868.544
2024/10/09 23:48:25.001,n,2436.0638,868.57456
2024/10/09 23:48:30.000,n,2436.5162,868.60592
2024/10/09 23:48:35.005,n,2435.743,868.6212
2024/10/09 23:48:40.000,n,2436.0786,868.46592
2024/10/09 23:48:45.008,n,2436.5454,868.51256
2024/10/09 23:48:50.000,n,2436.1368,868.5588
2024/10/09 23:48:55.000,n,2436.2098,868.49728
2024/10/09 23:49:00.003,n,2436.1074,868.59024
2024/10/09 23:49:05.000,n,2436.5014,868.65264
2024/10/09 23:49:10.006,n,2436.2532,868.65264
2024/10/09 23:49:15.000,n,2436.0936,868.63688
2024/10/09 23:49:20.000,n,2435.8748,868.5588
2024/10/09 23:49:25.003,n,2436.0786,868.49728
2024/10/09 23:49:30.000,n,2436.4432,868.52824
2024/10/09 23:49:35.006,n,2435.743,868.66744
2024/10/09 23:49:40.000,n,2436.4726,868.43488
2024/10/09 23:49:45.000,n,2435.9766,868.5588
2024/10/09 23:49:50.002,n,2436.1224,868.544
2024/10/09 23:49:55.000,n,2435.816,868.52824
2024/10/09 23:50:00.006,n,2435.5532,868.52824
2024/10/09 23:50:05.000,n,2436.0786,868.51256
2024/10/09 23:50:10.000,n,2436.2244,868.59024
2024/10/09 23:50:15.002,n,2435.9476,868.544
2024/10/09 23:50:20.014,n,2435.845,868.43488
2024/10/09 23:50:25.005,n,2436.0494,868.6832
2024/10/09 23:50:30.000,n,2435.9326,868.6212
2024/10/09 23:50:35.000,n,2435.5242,868.49728
2024/10/09 23:50:40.002,n,2435.9326,868.46592
2024/10/09 23:50:45.000,n,2435.8748,868.49728
2024/10/09 23:50:50.004,n,2436.414,868.57456
2024/10/09 23:50:55.000,n,2436.2532,868.69888
2024/10/09 23:51:00.007,n,2436.0346,868.52824
2024/10/09 23:51:05.000,n,2435.728,868.66744
2024/10/09 23:51:10.000,n,2436.414,868.59024
2024/10/09 23:51:15.004,n,2435.816,868.51256
2024/10/09 23:51:20.030,n,2436.75,868.40344
2024/10/09 23:51:25.123,n,2436.2974,868.60592
2024/10/09 23:51:30.000,n,2436.0638,868.544
2024/10/09 23:51:35.000,n,2436.0494,868.60592
2024/10/09 23:51:40.062,n,2435.7142,868.6832
2024/10/09 23:51:45.063,n,2436.6184,868.57456
2024/10/09 23:51:50.007,n,2436.5454,868.6832
2024/10/09 23:51:55.000,n,2436.1666,868.52824
2024/10/09 23:52:00.000,n,2435.816,868.66744
2024/10/09 23:52:05.003,n,2436.5892,868.66744
2024/10/09 23:52:10.000,n,2435.5972,868.69888
2024/10/09 23:52:15.005,n,2435.655,868.60592
2024/10/09 23:52:20.000,n,2436.6914,868.59024
2024/10/09 23:52:25.000,n,2436.3262,868.5588
2024/10/09 23:52:30.002,n,2436.1514,868.60592
2024/10/09 23:52:35.000,n,2435.9766,868.4816
2024/10/09 23:52:40.005,n,2435.5532,868.52824
2024/10/09 23:52:45.108,n,2435.889,868.59024
2024/10/09 23:52:50.000,n,2436.0346,868.52824
2024/10/09 23:52:55.001,n,2436.6328,868.57456
2024/10/09 23:53:00.071,n,2436.7348,868.46592
2024/10/09 23:53:05.004,n,2435.991,868.59024
2024/10/09 23:53:10.000,n,2436.2244,868.544
2024/10/09 23:53:15.052,n,2436.2392,868.5588
2024/10/09 23:53:20.001,n,2436.1666,868.59024
2024/10/09 23:53:25.000,n,2436.5014,868.63688
2024/10/09 23:53:30.004,n,2436.604,868.69888
2024/10/09 23:53:35.000,n,2436.1954,868.43488
2024/10/09 23:53:40.008,n,2436.0346,868.59024
2024/10/09 23:53:45.000,n,2436.0638,868.52824
2024/10/09 23:53:50.000,n,2436.0346,868.69888
2024/10/09 23:53:55.004,n,2436.1666,868.65264
2024/10/09 23:54:00.000,n,2436.5744,868.60592
2024/10/09 23:54:05.006,n,2436.2828,868.6212
2024/10/09 23:54:10.001,n,2436.0346,868.46592
2024/10/09 23:54:15.000,n,2436.1368,868.60592
2024/10/09 23:54:20.003,n,2436.1666,868.59024
2024/10/09 23:54:25.000,n,2436.5744,868.59024
2024/10/09 23:54:30.006,n,2436.2098,868.52824
2024/10/09 23:54:35.000,n,2436.0494,868.51256
2024/10/09 23:54:40.000,n,2436.7058,868.6212
2024/10/09 23:54:45.003,n,2436.0494,868.63688
2024/10/09 23:54:50.000,n,2436.2392,868.5588
2024/10/09 23:54:55.006,n,2436.0638,868.66744
2024/10/09 23:55:00.000,n,2436.6328,868.544
2024/10/09 23:55:05.000,n,2436.4582,868.6212
2024/10/09 23:55:10.002,n,2436.1368,868.59024
2024/10/09 23:55:15.000,n,2435.991,868.49728
2024/10/09 23:55:20.005,n,2436.8808,868.57456
2024/10/09 23:55:25.000,n,2436.604,868.808
2024/10/09 23:55:30.009,n,2436.1804,868.51256
2024/10/09 23:55:35.001,n,2436.1954,868.4816
2024/10/09 23:55:40.000,n,2436.0494,868.66744
2024/10/09 23:55:45.087,n,2436.7058,868.52824
2024/10/09 23:55:50.000,n,2436.2974,868.5588
2024/10/09 23:55:55.007,n,2436.4432,868.63688
2024/10/09 23:56:00.001,n,2436.414,868.49728
2024/10/09 23:56:05.000,n,2436.0786,868.6212
2024/10/09 23:56:10.003,n,2436.5454,868.38864
2024/10/09 23:56:15.000,n,2436.604,868.5588
2024/10/09 23:56:20.007,n,2436.3262,868.5588
2024/10/09 23:56:25.000,n,2436.3262,868.63688
2024/10/09 23:56:30.000,n,2435.9036,868.52824
2024/10/09 23:56:35.004,n,2436.6184,868.59024
2024/10/09 23:56:40.000,n,2437.2164,868.5588
2024/10/09 23:56:45.006,n,2436.0786,868.3572
2024/10/09 23:56:50.000,n,2435.845,868.51256
2024/10/09 23:56:55.000,n,2435.991,868.59024
2024/10/09 23:57:00.002,n,2436.0206,868.57456
2024/10/09 23:57:05.004,n,2436.6328,868.4816
2024/10/09 23:57:10.103,n,2436.4432,868.59024
2024/10/09 23:57:15.000,n,2436.9538,868.66744
2024/10/09 23:57:20.000,n,2436.3852,868.5588
2024/10/09 23:57:25.002,n,2436.7932,868.51256
2024/10/09 23:57:30.000,n,2436.5162,868.6832
2024/10/09 23:57:35.005,n,2436.6328,868.63688
2024/10/09 23:57:40.000,n,2436.2244,868.46592
2024/10/09 23:57:45.008,n,2436.1224,868.66744
