"Timestamp","TZ","V_S6_TNG (V)","I_S6_TNG (mA)"
2024/05/14 23:45:05.008,n,1706.8002,872.01528
2024/05/14 23:45:10.000,n,1706.1952,871.86048
2024/05/14 23:45:15.000,n,1706.2768,872.03104
2024/05/14 23:45:20.135,n,1706.2278,871.93816
2024/05/14 23:45:25.000,n,1706.5058,871.9224
2024/05/14 23:45:30.006,n,1706.3258,872.13968
2024/05/14 23:45:35.000,n,1706.5058,871.96864
2024/05/14 23:45:40.093,n,1706.7014,872.00016
2024/05/14 23:45:45.002,n,1706.5872,872.07728
2024/05/14 23:45:50.000,n,1705.8516,871.9844
2024/05/14 23:45:55.050,n,1706.5872,871.87576
2024/05/14 23:46:00.000,n,1706.5548,871.9072
2024/05/14 23:46:05.000,n,1706.113,871.9072
2024/05/14 23:46:10.138,n,1705.9332,872.06152
2024/05/14 23:46:15.003,n,1705.819,872.07728
2024/05/14 23:46:20.006,n,1705.7042,871.9844
2024/05/14 23:46:25.164,n,1705.884,871.9844
2024/05/14 23:46:30.032,n,1705.819,872.01528
2024/05/14 23:46:35.002,n,1706.669,872.0468
2024/05/14 23:46:40.000,n,1706.5548,871.95384
2024/05/14 23:46:45.004,n,1706.5058,872.00016
2024/05/14 23:46:50.000,n,1706.3908,872.06152
2024/05/14 23:46:55.007,n,1706.2602,872.03104
2024/05/14 23:47:00.001,n,1706.3908,872.09304
2024/05/14 23:47:05.009,n,1706.9636,872.00016
2024/05/14 23:47:10.004,n,1705.9166,872.01528
2024/05/14 23:47:15.096,n,1706.1462,872.09304
2024/05/14 23:47:20.007,n,1705.9498,872.07728
2024/05/14 23:47:25.013,n,1706.489,872.03104
2024/05/14 23:47:30.000,n,1706.375,872.00016
2024/05/14 23:47:35.004,n,1706.3584,872.01528
2024/05/14 23:47:40.000,n,1706.718,872.07728
2024/05/14 23:47:45.007,n,1706.5058,872.01528
2024/05/14 23:47:50.000,n,1706.0314,872.09304
2024/05/14 23:47:55.142,n,1705.8682,872.00016
2024/05/14 23:48:00.003,n,1706.4566,872.01528
2024/05/14 23:48:05.000,n,1706.0314,872.06152
2024/05/14 23:48:10.006,n,1705.9332,871.9072
2024/05/14 23:48:15.000,n,1705.7042,872.01528
2024/05/14 23:48:20.000,n,1705.8024,872.07728
2024/05/14 23:48:25.002,n,1706.5216,872.09304
2024/05/14 23:48:30.000,n,1706.669,872.00016
2024/05/14 23:48:35.005,n,1706.6198,871.95384
2024/05/14 23:48:40.000,n,1705.3936,872.03104
2024/05/14 23:48:45.008,n,1705.2132,872.0468
2024/05/14 23:48:50.001,n,1706.3258,872.09304
