"Timestamp","TZ","V_S6_TNG (V)","I_S6_TNG (mA)"
2024/05/15 23:45:05.128,n,1709.597,872.09264
2024/05/15 23:45:10.003,n,1709.1044,872.23224
2024/05/15 23:45:15.000,n,1708.5954,872.20128
2024/05/15 23:45:20.006,n,1709.0552,872.23224
2024/05/15 23:45:25.000,n,1709.022,872.04592
2024/05/15 23:45:30.009,n,1709.0552,872.18552
2024/05/15 23:45:35.186,n,1709.1044,872.16976
2024/05/15 23:45:40.041,n,1708.2828,872.20128
2024/05/15 23:45:45.006,n,1708.7926,872.35664
2024/05/15 23:45:50.000,n,1708.4308,872.15512
2024/05/15 23:45:55.009,n,1708.6944,872.27848
2024/05/15 23:46:00.003,n,1709.581,872.32512
2024/05/15 23:46:05.000,n,1709.6302,872.30992
2024/05/15 23:46:10.005,n,1708.4308,872.1236
2024/05/15 23:46:15.098,n,1708.4308,872.26272
2024/05/15 23:46:20.008,n,1708.76,872.27848
2024/05/15 23:46:25.019,n,1708.4474,872.37184
2024/05/15 23:46:30.012,n,1709.2524,872.26272
2024/05/15 23:46:35.005,n,1708.9896,872.23224
2024/05/15 23:46:40.000,n,1709.2026,872.248
2024/05/15 23:46:45.008,n,1708.8416,872.44952
2024/05/15 23:46:50.139,n,1709.0388,872.23224
2024/05/15 23:46:55.011,n,1708.7426,872.10832
2024/05/15 23:47:00.004,n,1709.6136,872.18552
2024/05/15 23:47:05.046,n,1709.5644,872.1236
2024/05/15 23:47:10.007,n,1708.3818,872.15512
2024/05/15 23:47:15.215,n,1708.6776,872.27848
2024/05/15 23:47:20.010,n,1708.6944,872.18552
2024/05/15 23:47:25.003,n,1708.8908,872.27848
2024/05/15 23:47:30.000,n,1708.7426,872.18552
2024/05/15 23:47:35.007,n,1709.3348,872.16976
2024/05/15 23:47:40.000,n,1708.4474,872.23224
2024/05/15 23:47:45.010,n,1708.825,872.21648
2024/05/15 23:47:50.130,n,1708.9406,872.34088
2024/05/15 23:47:55.013,n,1709.285,872.09264
2024/05/15 23:48:00.006,n,1709.7948,872.16976
2024/05/15 23:48:05.090,n,1709.137,872.27848
2024/05/15 23:48:10.010,n,1708.3492,872.20128
2024/05/15 23:48:15.101,n,1709.137,872.1236
2024/05/15 23:48:20.000,n,1709.3182,872.18552
2024/05/15 23:48:25.062,n,1708.9564,872.13936
2024/05/15 23:48:30.000,n,1709.0388,872.10832
2024/05/15 23:48:35.039,n,1709.5312,872.27848
2024/05/15 23:48:40.002,n,1708.5464,872.20128
2024/05/15 23:48:45.012,n,1707.9052,872.01448
2024/05/15 23:48:50.005,n,1708.628,872.1236
2024/05/15 23:48:55.065,n,1708.8582,872.20128
2024/05/15 23:49:00.009,n,1708.6776,872.29416
2024/05/15 23:49:05.112,n,1708.9732,872.248
2024/05/15 23:49:10.011,n,1708.3818,872.13936
2024/05/15 23:49:15.005,n,1709.0552,872.1236
2024/05/15 23:49:20.000,n,1708.924,872.248
2024/05/15 23:49:25.008,n,1709.1044,872.21648
2024/05/15 23:49:30.001,n,1708.9896,872.248
2024/05/15 23:49:35.052,n,1709.0062,872.21648
2024/05/15 23:49:40.004,n,1708.5788,872.30992
2024/05/15 23:49:45.015,n,1708.8748,872.01448
2024/05/15 23:49:50.008,n,1708.612,872.16976
2024/05/15 23:49:55.001,n,1709.285,872.1236
2024/05/15 23:50:00.011,n,1708.7426,872.16976
2024/05/15 23:50:05.088,n,1709.893,872.1236
2024/05/15 23:50:10.000,n,1708.7758,872.21648
2024/05/15 23:50:15.009,n,1708.3818,872.09264
2024/05/15 23:50:20.001,n,1708.7926,872.248
2024/05/15 23:50:25.010,n,1709.1702,872.16976
2024/05/15 23:50:30.005,n,1708.7426,872.23224
2024/05/15 23:50:35.081,n,1709.121,872.04592
2024/05/15 23:50:40.006,n,1707.9708,872.20128
2024/05/15 23:50:45.000,n,1708.825,872.07688
2024/05/15 23:50:50.009,n,1709.1542,872.248
2024/05/15 23:50:55.008,n,1709.2194,872.30992
2024/05/15 23:51:00.012,n,1709.285,872.1236
2024/05/15 23:51:05.005,n,1708.8416,872.15512
2024/05/15 23:51:10.000,n,1708.2502,872.21648
2024/05/15 23:51:15.009,n,1708.7426,872.13936
2024/05/15 23:51:20.002,n,1708.7926,872.37184
2024/05/15 23:51:25.026,n,1709.597,872.41808
2024/05/15 23:51:30.005,n,1709.3508,872.27848
2024/05/15 23:51:35.000,n,1709.3508,872.16976
2024/05/15 23:51:40.008,n,1708.5954,872.15512
2024/05/15 23:51:45.001,n,1708.7758,872.20128
2024/05/15 23:51:50.011,n,1708.8582,872.27848
2024/05/15 23:51:55.004,n,1709.0552,872.20128
2024/05/15 23:52:00.000,n,1709.022,872.23224
2024/05/15 23:52:05.007,n,1709.696,872.21648
2024/05/15 23:52:10.001,n,1708.612,872.1236
2024/05/15 23:52:15.011,n,1709.072,872.13936
2024/05/15 23:52:20.004,n,1708.7426,872.18552
2024/05/15 23:52:25.000,n,1709.121,872.32512
2024/05/15 23:52:30.007,n,1708.8582,872.07688
2024/05/15 23:52:35.000,n,1709.1542,872.20128
2024/05/15 23:52:40.027,n,1708.513,872.27848
2024/05/15 23:52:45.087,n,1708.9074,872.23224
2024/05/15 23:52:50.000,n,1709.2026,872.248
2024/05/15 23:52:55.007,n,1708.825,872.20128
2024/05/15 23:53:00.059,n,1709.433,872.20128
2024/05/15 23:53:05.044,n,1708.8416,872.16976
2024/05/15 23:53:10.003,n,1707.856,872.27848
2024/05/15 23:53:15.013,n,1708.5622,872.27848
2024/05/15 23:53:20.006,n,1707.7736,872.1236
2024/05/15 23:53:25.000,n,1708.2502,871.99976
2024/05/15 23:53:30.010,n,1708.6944,872.13936
2024/05/15 23:53:35.002,n,1709.0878,872.29416
2024/05/15 23:53:40.012,n,1708.4964,872.21648
2024/05/15 23:53:45.005,n,1708.2668,872.29416
2024/05/15 23:53:50.000,n,1708.809,872.18552
2024/05/15 23:53:55.029,n,1709.1542,872.29416
2024/05/15 23:54:00.002,n,1709.2692,872.16976
2024/05/15 23:54:05.012,n,1708.9896,872.09264
2024/05/15 23:54:10.007,n,1708.7102,872.16976
2024/05/15 23:54:15.000,n,1708.513,872.27848
2024/05/15 23:54:20.008,n,1708.6612,872.07688
2024/05/15 23:54:25.067,n,1709.022,872.20128
2024/05/15 23:54:30.011,n,1709.285,872.18552
2024/05/15 23:54:35.005,n,1709.3016,872.16976
2024/05/15 23:54:40.000,n,1707.9708,872.26272
2024/05/15 23:54:45.104,n,1708.3652,872.23224
2024/05/15 23:54:50.001,n,1708.3002,872.23224
2024/05/15 23:54:55.110,n,1708.7268,872.32512
2024/05/15 23:55:00.004,n,1708.8908,872.10832
2024/05/15 23:55:05.000,n,1708.7102,872.37184
2024/05/15 23:55:10.007,n,1708.4308,872.16976
2024/05/15 23:55:15.000,n,1708.1354,872.16976
2024/05/15 23:55:20.010,n,1708.9896,872.15512
2024/05/15 23:55:25.004,n,1708.6612,872.06168
2024/05/15 23:55:30.014,n,1708.3818,872.10832
2024/05/15 23:55:35.006,n,1708.76,872.34088
2024/05/15 23:55:40.001,n,1708.415,872.26272
2024/05/15 23:55:45.010,n,1708.0206,872.15512
2024/05/15 23:55:50.003,n,1708.8748,872.248
2024/05/15 23:55:55.096,n,1708.6776,872.26272
2024/05/15 23:56:00.058,n,1709.1868,872.248
2024/05/15 23:56:05.000,n,1708.825,872.21648
2024/05/15 23:56:10.010,n,1708.2502,872.26272
2024/05/15 23:56:15.003,n,1708.152,872.35664
2024/05/15 23:56:20.063,n,1708.3002,872.26272
2024/05/15 23:56:25.091,n,1708.2344,872.13936
2024/05/15 23:56:30.049,n,1708.6612,872.23224
2024/05/15 23:56:35.123,n,1709.0552,872.16976
2024/05/15 23:56:40.003,n,1708.1022,872.29416
2024/05/15 23:56:45.012,n,1708.3492,872.23224
2024/05/15 23:56:50.006,n,1708.2828,872.26272
2024/05/15 23:56:55.000,n,1708.9406,872.15512
2024/05/15 23:57:00.009,n,1708.4806,872.27848
2024/05/15 23:57:05.003,n,1709.0388,872.15512
2024/05/15 23:57:10.012,n,1708.0206,872.21648
2024/05/15 23:57:15.035,n,1708.7268,872.1236
2024/05/15 23:57:20.000,n,1708.5788,872.23224
2024/05/15 23:57:25.008,n,1708.3326,871.99976
2024/05/15 23:57:30.033,n,1709.5154,872.20128
2024/05/15 23:57:35.011,n,1709.482,872.20128
2024/05/15 23:57:40.005,n,1708.2502,872.20128
2024/05/15 23:57:45.015,n,1708.2502,872.13936
2024/05/15 23:57:50.008,n,1708.1022,872.07688
2024/05/15 23:57:55.001,n,1708.9406,872.18552
2024/05/15 23:58:00.080,n,1708.9732,872.26272
2024/05/15 23:58:05.004,n,1708.8748,872.18552
2024/05/15 23:58:10.192,n,1708.628,872.18552
2024/05/15 23:58:15.008,n,1708.809,872.3876
2024/05/15 23:58:20.000,n,1708.6776,872.04592
2024/05/15 23:58:25.010,n,1708.7926,872.21648
2024/05/15 23:58:30.004,n,1709.0552,872.15512
2024/05/15 23:58:35.099,n,1708.9564,872.16976
2024/05/15 23:58:40.007,n,1708.415,872.15512
2024/05/15 23:58:45.000,n,1708.7268,872.21648
2024/05/15 23:58:50.010,n,1708.612,872.23224
2024/05/15 23:58:55.171,n,1708.8416,872.13936
2024/05/15 23:59:00.013,n,1709.4988,872.13936
2024/05/15 23:59:05.188,n,1709.0388,872.23224
2024/05/15 23:59:10.000,n,1708.2344,872.13936
2024/05/15 23:59:15.011,n,1708.4474,872.16976
2024/05/15 23:59:20.003,n,1708.7426,872.1236
2024/05/15 23:59:25.046,n,1708.76,872.06168
2024/05/15 23:59:30.007,n,1709.2524,872.09264
2024/05/15 23:59:35.000,n,1709.5312,872.15512
2024/05/15 23:59:40.009,n,1708.4308,872.26272
2024/05/15 23:59:45.003,n,1709.1542,872.20128
2024/05/15 23:59:50.012,n,1709.2692,872.1236
2024/05/15 23:59:55.005,n,1708.8748,872.18552
2024/05/16 00:00:00.015,n,1708.7102,872.26272
2024/05/16 00:00:05.009,n,1709.273,872.29776
2024/05/16 00:00:10.002,n,1708.9942,872.18912
